acId,entry_lat,entry_lon,entry_alt,entry_rectime,exit_lat,exit_lon,exit_alt,exit_rectime
DAL1655_KPHLtoKDTW,40.67244148005905,-80.78324397282847,30000.0,2023-12-22 08:18:06,41.74826015799191,-82.79727615065434,17727.66598878265,2023-12-22 08:35:33
DAL1656_KRSWtoKDTW,39.43465366923276,-82.2227795870667,34628.41437112877,2023-12-22 13:46:44,41.67344403622766,-82.94821809473352,19585.63810532941,2023-12-22 14:06:38
DAL1673_KLGAtoKDTW,42.500316893113045,-80.3675389087731,30000.0,2023-12-22 16:21:45,42.43004092177423,-82.63802369909162,8629.22983873293,2023-12-22 16:38:49
DAL1699_KSATtoKDTW,40.50167,-85.78167,29200.0,2023-12-22 19:24:20,41.737310674582055,-84.17324891684356,17012.257231482206,2023-12-22 19:38:36
DAL1745_KDENtoKDTW,43.002475359103286,-86.24454244636698,34524.356836382736,2023-12-22 10:21:34,42.688368283052384,-83.95800747583571,12128.493375989668,2023-12-22 10:36:50
DAL1748_KBOStoKDTW,42.72862658204464,-80.40075545441255,30000.0,2023-12-22 09:58:53,42.48502137778964,-82.75493047403549,7100.0,2023-12-22 10:16:00
DAL1814_MKJStoKDTW,39.53442701729151,-82.0077444006968,33725.42807371526,2023-12-22 17:59:36,41.74673190386389,-82.80019130713583,19146.631809711012,2023-12-22 18:19:32
DAL1846_MMUNtoKDTW,39.4128779144852,-82.28383496039737,35000.0,2023-12-22 15:15:43,41.673248366497255,-82.94481635758316,19642.472848336667,2023-12-22 15:35:23
DAL1902_MMPRtoKDTW,40.505,-85.65944,29000.0,2023-12-22 18:55:08,41.7372346734358,-84.17162832902703,17530.91653090252,2023-12-22 19:08:52
DAL2063_KTPAtoKDTW,39.420803726041754,-82.26162697454477,33000.0,2023-12-22 09:54:40,41.67310524792741,-82.94233036978898,19875.477896747674,2023-12-22 10:14:44
DAL2095_KLGAtoKDTW,42.50205246442259,-80.36762424009582,31982.697781139683,2023-12-22 14:37:42,42.429656081837486,-82.63720647025855,10076.89704969302,2023-12-22 14:54:32
DAL2140_KSTLtoKDTW,40.51306,-85.68528,29000.0,2023-12-22 08:09:57,41.73725470705136,-84.17205248598316,16974.498756163703,2023-12-22 08:24:22
DAL2151_KPVDtoKDTW,42.727800717725636,-80.4006330173043,30000.0,2023-12-22 06:46:11,42.48134028875907,-82.74708913372278,13951.20385012095,2023-12-22 07:03:26
DAL2183_KDFWtoKDTW,40.49139,-85.68306,31000.0,2023-12-22 08:24:20,41.73730357554231,-84.17309736660187,17011.486152998325,2023-12-22 08:37:47
