recTime,acId,coord1,coord2,alt,groundSpeed,rateOfClimb,d_ts,t,x,y,z,fuel_flow,fuel_used,CO2_flow,H2O_flow,Soot_flow,SOx_flow,NOx_flow,CO_flow,HC_flow,CO2_emitted,H2O_emitted,Soot_emitted,SOx_emitted,NOx_emitted,CO_emitted,HC_emitted
2023-12-22 04:56:53,DAL1445_KPHXtoKDTW,41.87180079569988,-86.33200440732723,34344.0,420.21,-500.0,0.0,0.0,-246580.55320918176,-33587.03793956573,10468.0512,0.35708957974859784,0.0,1128.4030720055691,439.2201830907753,0.010712687392457934,0.4285074956983174,2.646927426752007,6.528354151396827,0.7129374625423441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-22 04:57:33,DAL1445_KPHXtoKDTW,41.917652514046324,-86.24676861364088,31344.0,349.42,-500.0,40.0,40.0,-239354.8556125047,-28732.723012803915,9553.6512,0.3318100919254777,13.27240367701911,1048.5198904845097,408.1264130683376,0.009954302757764332,0.39817211031057326,2.276088821238195,7.88696995286707,0.8744153296737402,41940.795619380384,16325.056522733505,0.3981721103105733,15.92688441242293,91.0435528495278,315.47879811468283,34.976613186949606
2023-12-22 04:58:13,DAL1445_KPHXtoKDTW,41.95364930872096,-86.1744918262155,31010.0,340.81,-500.0,40.0,80.0,-233245.99430171464,-24931.33003801261,9451.848,0.3307542545467923,26.502573858890802,1045.1834443678638,406.8277330925545,0.009922627636403768,0.39690510545615076,2.2587734214217297,7.9551750620886725,0.8826147375977371,83748.13339409494,32598.165846435688,0.7950772157667241,31.80308863066896,181.394489706397,633.6858005982297,70.28120269085909
2023-12-22 04:58:53,DAL1445_KPHXtoKDTW,41.98686210892249,-86.10231625859838,30677.0,333.01,-500.0,40.0,120.0,-227161.97913303497,-21433.950802920102,9350.349600000001,0.33026502350109893,39.71317479893476,1043.6374742634725,406.2259789063517,0.009907950705032968,0.39631802820131873,2.2488617036323717,8.005265229105948,0.8886626208536116,125493.63236463384,48847.205002689756,1.1913952439680429,47.65580975872171,271.34895785169186,953.8964097624676,105.82770752500355
2023-12-22 04:59:33,DAL1445_KPHXtoKDTW,42.01742023323885,-86.03024173536959,30344.0,325.84,-500.0,40.0,160.0,-221101.5704240752,-18226.251001587898,9248.851200000001,0.3302032677369805,52.92130550841398,1043.4423260488584,406.150019316486,0.009906098032109414,0.3962439212843766,2.2444901331021057,8.042397090117657,0.8931695642081596,167231.32540658818,65093.2057753492,1.5876391652524195,63.50556661009677,361.1285631757761,1275.5922933671739,141.55449009332995
2023-12-22 05:00:13,DAL1445_KPHXtoKDTW,42.045428143229984,-85.95829401556843,30010.0,319.17,-500.0,40.0,200.0,-215065.80091736937,-15296.592529847616,9147.048,0.33047719062617764,66.14039313346109,1044.3079223787213,406.4869444701985,0.009914315718785328,0.39657262875141314,2.2444405295476297,8.069880734586345,0.8965280595613456,209003.64230173704,81352.68355415713,1.9842117940038326,79.3684717601533,450.9061843576813,1598.3875227506278,177.41561247578377
2023-12-22 05:00:53,DAL1445_KPHXtoKDTW,42.0709744691087,-85.88651432757293,29677.0,333.09,-500.0,40.0,240.0,-209057.06726276028,-12635.065105683609,9045.5496,0.32762632930758795,79.2454463057646,1035.299200611978,402.9803850483332,0.009828789879227638,0.3931515951691055,2.213757701450196,8.093403901645187,0.8996695912150104,250415.61032621615,97471.89895609046,2.377363389172938,95.09453556691751,539.4564924156891,1922.1236788164354,213.40239612438418
2023-12-22 05:01:33,DAL1445_KPHXtoKDTW,42.09482367068914,-85.97172680463368,29344.0,326.08,-500.0,40.0,280.0,-216006.17641481114,-9771.66553700053,8944.0512,0.3270141787329915,92.32601345508427,1033.364804796253,402.22743984157955,0.009810425361989745,0.39241701447958977,2.202948321245232,8.134225030568796,0.9046472860875684,291750.2025180663,113560.99654975365,2.769780403652528,110.7912161461011,627.5744252654983,2247.4926800391872,249.5882875678869
2023-12-22 05:02:13,DAL1445_KPHXtoKDTW,42.061870274868596,-85.90334758673954,27990.0,301.99,-500.0,40.0,320.0,-210476.11065698418,-13605.7684817111,8531.352,0.3277497121016259,105.4360019391493,1035.6890902411378,403.1321458849999,0.009832491363048777,0.3932996545219511,2.199850259833487,8.217760701140355,0.915035682786238,333177.7661277118,129686.28238515364,3.1630800581744793,126.52320232697915,715.5684356588379,2576.2031080848014,286.1897148793364
2023-12-22 05:02:53,DAL1445_KPHXtoKDTW,42.02976600467573,-85.84169536799774,27656.0,297.64,-500.0,40.0,360.0,-205492.64147530703,-17324.889554038582,8429.5488,0.32800454766509846,118.55618384575325,1036.4943706217111,403.4455936280711,0.009840136429952953,0.3936054571981181,2.200562461315699,8.230538304861652,0.9166798876536117,374637.5409525802,145824.1061302765,3.5566855153725974,142.26742061490387,803.5909341114658,2905.4246402792674,322.8569103854809
2023-12-22 05:03:33,DAL1445_KPHXtoKDTW,41.99653778372289,-85.78251778475031,27323.0,298.06,-500.0,40.0,400.0,-200711.83647982238,-21159.557437586212,8328.0504,0.3262411701870738,131.6058306532362,1030.9220977911532,401.2766393301008,0.009787235105612215,0.3914894042244886,2.1787351517750975,8.25921150812846,0.9203302512876289,415874.42486422637,161875.17170348053,3.948174919597086,157.92699678388342,890.7403401824697,3235.793100604406,359.67012043698605
2023-12-22 05:04:13,DAL1445_KPHXtoKDTW,41.961716982684045,-85.72491854914865,26990.0,298.48,-500.0,40.0,440.0,-196061.13513157453,-25164.34809367137,8226.552,0.3245855023954669,144.58925074905488,1025.6901875696753,399.2401679464243,0.009737565071864006,0.3895026028745603,2.1583066777244255,8.283854975039032,0.9235028861541402,456902.0323670134,177844.7784213375,4.337677522471646,173.50710089886584,977.0726072914467,3567.1472996059674,396.61023588315163
2023-12-22 05:04:53,DAL1445_KPHXtoKDTW,41.928334726744744,-85.665698700824,26656.0,298.9,-500.0,40.0,480.0,-191266.73887745815,-29009.71916482842,8124.7488,0.32303204735548696,157.51053264327436,1020.7812696433388,397.32941824724895,0.009690961420664609,0.3876384568265843,2.1391887460514867,8.30485708245675,0.9262437816046737,497733.28315274697,193737.95515122748,4.72531597929823,189.0126391719292,1062.6401571335061,3899.3415829042374,433.6599871473386
2023-12-22 05:05:33,DAL1445_KPHXtoKDTW,41.89643360297659,-85.60492444395837,26323.0,299.32,-500.0,40.0,520.0,-186334.12586307692,-32690.507568405792,8023.250400000001,0.3215872084513115,170.37402098132682,1016.2155787061444,395.5522663951131,0.009647616253539345,0.38590465014157377,2.121443090962158,8.322415230698892,0.9285742194925287,538381.9063009927,209560.045807032,5.111220629439804,204.44882517759217,1147.4978807719924,4232.238192132193,470.80295592703976
2023-12-22 05:06:13,DAL1445_KPHXtoKDTW,41.86605453592776,-85.54266367815966,25990.0,299.74,-500.0,40.0,560.0,-181268.96190946636,-36201.73913204864,7921.752,0.32024536377783025,183.18383553244004,1011.9753495379435,393.9017974467312,0.009607360913334907,0.3842944365333963,2.104982658480244,8.33688092615052,0.9305359499165186,578860.9202825105,225316.11770490126,5.4955150659731995,219.82060263892802,1231.697187111202,4565.713429178214,508.0243939237005
2023-12-22 05:06:53,DAL1445_KPHXtoKDTW,41.83692817806839,-85.62782289745259,25656.0,300.15,-500.0,40.0,600.0,-188404.41082029903,-39255.63812386275,7819.9488,0.31900365785257406,195.943981846543,1008.0515588141341,392.3744991586661,0.009570109735577221,0.38280438942308886,2.089751997239018,8.348553937557126,0.9321644940392727,619182.9826350758,241011.0976712479,5.878319455396288,235.13277821585157,1315.2872670007628,4899.655586680499,545.3109736852714
2023-12-22 05:07:33,DAL1445_KPHXtoKDTW,41.86596052953344,-85.56419923926798,25323.0,300.57,-500.0,40.0,640.0,-183051.9622218378,-36166.29078513557,7718.450400000001,0.3178633137178968,208.6585143952589,1004.4480713485539,390.97187587301306,0.009535899411536902,0.38143597646147614,2.0757610950026844,8.357618276493525,0.9334800494377579,659360.905489018,256649.97270616842,6.259755431857764,250.39021727431063,1398.3177108008701,5233.9603177402405,582.6501756627817
2023-12-22 05:08:13,DAL1445_KPHXtoKDTW,41.8966377064223,-85.50182884078939,24990.0,300.99,-500.0,40.0,680.0,-177803.2891091392,-32887.47966714928,7616.952,0.31682180585449626,221.33138662943875,1001.1569065002082,389.6908212010304,0.009504654175634888,0.3801861670253955,2.0629607467190385,8.36433773896422,0.9345139588953276,699407.1817490263,272237.6055542096,6.639941598883159,265.5976639553264,1480.8361406696317,5568.533827298809,620.0307340185949
2023-12-22 05:08:53,DAL1445_KPHXtoKDTW,41.92892889466716,-85.440788864792,24656.0,301.4,-500.0,40.0,720.0,-172665.1123446049,-29422.70123836748,7515.1488,0.3158758271186283,233.9664197141839,998.1676136948655,388.52726735591284,0.00947627481355885,0.37905099254235397,2.051294337956208,8.368951242870184,0.9352947372358051,739333.886296821,287778.6962484461,7.018992591425514,280.75970365702057,1562.8879141878801,5903.291877013617,657.4425235080271
2023-12-22 05:09:33,DAL1445_KPHXtoKDTW,41.962801269055745,-85.38115549705554,24323.0,301.82,-500.0,40.0,760.0,-167644.0384557952,-25775.691395732607,7413.6504,0.31502803004111696,246.56754091582857,995.4885749299295,387.4844769505739,0.009450840901233508,0.3780336360493403,2.0407911911055328,8.37160285989328,0.9358378767488255,779153.4292940181,303278.0753264691,7.397026227474854,295.8810490989942,1644.5195618321015,6238.155991409348,694.8760385779801
2023-12-22 05:10:13,DAL1445_KPHXtoKDTW,41.998219516590304,-85.32810008401995,23990.0,302.23,-500.0,40.0,800.0,-163167.57375413185,-21940.752784093744,7312.152,0.3142749528092287,259.1385390281977,993.1088508771626,386.5581919553513,0.00942824858427686,0.3771299433710744,2.031392338092933,8.372522785704945,0.9361709222299196,818877.7833291045,318740.40300468315,7.774156170845929,310.96624683383715,1725.775255355819,6573.056902837546,732.3228754671769
2023-12-22 05:10:53,DAL1445_KPHXtoKDTW,42.03213411816343,-85.29444477805723,23656.0,302.65,-500.0,40.0,840.0,-160301.54118901462,-18233.955490674103,7210.348800000001,0.3136142530210723,271.6831091490406,991.0210395465886,385.74553121591896,0.009408427590632169,0.3763371036252868,2.023063609734917,8.37183770067391,0.9363092646841802,858518.6249109681,334170.2242533199,8.150493274471216,326.0197309788486,1806.6977997452157,6907.930410864502,769.7752460545441
2023-12-22 05:11:33,DAL1445_KPHXtoKDTW,42.06452098839144,-85.30256422458491,23323.0,303.06,-500.0,40.0,880.0,-160889.84299289415,-14617.98233919133,7108.8504,0.3130472385745869,284.2049986920241,989.2292738956945,385.0481034467419,0.009391417157237606,0.37565668628950427,2.015810896898862,8.369746748990986,0.9362749819961058,898087.7958667959,349572.1483911896,8.526149960760721,341.04599843042877,1887.3302356211702,7242.720280824142,807.2262453343884
2023-12-22 05:12:13,DAL1445_KPHXtoKDTW,42.09547035681936,-85.26771166684078,20656.0,306.35,-500.0,40.0,920.0,-157936.3830589441,-11242.186607534833,6295.9488,0.3121153175565232,296.689611394285,986.2844034786134,383.90184059452355,0.009363459526695697,0.37453838106782783,1.9982574108939788,8.314872882069611,0.9312387654970091,937539.1720059405,364928.2220149705,8.900688341828548,356.0275336731419,1967.2605320569294,7575.315196106926,844.4757959542687
