aircraft_1,aircraft_2,plane,segment,t_start,t_end,status,mode,a1_star_fix,a2_star_fix
f1,f2,lat_lon,0,0.0,300.0,SAFE,y=f(x),CRAKN,HANBL
f1,f2,lat_lon,1,300.0,600.0,SAFE,y=f(x),CRAKN,HANBL
f1,f2,lat_lon,2,600.0,900.0,SAFE,y=f(x),CRAKN,HANBL
f1,f2,lat_lon,3,900.0,1200.0,SAFE,y=f(x),CRAKN,HANBL
f1,f2,lat_alt,0,0.0,300.0,SAFE,y=f(x),CRAKN,HANBL
f1,f2,lat_alt,1,300.0,600.0,SAFE,y=f(x),CRAKN,HANBL
f1,f2,lat_alt,2,600.0,900.0,SAFE,y=f(x),CRAKN,HANBL
f1,f2,lat_alt,3,900.0,1200.0,SAFE,y=f(x),CRAKN,HANBL
f1,f2,lon_alt,0,0.0,300.0,SAFE,y=f(x),CRAKN,HANBL
f1,f2,lon_alt,1,300.0,600.0,SAFE,y=f(x),CRAKN,HANBL
f1,f2,lon_alt,2,600.0,900.0,SAFE,y=f(x),CRAKN,HANBL
f1,f2,lon_alt,3,900.0,1200.0,SAFE,y=f(x),CRAKN,HANBL
f1,f3,lat_lon,0,0.0,300.0,SAFE,y=f(x),CRAKN,HANBL
f1,f3,lat_lon,1,300.0,600.0,SAFE,y=f(x),CRAKN,HANBL
f1,f3,lat_lon,2,600.0,900.0,SAFE,y=f(x),CRAKN,HANBL
f1,f3,lat_lon,3,900.0,1200.0,SAFE,y=f(x),CRAKN,HANBL
f1,f3,lat_alt,0,0.0,300.0,SAFE,y=f(x),CRAKN,HANBL
f1,f3,lat_alt,1,300.0,600.0,SAFE,y=f(x),CRAKN,HANBL
f1,f3,lat_alt,2,600.0,900.0,SAFE,y=f(x),CRAKN,HANBL
f1,f3,lat_alt,3,900.0,1200.0,SAFE,y=f(x),CRAKN,HANBL
f1,f3,lon_alt,0,0.0,300.0,SAFE,y=f(x),CRAKN,HANBL
f1,f3,lon_alt,1,300.0,600.0,SAFE,y=f(x),CRAKN,HANBL
f1,f3,lon_alt,2,600.0,900.0,SAFE,y=f(x),CRAKN,HANBL
f1,f3,lon_alt,3,900.0,1200.0,SAFE,y=f(x),CRAKN,HANBL
f1,f4,lat_lon,0,0.0,300.0,SAFE,y=f(x),CRAKN,HANBL
f1,f4,lat_lon,1,300.0,600.0,SAFE,y=f(x),CRAKN,HANBL
f1,f4,lat_lon,2,600.0,900.0,SAFE,y=f(x),CRAKN,HANBL
f1,f4,lat_lon,3,900.0,1200.0,SAFE,y=f(x),CRAKN,HANBL
f1,f4,lat_alt,0,0.0,300.0,SAFE,y=f(x),CRAKN,HANBL
f1,f4,lat_alt,1,300.0,600.0,SAFE,y=f(x),CRAKN,HANBL
f1,f4,lat_alt,2,600.0,900.0,SAFE,y=f(x),CRAKN,HANBL
f1,f4,lat_alt,3,900.0,1200.0,SAFE,y=f(x),CRAKN,HANBL
f1,f4,lon_alt,0,0.0,300.0,SAFE,y=f(x),CRAKN,HANBL
f1,f4,lon_alt,1,300.0,600.0,SAFE,y=f(x),CRAKN,HANBL
f1,f4,lon_alt,2,600.0,900.0,SAFE,y=f(x),CRAKN,HANBL
f1,f4,lon_alt,3,900.0,1200.0,SAFE,y=f(x),CRAKN,HANBL
f1,f5,lat_lon,0,0.0,300.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f5,lat_lon,1,300.0,600.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f5,lat_lon,2,600.0,900.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f5,lat_lon,3,900.0,1200.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f5,lat_alt,0,0.0,300.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f5,lat_alt,1,300.0,600.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f5,lat_alt,2,600.0,900.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f5,lat_alt,3,900.0,1200.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f5,lon_alt,0,0.0,300.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f5,lon_alt,1,300.0,600.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f5,lon_alt,2,600.0,900.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f5,lon_alt,3,900.0,1200.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f6,lat_lon,0,0.0,300.0,SAFE,y=f(x),CRAKN,HANBL
f1,f6,lat_lon,1,300.0,600.0,SAFE,y=f(x),CRAKN,HANBL
f1,f6,lat_lon,2,600.0,900.0,SAFE,y=f(x),CRAKN,HANBL
f1,f6,lat_lon,3,900.0,1200.0,SAFE,y=f(x),CRAKN,HANBL
f1,f6,lat_alt,0,0.0,300.0,SAFE,y=f(x),CRAKN,HANBL
f1,f6,lat_alt,1,300.0,600.0,SAFE,y=f(x),CRAKN,HANBL
f1,f6,lat_alt,2,600.0,900.0,SAFE,y=f(x),CRAKN,HANBL
f1,f6,lat_alt,3,900.0,1200.0,SAFE,y=f(x),CRAKN,HANBL
f1,f6,lon_alt,0,0.0,300.0,SAFE,y=f(x),CRAKN,HANBL
f1,f6,lon_alt,1,300.0,600.0,SAFE,y=f(x),CRAKN,HANBL
f1,f6,lon_alt,2,600.0,900.0,SAFE,y=f(x),CRAKN,HANBL
f1,f6,lon_alt,3,900.0,1200.0,SAFE,y=f(x),CRAKN,HANBL
f1,f7,lat_lon,0,0.0,300.0,SAFE,y=f(x),CRAKN,HANBL
f1,f7,lat_lon,1,300.0,600.0,SAFE,y=f(x),CRAKN,HANBL
f1,f7,lat_lon,2,600.0,900.0,SAFE,y=f(x),CRAKN,HANBL
f1,f7,lat_lon,3,900.0,1200.0,SAFE,y=f(x),CRAKN,HANBL
f1,f7,lat_alt,0,0.0,300.0,SAFE,y=f(x),CRAKN,HANBL
f1,f7,lat_alt,1,300.0,600.0,SAFE,y=f(x),CRAKN,HANBL
f1,f7,lat_alt,2,600.0,900.0,SAFE,y=f(x),CRAKN,HANBL
f1,f7,lat_alt,3,900.0,1200.0,SAFE,y=f(x),CRAKN,HANBL
f1,f7,lon_alt,0,0.0,300.0,SAFE,y=f(x),CRAKN,HANBL
f1,f7,lon_alt,1,300.0,600.0,SAFE,y=f(x),CRAKN,HANBL
f1,f7,lon_alt,2,600.0,900.0,SAFE,y=f(x),CRAKN,HANBL
f1,f7,lon_alt,3,900.0,1200.0,SAFE,y=f(x),CRAKN,HANBL
f1,f8,lat_lon,0,0.0,300.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f8,lat_lon,1,300.0,600.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f8,lat_lon,2,600.0,900.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f8,lat_lon,3,900.0,1200.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f8,lat_alt,0,0.0,300.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f8,lat_alt,1,300.0,600.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f8,lat_alt,2,600.0,900.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f8,lat_alt,3,900.0,1200.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f8,lon_alt,0,0.0,300.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f8,lon_alt,1,300.0,600.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f8,lon_alt,2,600.0,900.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f8,lon_alt,3,900.0,1200.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f9,lat_lon,0,0.0,300.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f9,lat_lon,1,300.0,600.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f9,lat_lon,2,600.0,900.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f9,lat_lon,3,900.0,1200.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f9,lat_alt,0,0.0,300.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f9,lat_alt,1,300.0,600.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f9,lat_alt,2,600.0,900.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f9,lat_alt,3,900.0,1200.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f9,lon_alt,0,0.0,300.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f9,lon_alt,1,300.0,600.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f9,lon_alt,2,600.0,900.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f9,lon_alt,3,900.0,1200.0,SAFE,y=f(x),CRAKN,CRAKN
f1,f10,lat_lon,0,0.0,300.0,SAFE,y=f(x),CRAKN,HAYLL
f1,f10,lat_lon,1,300.0,600.0,SAFE,y=f(x),CRAKN,HAYLL
f1,f10,lat_lon,2,600.0,900.0,SAFE,y=f(x),CRAKN,HAYLL
f1,f10,lat_lon,3,900.0,1200.0,SAFE,y=f(x),CRAKN,HAYLL
f1,f10,lat_alt,0,0.0,300.0,SAFE,y=f(x),CRAKN,HAYLL
f1,f10,lat_alt,1,300.0,600.0,SAFE,y=f(x),CRAKN,HAYLL
f1,f10,lat_alt,2,600.0,900.0,SAFE,y=f(x),CRAKN,HAYLL
f1,f10,lat_alt,3,900.0,1200.0,SAFE,y=f(x),CRAKN,HAYLL
f1,f10,lon_alt,0,0.0,300.0,SAFE,y=f(x),CRAKN,HAYLL
f1,f10,lon_alt,1,300.0,600.0,SAFE,y=f(x),CRAKN,HAYLL
f1,f10,lon_alt,2,600.0,900.0,SAFE,y=f(x),CRAKN,HAYLL
f1,f10,lon_alt,3,900.0,1200.0,SAFE,y=f(x),CRAKN,HAYLL
f2,f3,lat_lon,0,0.0,300.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,1,300.0,600.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,2,600.0,900.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,3,900.0,1200.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,4,1200.0,1500.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,5,1500.0,1800.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,6,1800.0,2100.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,7,2100.0,2400.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,8,2400.0,2700.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,9,2700.0,3000.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,10,3000.0,3300.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,11,3300.0,3600.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,12,3600.0,3900.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,13,3900.0,4200.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,14,4200.0,4500.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,15,4500.0,4800.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,16,4800.0,5100.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,17,5100.0,5400.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,18,5400.0,5700.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,19,5700.0,6000.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,20,6000.0,6300.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,21,6300.0,6600.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,22,6600.0,6900.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,23,6900.0,7200.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,24,7200.0,7500.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,25,7500.0,7800.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,26,7800.0,8100.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,27,8100.0,8400.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,28,8400.0,8700.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,29,8700.0,9000.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,30,9000.0,9300.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,31,9300.0,9600.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,32,9600.0,9900.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,33,9900.0,10200.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,34,10200.0,10500.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,35,10500.0,10800.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,36,10800.0,11100.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,37,11100.0,11400.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,38,11400.0,11700.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,39,11700.0,12000.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,40,12000.0,12300.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,41,12300.0,12600.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,42,12600.0,12900.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,43,12900.0,13200.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,44,13200.0,13500.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,45,13500.0,13800.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_lon,46,13800.0,14100.0,SAFE,x=f(y),HANBL,HANBL
f2,f3,lat_lon,47,14100.0,14400.0,SAFE,y=f(x),HANBL,HANBL
f2,f3,lat_lon,48,14400.0,14700.0,SAFE,y=f(x),HANBL,HANBL
f2,f3,lat_lon,49,14700.0,15000.0,SAFE,x=f(y),HANBL,HANBL
f2,f3,lat_lon,50,15000.0,15300.0,SAFE,x=f(y),HANBL,HANBL
f2,f3,lat_lon,51,15300.0,15600.0,SAFE,y=f(x),HANBL,HANBL
f2,f3,lat_lon,52,15600.0,15900.0,SAFE,x=f(y),HANBL,HANBL
f2,f3,lat_alt,0,0.0,300.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,1,300.0,600.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,2,600.0,900.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,3,900.0,1200.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,4,1200.0,1500.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,5,1500.0,1800.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,6,1800.0,2100.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,7,2100.0,2400.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,8,2400.0,2700.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,9,2700.0,3000.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,10,3000.0,3300.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,11,3300.0,3600.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,12,3600.0,3900.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,13,3900.0,4200.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,14,4200.0,4500.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,15,4500.0,4800.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,16,4800.0,5100.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,17,5100.0,5400.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,18,5400.0,5700.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,19,5700.0,6000.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,20,6000.0,6300.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,21,6300.0,6600.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,22,6600.0,6900.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,23,6900.0,7200.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,24,7200.0,7500.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,25,7500.0,7800.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,26,7800.0,8100.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,27,8100.0,8400.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,28,8400.0,8700.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,29,8700.0,9000.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,30,9000.0,9300.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,31,9300.0,9600.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,32,9600.0,9900.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,33,9900.0,10200.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,34,10200.0,10500.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,35,10500.0,10800.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,36,10800.0,11100.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,37,11100.0,11400.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,38,11400.0,11700.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,39,11700.0,12000.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,40,12000.0,12300.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,41,12300.0,12600.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,42,12600.0,12900.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,43,12900.0,13200.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,44,13200.0,13500.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,45,13500.0,13800.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,46,13800.0,14100.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,47,14100.0,14400.0,SAFE,y=f(x),HANBL,HANBL
f2,f3,lat_alt,48,14400.0,14700.0,SAFE,y=f(x),HANBL,HANBL
f2,f3,lat_alt,49,14700.0,15000.0,SAFE,x=f(y),HANBL,HANBL
f2,f3,lat_alt,50,15000.0,15300.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lat_alt,51,15300.0,15600.0,SAFE,y=f(x),HANBL,HANBL
f2,f3,lat_alt,52,15600.0,15900.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,0,0.0,300.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,1,300.0,600.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,2,600.0,900.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,3,900.0,1200.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,4,1200.0,1500.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,5,1500.0,1800.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,6,1800.0,2100.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,7,2100.0,2400.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,8,2400.0,2700.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,9,2700.0,3000.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,10,3000.0,3300.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,11,3300.0,3600.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,12,3600.0,3900.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,13,3900.0,4200.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,14,4200.0,4500.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,15,4500.0,4800.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,16,4800.0,5100.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,17,5100.0,5400.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,18,5400.0,5700.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,19,5700.0,6000.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,20,6000.0,6300.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,21,6300.0,6600.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,22,6600.0,6900.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,23,6900.0,7200.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,24,7200.0,7500.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,25,7500.0,7800.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,26,7800.0,8100.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,27,8100.0,8400.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,28,8400.0,8700.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,29,8700.0,9000.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,30,9000.0,9300.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,31,9300.0,9600.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,32,9600.0,9900.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,33,9900.0,10200.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,34,10200.0,10500.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,35,10500.0,10800.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,36,10800.0,11100.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,37,11100.0,11400.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,38,11400.0,11700.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,39,11700.0,12000.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,40,12000.0,12300.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,41,12300.0,12600.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,42,12600.0,12900.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,43,12900.0,13200.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,44,13200.0,13500.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,45,13500.0,13800.0,SAFE,degenerate-point,HANBL,HANBL
f2,f3,lon_alt,46,13800.0,14100.0,SAFE,y=f(x),HANBL,HANBL
f2,f3,lon_alt,47,14100.0,14400.0,SAFE,y=f(x),HANBL,HANBL
f2,f3,lon_alt,48,14400.0,14700.0,UNSAFE,y=f(x),HANBL,HANBL
f2,f3,lon_alt,49,14700.0,15000.0,SAFE,y=f(x),HANBL,HANBL
f2,f3,lon_alt,50,15000.0,15300.0,SAFE,y=f(x),HANBL,HANBL
f2,f3,lon_alt,51,15300.0,15600.0,SAFE,y=f(x),HANBL,HANBL
f2,f3,lon_alt,52,15600.0,15900.0,SAFE,y=f(x),HANBL,HANBL
f2,f4,lat_lon,0,0.0,300.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,1,300.0,600.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,2,600.0,900.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,3,900.0,1200.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,4,1200.0,1500.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,5,1500.0,1800.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,6,1800.0,2100.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,7,2100.0,2400.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,8,2400.0,2700.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,9,2700.0,3000.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,10,3000.0,3300.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,11,3300.0,3600.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,12,3600.0,3900.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,13,3900.0,4200.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,14,4200.0,4500.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,15,4500.0,4800.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,16,4800.0,5100.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,17,5100.0,5400.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,18,5400.0,5700.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,19,5700.0,6000.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,20,6000.0,6300.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,21,6300.0,6600.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,22,6600.0,6900.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,23,6900.0,7200.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,24,7200.0,7500.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,25,7500.0,7800.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,26,7800.0,8100.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,27,8100.0,8400.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,28,8400.0,8700.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,29,8700.0,9000.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,30,9000.0,9300.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,31,9300.0,9600.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,32,9600.0,9900.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,33,9900.0,10200.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,34,10200.0,10500.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,35,10500.0,10800.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,36,10800.0,11100.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,37,11100.0,11400.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,38,11400.0,11700.0,SAFE,degenerate-point,HANBL,HANBL
f2,f4,lat_lon,39,11700.0,12000.0,SAFE,degenerate-point,HANBL,HANBL
