t,f1_lat,f1_lon,f1_alt_ft,f2_lat,f2_lon,f2_alt_ft,f3_lat,f3_lon,f3_alt_ft,f4_lat,f4_lon,f4_alt_ft,f5_lat,f5_lon,f5_alt_ft,f6_lat,f6_lon,f6_alt_ft,f7_lat,f7_lon,f7_alt_ft,f8_lat,f8_lon,f8_alt_ft,f9_lat,f9_lon,f9_alt_ft,f10_lat,f10_lon,f10_alt_ft
0,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,42.50731322223179,-86.33884182906013,35000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,42.20306,-85.53722,2700.0,41.893129528334505,-86.33518040251012,34947.761911876754,39.47195669419985,-82.13982072706742,34843.47016433779,42.51425024569307,-80.36898337590124,31380.663688417008
600,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,42.54925661111587,-85.73750000000007,25000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,42.20306,-85.53722,2700.0,41.893129528334505,-86.33518040251012,34947.761911876754,39.47195669419985,-82.13982072706742,34843.47016433779,42.51425024569307,-80.36898337590124,31380.663688417008
1200,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,42.2787,-85.0175,15000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,42.20306,-85.53722,2700.0,41.893129528334505,-86.33518040251012,34947.761911876754,39.47195669419985,-82.13982072706742,34843.47016433779,42.51425024569307,-80.36898337590124,31380.663688417008
1800,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.9662,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,42.20306,-85.53722,2700.0,42.205629528334505,-85.6745466439519,24947.761911876754,39.47195669419985,-82.13982072706742,34843.47016433779,42.51425024569307,-80.36898337590124,31380.663688417008
2400,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.9662,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,42.20306,-85.53722,2700.0,41.9662,-85.01570644269687,14947.761911876754,39.47195669419985,-82.13982072706742,34843.47016433779,42.51425024569307,-80.36898337590124,31380.663688417008
3000,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.96619999999994,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,42.20306,-85.53722,2700.0,41.9662,-84.2975,11000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.51425024569307,-80.36898337590124,31380.663688417008
3600,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.9662,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,42.20306,-85.53722,2700.0,41.9662,-84.2975,11000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.51425024569307,-80.36898337590124,31380.663688417008
4200,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.96619999999991,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,42.20306,-85.53722,2700.0,41.96619999999994,-84.2975,11000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.51425024569307,-80.36898337590124,31380.663688417008
4800,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.9662,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,42.20306,-85.53722,2700.0,41.9662,-84.2975,11000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.51425024569307,-80.36898337590124,31380.663688417008
5400,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.96619999999988,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,42.20306,-85.53722,2700.0,41.966199999999915,-84.2975,11000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.51425024569307,-80.36898337590124,31380.663688417008
6000,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.9662,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,42.20306,-85.53722,2700.0,41.9662,-84.2975,11000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.51425024569307,-80.36898337590124,31380.663688417008
6600,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.966199999999816,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,42.20306,-85.01750000000006,10000.0,41.96619999999987,-84.2975,11000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.51425024569307,-80.36898337590124,31380.663688417008
7200,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.9662,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.9662,-84.2975,11000.0,41.9662,-84.2975,11000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.51425024569307,-80.36898337590124,31380.663688417008
7800,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.966200000000356,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.96619999999996,-84.2975,11000.0,41.9662000000003,-84.2975,11000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.51425024569307,-80.36898337590124,31380.663688417008
8400,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.9662,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.9662,-84.2975,11000.0,41.9662,-84.2975,11000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.51425024569307,-80.36898337590124,31380.663688417008
9000,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.96619999999974,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.96619999999993,-84.2975,11000.0,41.96619999999981,-84.2975,11000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.51425024569307,-80.36898337590124,31380.663688417008
9600,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.9662,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.9662,-84.2975,11000.0,41.9662,-84.2975,11000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.51425024569307,-80.36898337590124,31380.663688417008
10200,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.96619999999969,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.96619999999991,-84.2975,11000.0,41.96619999999976,-84.2975,11000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.51425024569307,-80.36898337590124,31380.663688417008
10800,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.9662,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.9662,-84.2975,11000.0,41.9662,-84.2975,11000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.51425024569307,-80.36898337590124,31380.663688417008
11400,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.96619999999962,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.9661999999999,-84.2975,11000.0,41.966199999999695,-84.2975,11000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.51425024569307,-80.36898337590124,31380.663688417008
12000,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.9662,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.9662,-84.2975,11000.0,41.9662,-84.2975,11000.0,39.47195669419985,-82.2204999999999,24843.470164337792,42.51425024569307,-80.36898337590124,31380.663688417008
12600,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.96619999999955,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.96619999999984,-84.2975,11000.0,41.96620000000042,-84.2975,11000.0,41.673,-82.9405,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
13200,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.9662,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.9662,-84.2975,11000.0,41.9662,-84.2975,11000.0,41.673,-82.94049999999991,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
13800,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.966199999999446,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.96619999999985,-84.2975,11000.0,41.96619999999958,-84.2975,11000.0,41.673,-82.9405,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
14400,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.9662,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.9662,-84.2975,11000.0,41.9662,-84.2975,11000.0,41.673,-82.9404999999999,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
15000,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.96619999999941,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.96619999999983,-84.2975,11000.0,41.96619999999941,-84.2975,11000.0,41.673,-82.9405,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
15600,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.9662,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.9662,-84.2975,11000.0,41.9662,-84.2975,11000.0,41.673,-82.9404999999999,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
16200,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.96619999999938,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.96619999999971,-84.2975,11000.0,41.966199999999425,-84.2975,11000.0,41.673,-82.9405,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
16800,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.9662,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.9662,-84.2975,11000.0,41.9662,-84.2975,11000.0,41.673,-82.94049999999987,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
17400,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.96619999999942,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.96619999999961,-84.2975,11000.0,41.966199999999375,-84.2975,11000.0,41.673,-82.9405,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
18000,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.9662,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.9662,-84.2975,11000.0,41.9662,-84.2975,11000.0,41.673,-82.94049999999986,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
18600,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.9661999999993,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.966199999999525,-84.2975,11000.0,41.96619999999942,-84.2975,11000.0,41.673,-82.9405,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
19200,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.9662,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.9662,-84.2975,11000.0,41.9662,-84.2975,11000.0,41.673,-82.94049999999983,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
19800,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.96619999999931,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.9661999999994,-84.2975,11000.0,41.966199999999354,-84.2975,11000.0,41.673,-82.9405,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
20400,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.9662,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.9662,-84.2975,11000.0,41.9662,-84.2975,11000.0,41.673,-82.94049999999983,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
21000,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.96619999999912,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.96619999999936,-84.2975,11000.0,41.96619999999928,-84.2975,11000.0,41.673,-82.9405,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
21600,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.9662,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.9662,-84.2975,11000.0,41.9662,-84.2975,11000.0,41.673,-82.94050000000028,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
22200,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.96619999999873,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.96619999999941,-84.2975,11000.0,41.966199999999176,-84.2975,11000.0,41.673,-82.9405,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
22800,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.9662,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.9662,-84.2975,11000.0,41.9662,-84.2975,11000.0,41.673,-82.9405000000004,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
23400,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.96619999999861,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.96619999999948,-84.2975,11000.0,41.966199999998764,-84.2975,11000.0,41.673,-82.9405,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
24000,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.9662,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.9662,-84.2975,11000.0,41.9662,-84.2975,11000.0,41.673,-82.94050000000033,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
24600,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.96619999999846,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.96619999999964,-84.2975,11000.0,41.96619999999858,-84.2975,11000.0,41.673,-82.9405,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
25200,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.9662,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.9662,-84.2975,11000.0,41.9662,-84.2975,11000.0,41.673,-82.94049999999989,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
25800,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.96619999999841,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.966199999999624,-84.2975,11000.0,41.966199999998445,-84.2975,11000.0,41.673,-82.9405,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
26400,43.080485356324296,-80.48185539415572,30114.73089865459,43.294970114986896,-86.14858226440323,25000.0,40.505,-85.65944,29000.0,41.9662,-84.2975,11000.0,40.48917,-85.68139,29000.0,40.49556,-85.78861,35000.0,41.9662,-84.2975,11000.0,41.9662,-84.2975,11000.0,41.673,-82.94050000000014,14843.470164334716,42.51425024569307,-80.36898337590124,31380.663688417008
