t,f1_lat,f1_lon,f1_alt_ft,f2_lat,f2_lon,f2_alt_ft,f3_lat,f3_lon,f3_alt_ft,f4_lat,f4_lon,f4_alt_ft,f5_lat,f5_lon,f5_alt_ft,f6_lat,f6_lon,f6_alt_ft,f7_lat,f7_lon,f7_alt_ft,f8_lat,f8_lon,f8_alt_ft,f9_lat,f9_lon,f9_alt_ft,f10_lat,f10_lon,f10_alt_ft
0,40.505,-85.65944,29000.0,42.51425024569307,-80.36898337590124,31380.663688417008,42.514458073230294,-80.36901421220203,32995.877145676706,40.52306,-85.64,29900.0,40.67249339037035,-80.78321274725057,30000.0,42.514524242286974,-80.36902387826856,30369.913468937037,43.0607490808099,-80.47689299741971,22000.0,39.47207014201796,-82.13958143060201,35000.0,42.51465834007257,-80.36904368079536,31633.6326876871,43.233901700687525,-86.17046327956935,33000.0
600,40.505,-85.65944,29000.0,42.51425024569307,-80.36898337590124,31380.663688417008,42.514458073230294,-80.36901421220203,32995.877145676706,40.52306,-85.64,29900.0,40.67249339037035,-80.78321274725057,30000.0,42.514524242286974,-80.36902387826856,30369.913468937037,43.0607490808099,-80.47689299741971,22000.0,39.47207014201796,-82.13958143060201,35000.0,42.51465834007257,-81.08904368079536,30000.0,43.233901700687525,-86.17046327956935,33000.0
1200,40.505,-85.65944,29000.0,42.51425024569307,-80.36898337590124,31380.663688417008,42.514458073230294,-80.36901421220203,32995.877145676706,40.52306,-85.64,29900.0,40.67249339037035,-80.78321274725057,30000.0,42.514524242286974,-80.36902387826856,30369.913468937037,43.0607490808099,-80.47689299741971,22000.0,39.47207014201796,-82.13958143060201,35000.0,42.51465834007257,-81.32923592019881,20000.0,43.233901700687525,-86.17046327956935,33000.0
1800,40.505,-85.65944,29000.0,42.51425024569307,-80.36898337590124,31380.663688417008,42.514458073230294,-80.36901421220203,32995.877145676706,40.52306,-85.64,29900.0,40.67249339037035,-80.78321274725057,30000.0,42.514524242286974,-80.36902387826856,30369.913468937037,43.0607490808099,-80.47689299741971,22000.0,39.47207014201796,-82.13958143060201,35000.0,42.41650000000003,-81.8893,10000.0,43.233901700687525,-86.17046327956935,33000.0
2400,40.505,-85.65944,29000.0,42.51425024569307,-80.36898337590124,31380.663688417008,42.514458073230294,-80.36901421220203,32995.877145676706,40.52306,-85.64,29900.0,40.67249339037035,-80.78321274725057,30000.0,42.514524242286974,-80.36902387826856,30369.913468937037,43.0607490808099,-80.47689299741971,22000.0,39.47207014201796,-82.13958143060201,35000.0,42.4165,-82.6093,8000.0,43.233901700687525,-86.17046327956935,33000.0
3000,40.505,-85.65944,29000.0,42.51425024569307,-80.36898337590124,31380.663688417008,42.514458073230294,-80.36901421220203,32995.877145676706,40.52306,-85.64,29900.0,40.67249339037035,-80.78321274725057,30000.0,42.514524242286974,-80.36902387826856,30369.913468937037,43.0607490808099,-80.47689299741971,22000.0,39.47207014201796,-82.13958143060201,35000.0,42.41649999999984,-82.6093,8000.0,43.233901700687525,-86.17046327956935,33000.0
3600,40.505,-85.65944,29000.0,42.51425024569307,-80.36898337590124,31380.663688417008,42.514458073230294,-80.36901421220203,32995.877145676706,40.52306,-85.64,29900.0,40.67249339037035,-80.78321274725057,30000.0,42.514524242286974,-80.36902387826856,30369.913468937037,43.0607490808099,-80.47689299741971,22000.0,39.47207014201796,-82.13958143060201,35000.0,42.4165,-82.6093,8000.0,43.233901700687525,-86.17046327956935,33000.0
4200,40.505,-85.65944,29000.0,42.51425024569307,-80.36898337590124,31380.663688417008,42.514458073230294,-80.36901421220203,32995.877145676706,40.52306,-85.64,29900.0,40.67249339037035,-80.78321274725057,30000.0,42.514524242286974,-80.36902387826856,30369.913468937037,43.0607490808099,-80.47689299741971,22000.0,39.47207014201796,-82.13958143060201,35000.0,42.4165,-82.6093,8000.0,43.233901700687525,-86.17046327956935,33000.0
4800,40.505,-85.65944,29000.0,42.51425024569307,-80.36898337590124,31380.663688417008,42.514458073230294,-80.36901421220203,32995.877145676706,40.52306,-85.64,29900.0,40.67249339037035,-80.78321274725057,30000.0,42.514524242286974,-80.36902387826856,30369.913468937037,42.738624540404956,-81.1830964987098,20000.0,39.47207014201796,-82.13958143060201,35000.0,42.4165,-82.6093,8000.0,43.233901700687525,-86.17046327956935,33000.0
5400,40.505,-85.65944,29000.0,42.51425024569307,-80.36898337590124,31380.663688417008,42.514458073230294,-80.36901421220203,32995.877145676706,40.52306,-85.64,29900.0,40.67249339037035,-80.78321274725057,30000.0,42.514524242286974,-80.36902387826856,30369.913468937037,42.4165,-81.88929999999996,10000.0,39.47207014201796,-82.13958143060201,35000.0,42.4165,-82.60929999999985,8000.0,43.233901700687525,-86.17046327956935,33000.0
