t,f1_lat,f1_lon,f1_alt_ft,f2_lat,f2_lon,f2_alt_ft,f3_lat,f3_lon,f3_alt_ft,f4_lat,f4_lon,f4_alt_ft,f5_lat,f5_lon,f5_alt_ft,f6_lat,f6_lon,f6_alt_ft,f7_lat,f7_lon,f7_alt_ft,f8_lat,f8_lon,f8_alt_ft,f9_lat,f9_lon,f9_alt_ft,f10_lat,f10_lon,f10_alt_ft,f11_lat,f11_lon,f11_alt_ft,f12_lat,f12_lon,f12_alt_ft,f13_lat,f13_lon,f13_alt_ft,f14_lat,f14_lon,f14_alt_ft,f15_lat,f15_lon,f15_alt_ft,f16_lat,f16_lon,f16_alt_ft,f17_lat,f17_lon,f17_alt_ft,f18_lat,f18_lon,f18_alt_ft,f19_lat,f19_lon,f19_alt_ft,f20_lat,f20_lon,f20_alt_ft,f21_lat,f21_lon,f21_alt_ft,f22_lat,f22_lon,f22_alt_ft,f23_lat,f23_lon,f23_alt_ft,f24_lat,f24_lon,f24_alt_ft,f25_lat,f25_lon,f25_alt_ft,f26_lat,f26_lon,f26_alt_ft,f27_lat,f27_lon,f27_alt_ft,f28_lat,f28_lon,f28_alt_ft,f29_lat,f29_lon,f29_alt_ft,f30_lat,f30_lon,f30_alt_ft
0,39.35379799148298,-82.44882117350564,38739.13182022658,43.61209022217623,-86.00609887604638,25000.0,40.67817474259276,-80.77980736821634,34000.0,40.54183617077397,-85.84486435379898,33000.0,39.72775887326741,-81.6737038473906,32000.0,43.3119378771412,-86.14249638029663,31000.0,43.23277769933761,-86.17086549006416,33000.0,42.50205246442259,-80.36762424009582,31982.697781139683,39.47175240790911,-82.14025171480814,38615.59306899031,41.893129528334505,-86.33518040251012,34947.761911876754,40.005,-82.92861,1900.0,42.9280038324637,-86.26321046360388,23000.0,39.47200808832612,-82.1397123279792,31650.977276669342,40.4975,-85.67639,32900.0,39.45813553631476,-82.1689642014037,35000.0,42.72862658204464,-80.40075545441255,30000.0,40.694704547525234,-80.76989494206009,30000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.04520638849397,-86.3451582551995,24881.40644198433,43.23259262464273,-86.17093165012358,33000.0,42.51441205444099,-80.36900724312108,30810.162021458946,43.294970114986896,-86.14858226440323,25000.0,42.728090982247146,-80.40067582986097,30000.0,42.04399395455645,-86.34509887936117,29545.98406634572,42.09997516767139,-86.34785041384998,29000.0,42.614828747520555,-80.38386582210703,36000.0,39.99806,-84.75528,27000.0,40.67243725086847,-80.783246241747,30000.0,39.420803726041754,-82.26162697454477,33000.0,42.044236279041314,-86.34511080485642,35000.0
600,39.35379799148298,-82.44882117350564,38739.13182022658,43.61209022217623,-86.00609887604638,25000.0,40.67817474259276,-80.77980736821634,34000.0,40.54183617077397,-85.84486435379898,33000.0,39.72775887326741,-81.6737038473906,32000.0,43.3119378771412,-86.14249638029663,31000.0,43.23277769933761,-86.17086549006416,33000.0,42.50205246442259,-80.36762424009582,31982.697781139683,39.47177605499237,-82.22056659739845,28615.59306899031,41.893129528334505,-86.33518040251012,34947.761911876754,40.005,-82.92861,1900.0,42.9280038324637,-86.26321046360388,23000.0,39.47200808832612,-82.1397123279792,31650.977276669342,40.4975,-85.67639,32900.0,39.45813553631476,-82.1689642014037,35000.0,42.72862658204464,-80.40075545441255,30000.0,40.694704547525234,-80.76989494206009,30000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.04520638849397,-86.3451582551995,24881.40644198433,43.23259262464273,-86.17093165012358,33000.0,42.51441205444099,-80.36900724312108,30810.162021458946,43.294970114986896,-86.14858226440323,25000.0,42.728090982247146,-80.40067582986097,30000.0,42.04399395455645,-86.34509887936117,29545.98406634572,42.09997516767139,-86.34785041384998,29000.0,42.614828747520555,-80.38386582210703,36000.0,39.99806,-84.75528,27000.0,40.67243725086847,-80.783246241747,30000.0,39.420803726041754,-82.26162697454477,33000.0,42.044236279041314,-86.34511080485642,35000.0
1200,39.35379799148298,-82.44882117350564,38739.13182022658,43.61209022217623,-86.00609887604638,25000.0,40.67817474259276,-80.77980736821634,34000.0,40.54183617077397,-85.84486435379898,33000.0,39.72775887326741,-81.6737038473906,32000.0,43.3119378771412,-86.14249638029663,31000.0,43.23277769933761,-86.17086549006416,33000.0,42.50205246442259,-80.36762424009582,31982.697781139683,41.673,-82.9405,18615.59306899031,41.893129528334505,-86.33518040251012,34947.761911876754,40.005,-82.92861,1900.0,42.9280038324637,-86.26321046360388,23000.0,39.47200808832612,-82.1397123279792,31650.977276669342,40.4975,-85.67639,32900.0,39.45813553631476,-82.1689642014037,35000.0,42.72862658204464,-80.40075545441255,30000.0,40.694704547525234,-80.76989494206009,30000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.04520638849397,-86.3451582551995,24881.40644198433,43.23259262464273,-86.17093165012358,33000.0,42.51441205444099,-80.36900724312108,30810.162021458946,43.294970114986896,-86.14858226440323,25000.0,42.728090982247146,-80.40067582986097,30000.0,42.04399395455645,-86.34509887936117,29545.98406634572,42.09997516767139,-86.34785041384998,29000.0,42.614828747520555,-80.38386582210703,36000.0,39.99806,-84.75528,27000.0,40.67243725086847,-80.783246241747,30000.0,39.420803726041754,-82.26162697454477,33000.0,42.044236279041314,-86.34511080485642,35000.0
1800,39.35379799148298,-82.44882117350564,38739.13182022658,43.61209022217623,-86.00609887604638,25000.0,40.67817474259276,-80.77980736821634,34000.0,40.54183617077397,-85.84486435379898,33000.0,39.72775887326741,-81.6737038473906,32000.0,43.3119378771412,-86.14249638029663,31000.0,43.23277769933761,-86.17086549006416,33000.0,42.50205246442259,-80.36762424009582,31982.697781139683,41.673,-82.94050000000006,18615.59306899031,41.893129528334505,-86.33518040251012,34947.761911876754,40.005,-82.92861,1900.0,42.9280038324637,-86.26321046360388,23000.0,39.47200808832612,-82.1397123279792,31650.977276669342,40.4975,-85.67639,32900.0,39.45813553631476,-82.1689642014037,35000.0,42.72862658204464,-80.40075545441255,30000.0,40.694704547525234,-80.76989494206009,30000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.04520638849397,-86.3451582551995,24881.40644198433,43.23259262464273,-86.17093165012358,33000.0,42.51441205444099,-80.36900724312108,30810.162021458946,43.294970114986896,-86.14858226440323,25000.0,42.728090982247146,-80.40067582986097,30000.0,42.04399395455645,-86.34509887936117,29545.98406634572,42.09997516767139,-86.34785041384998,29000.0,42.614828747520555,-80.38386582210703,36000.0,39.99806,-84.75528,27000.0,40.67243725086847,-80.783246241747,30000.0,39.420803726041754,-82.26162697454477,33000.0,42.044236279041314,-86.34511080485642,35000.0
2400,39.35379799148298,-82.44882117350564,38739.13182022658,43.61209022217623,-86.00609887604638,25000.0,40.67817474259276,-80.77980736821634,34000.0,40.54183617077397,-85.84486435379898,33000.0,39.72775887326741,-81.6737038473906,32000.0,43.3119378771412,-86.14249638029663,31000.0,43.23277769933761,-86.17086549006416,33000.0,42.50205246442259,-80.36762424009582,31982.697781139683,41.673,-82.9405,18615.59306899031,41.893129528334505,-86.33518040251012,34947.761911876754,40.005,-82.92861,1900.0,42.9280038324637,-86.26321046360388,23000.0,39.47200808832612,-82.1397123279792,31650.977276669342,40.4975,-85.67639,32900.0,39.45813553631476,-82.1689642014037,35000.0,42.72862658204464,-80.40075545441255,30000.0,40.694704547525234,-80.76989494206009,30000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.04520638849397,-86.3451582551995,24881.40644198433,43.23259262464273,-86.17093165012358,33000.0,42.51441205444099,-80.36900724312108,30810.162021458946,43.294970114986896,-86.14858226440323,25000.0,42.728090982247146,-80.40067582986097,30000.0,42.04399395455645,-86.34509887936117,29545.98406634572,42.09997516767139,-86.34785041384998,29000.0,42.614828747520555,-80.38386582210703,36000.0,39.99806,-84.75528,27000.0,40.67243725086847,-80.783246241747,30000.0,39.420803726041754,-82.26162697454477,33000.0,42.044236279041314,-86.34511080485642,35000.0
3000,39.35379799148298,-82.44882117350564,38739.13182022658,43.61209022217623,-86.00609887604638,25000.0,40.67817474259276,-80.77980736821634,34000.0,40.54183617077397,-85.84486435379898,33000.0,39.72775887326741,-81.6737038473906,32000.0,43.3119378771412,-86.14249638029663,31000.0,43.23277769933761,-86.17086549006416,33000.0,42.50205246442259,-80.36762424009582,31982.697781139683,41.673,-82.9405000000001,18615.59306899031,41.893129528334505,-86.33518040251012,34947.761911876754,40.005,-82.92861,1900.0,42.9280038324637,-86.26321046360388,23000.0,39.47200808832612,-82.1397123279792,31650.977276669342,40.4975,-85.67639,32900.0,39.45813553631476,-82.1689642014037,35000.0,42.72862658204464,-80.40075545441255,30000.0,40.694704547525234,-80.76989494206009,30000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.04520638849397,-86.3451582551995,24881.40644198433,43.23259262464273,-86.17093165012358,33000.0,42.51441205444099,-80.36900724312108,30810.162021458946,43.294970114986896,-86.14858226440323,25000.0,42.728090982247146,-80.40067582986097,30000.0,42.04399395455645,-86.34509887936117,29545.98406634572,42.09997516767139,-86.34785041384998,29000.0,42.614828747520555,-80.38386582210703,36000.0,39.99806,-84.75528,27000.0,40.67243725086847,-80.783246241747,30000.0,39.420803726041754,-82.26162697454477,33000.0,42.044236279041314,-86.34511080485642,35000.0
3600,39.35379799148298,-82.44882117350564,38739.13182022658,43.61209022217623,-86.00609887604638,25000.0,40.678196163473025,-81.33456478210192,24000.0,40.54183617077397,-85.84486435379898,33000.0,39.72775887326741,-81.6737038473906,32000.0,43.3119378771412,-86.14249638029663,31000.0,43.23277769933761,-86.17086549006416,33000.0,42.50205246442259,-80.36762424009582,31982.697781139683,41.673,-82.9405,18615.59306899031,41.893129528334505,-86.33518040251012,34947.761911876754,40.005,-82.92861,1900.0,42.9280038324637,-86.26321046360388,23000.0,39.47200808832612,-82.1397123279792,31650.977276669342,40.4975,-85.67639,32900.0,39.45813553631476,-82.1689642014037,35000.0,42.72862658204464,-80.40075545441255,30000.0,40.694704547525234,-80.76989494206009,30000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.04520638849397,-86.3451582551995,24881.40644198433,43.23259262464273,-86.17093165012358,33000.0,42.51441205444099,-80.36900724312108,30810.162021458946,43.294970114986896,-86.14858226440323,25000.0,42.728090982247146,-80.40067582986097,30000.0,42.04399395455645,-86.34509887936117,29545.98406634572,42.09997516767139,-86.34785041384998,29000.0,42.614828747520555,-80.38386582210703,36000.0,39.99806,-84.75528,27000.0,40.67243725086847,-80.783246241747,30000.0,39.420803726041754,-82.26162697454477,33000.0,42.044236279041314,-86.34511080485642,35000.0
4200,39.35379799148298,-82.44882117350564,38739.13182022658,43.61209022217623,-86.00609887604638,25000.0,40.67821758435329,-81.88932219598749,14000.0,40.54183617077397,-85.84486435379898,33000.0,39.72775887326741,-81.6737038473906,32000.0,43.3119378771412,-86.14249638029663,31000.0,43.23277769933761,-86.17086549006416,33000.0,42.50205246442259,-80.36762424009582,31982.697781139683,41.673,-82.94050000000013,18615.59306899031,41.893129528334505,-86.33518040251012,34947.761911876754,40.005,-82.92861,1900.0,42.9280038324637,-86.26321046360388,23000.0,39.47200808832612,-82.1397123279792,31650.977276669342,40.4975,-85.67639,32900.0,39.45813553631476,-82.1689642014037,35000.0,42.72862658204464,-80.40075545441255,30000.0,40.694704547525234,-80.76989494206009,30000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.04520638849397,-86.3451582551995,24881.40644198433,43.23259262464273,-86.17093165012358,33000.0,42.51441205444099,-80.36900724312108,30810.162021458946,43.294970114986896,-86.14858226440323,25000.0,42.728090982247146,-80.40067582986097,30000.0,42.04399395455645,-86.34509887936117,29545.98406634572,42.09997516767139,-86.34785041384998,29000.0,42.614828747520555,-80.38386582210703,36000.0,39.99806,-84.75528,27000.0,40.67243725086847,-80.783246241747,30000.0,39.420803726041754,-82.26162697454477,33000.0,42.044236279041314,-86.34511080485642,35000.0
4800,39.35379799148298,-82.44882117350564,38739.13182022658,43.61209022217623,-86.00609887604638,25000.0,42.4165,-82.60929999999996,8000.0,40.54183617077397,-85.84486435379898,33000.0,39.72775887326741,-81.6737038473906,32000.0,43.3119378771412,-86.14249638029663,31000.0,43.23277769933761,-86.17086549006416,33000.0,42.50205246442259,-80.36762424009582,31982.697781139683,41.673,-82.9405,18615.59306899031,41.893129528334505,-86.33518040251012,34947.761911876754,40.005,-82.92861,1900.0,42.9280038324637,-86.26321046360388,23000.0,39.47200808832612,-82.1397123279792,31650.977276669342,40.4975,-85.67639,32900.0,39.45813553631476,-82.1689642014037,35000.0,42.72862658204464,-80.40075545441255,30000.0,40.694704547525234,-80.76989494206009,30000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.04520638849397,-86.3451582551995,24881.40644198433,43.23259262464273,-86.17093165012358,33000.0,42.51441205444099,-80.36900724312108,30810.162021458946,43.294970114986896,-86.14858226440323,25000.0,42.728090982247146,-80.40067582986097,30000.0,42.04399395455645,-86.34509887936117,29545.98406634572,42.09997516767139,-86.34785041384998,29000.0,42.614828747520555,-80.38386582210703,36000.0,39.99806,-84.75528,27000.0,40.67243725086847,-80.783246241747,30000.0,39.420803726041754,-82.26162697454477,33000.0,42.044236279041314,-86.34511080485642,35000.0
5400,39.35379799148298,-82.44882117350564,38739.13182022658,43.61209022217623,-86.00609887604638,25000.0,42.4165,-82.60929999999996,8000.0,40.54183617077397,-85.84486435379898,33000.0,39.72775887326741,-81.6737038473906,32000.0,43.3119378771412,-86.14249638029663,31000.0,43.23277769933761,-86.17086549006416,33000.0,42.50205246442259,-80.36762424009582,31982.697781139683,41.673,-82.94049999999986,18615.59306899031,41.893129528334505,-86.33518040251012,34947.761911876754,40.005,-82.92861,1900.0,42.9280038324637,-86.26321046360388,23000.0,39.47200808832612,-82.1397123279792,31650.977276669342,40.4975,-85.67639,32900.0,39.45813553631476,-82.1689642014037,35000.0,42.72862658204464,-80.40075545441255,30000.0,40.694704547525234,-80.76989494206009,30000.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.04520638849397,-86.3451582551995,24881.40644198433,43.23259262464273,-86.17093165012358,33000.0,42.51441205444099,-80.36900724312108,30810.162021458946,43.294970114986896,-86.14858226440323,25000.0,42.728090982247146,-80.40067582986097,30000.0,42.04399395455645,-86.34509887936117,29545.98406634572,42.09997516767139,-86.34785041384998,29000.0,42.614828747520555,-80.38386582210703,36000.0,39.99806,-84.75528,27000.0,40.67243725086847,-80.783246241747,30000.0,39.420803726041754,-82.26162697454477,33000.0,42.044236279041314,-86.34511080485642,35000.0
