t,f1_lat,f1_lon,f1_alt_ft,f2_lat,f2_lon,f2_alt_ft,f3_lat,f3_lon,f3_alt_ft,f4_lat,f4_lon,f4_alt_ft,f5_lat,f5_lon,f5_alt_ft,f6_lat,f6_lon,f6_alt_ft,f7_lat,f7_lon,f7_alt_ft,f8_lat,f8_lon,f8_alt_ft,f9_lat,f9_lon,f9_alt_ft,f10_lat,f10_lon,f10_alt_ft
0,40.36649226258391,-85.71450803175537,33000.0,43.29527155879361,-86.14847439468211,33000.0,42.728856785138944,-80.40078967584084,26000.0,40.51861,-85.65417,29500.0,39.45813553631476,-82.1689642014037,35000.0,40.01444,-84.74861,29000.0,40.86920257296341,-80.6742174694934,36000.0,43.23259262464273,-86.17093165012358,33000.0,40.49611,-85.73056,31400.0,42.09997516767139,-86.34785041384998,29000.0
600,40.36649226258391,-85.71450803175537,33000.0,43.29527155879361,-86.14847439468211,33000.0,42.728856785138944,-80.40078967584084,26000.0,40.51861,-85.65417,29500.0,39.45813553631476,-82.1689642014037,35000.0,40.01444,-84.74861,29000.0,41.18170257296341,-81.28175873474672,26000.0,43.23259262464273,-86.17093165012358,33000.0,40.49611,-85.73056,31400.0,42.09997516767139,-86.34785041384998,29000.0
1200,40.36649226258391,-85.71450803175537,33000.0,43.29527155879361,-86.14847439468211,33000.0,42.728856785138944,-80.40078967584084,26000.0,40.51861,-85.65417,29500.0,39.45813553631476,-82.1689642014037,35000.0,40.01444,-84.74861,29000.0,41.181702572963395,-81.88929999999996,16000.0,43.23259262464273,-86.17093165012358,33000.0,40.49611,-85.73056,31400.0,42.09997516767139,-86.34785041384998,29000.0
1800,40.36649226258391,-85.71450803175537,33000.0,43.29527155879361,-86.14847439468211,33000.0,42.728856785138944,-80.40078967584084,26000.0,40.51861,-85.65417,29500.0,39.45813553631476,-82.1689642014037,35000.0,40.01444,-84.74861,29000.0,42.4165,-82.60929999999996,8000.0,43.23259262464273,-86.17093165012358,33000.0,40.49611,-85.73056,31400.0,42.09997516767139,-86.34785041384998,29000.0
2400,40.36649226258391,-85.71450803175537,33000.0,43.29527155879361,-86.14847439468211,33000.0,42.728856785138944,-80.40078967584084,26000.0,40.51861,-85.65417,29500.0,39.45813553631476,-82.1689642014037,35000.0,40.01444,-84.74861,29000.0,42.4165,-82.60929999999996,8000.0,43.23259262464273,-86.17093165012358,33000.0,40.49611,-85.73056,31400.0,42.09997516767139,-86.34785041384998,29000.0
3000,40.36649226258391,-85.71450803175537,33000.0,43.29527155879361,-86.14847439468211,33000.0,42.728856785138944,-80.40078967584084,26000.0,40.51861,-85.65417,29500.0,39.45813553631476,-82.1689642014037,35000.0,40.01444,-84.74861,29000.0,42.41649999999994,-82.60929999999996,8000.0,43.23259262464273,-86.17093165012358,33000.0,40.49611,-85.73056,31400.0,42.09997516767139,-86.34785041384998,29000.0
3600,40.36649226258391,-85.71450803175537,33000.0,43.29527155879361,-86.14847439468211,33000.0,42.728856785138944,-80.40078967584084,26000.0,40.51861,-85.65417,29500.0,39.45813553631476,-82.1689642014037,35000.0,40.01444,-84.74861,29000.0,42.4165,-82.60929999999996,8000.0,43.23259262464273,-86.17093165012358,33000.0,40.49611,-85.73056,31400.0,42.09997516767139,-86.34785041384998,29000.0
4200,40.36649226258391,-85.71450803175537,33000.0,43.29527155879361,-86.14847439468211,33000.0,42.728856785138944,-80.40078967584084,26000.0,40.51861,-85.65417,29500.0,39.45813553631476,-82.1689642014037,35000.0,40.01444,-84.74861,29000.0,42.416499999999914,-82.60929999999996,8000.0,43.23259262464273,-86.17093165012358,33000.0,40.49611,-85.73056,31400.0,42.09997516767139,-86.34785041384998,29000.0
4800,40.36649226258391,-85.71450803175537,33000.0,43.29527155879361,-86.14847439468211,33000.0,42.728856785138944,-80.40078967584084,26000.0,40.51861,-85.65417,29500.0,39.45813553631476,-82.1689642014037,35000.0,40.01444,-84.74861,29000.0,42.4165,-82.60929999999996,8000.0,43.23259262464273,-86.17093165012358,33000.0,40.49611,-85.73056,31400.0,42.09997516767139,-86.34785041384998,29000.0
5400,40.36649226258391,-85.71450803175537,33000.0,43.29527155879361,-86.14847439468211,33000.0,42.728856785138944,-80.40078967584084,26000.0,40.51861,-85.65417,29500.0,39.45813553631476,-82.1689642014037,35000.0,40.01444,-84.74861,29000.0,42.41649999999989,-82.60929999999996,8000.0,43.23259262464273,-86.17093165012358,33000.0,40.49611,-85.73056,31400.0,42.09997516767139,-86.34785041384998,29000.0
