t,f1_lat,f1_lon,f1_alt_ft,f2_lat,f2_lon,f2_alt_ft,f3_lat,f3_lon,f3_alt_ft,f4_lat,f4_lon,f4_alt_ft,f5_lat,f5_lon,f5_alt_ft,f6_lat,f6_lon,f6_alt_ft,f7_lat,f7_lon,f7_alt_ft,f8_lat,f8_lon,f8_alt_ft,f9_lat,f9_lon,f9_alt_ft,f10_lat,f10_lon,f10_alt_ft,f11_lat,f11_lon,f11_alt_ft,f12_lat,f12_lon,f12_alt_ft,f13_lat,f13_lon,f13_alt_ft,f14_lat,f14_lon,f14_alt_ft,f15_lat,f15_lon,f15_alt_ft
0,39.43976528984049,-82.20842824084542,36000.0,39.63327861898183,-81.82844805346255,34000.0,40.67310261772449,-80.78284743956621,30000.0,43.08032722672895,-80.48181640487574,29842.935951242613,39.53626370841718,-82.00385253342458,35026.76183958823,42.99898987624492,-86.24541713780957,23000.0,40.4975,-85.67639,32900.0,43.080485356324296,-80.48185539415572,30114.73089865459,40.42386318225868,-85.75708858022136,30809.94008446692,42.72859175431176,-80.4007502785051,30098.356244302344,40.5125,-85.74889,29000.0,40.36649226258391,-85.71450803175537,33000.0,43.0057340050133,-86.24372532459199,25000.0,39.32131356227871,-82.56420521611844,35000.0,43.57889,-84.0075,3000.0
600,39.43976528984049,-82.20842824084542,36000.0,39.63327861898183,-81.82844805346255,34000.0,40.67310261772449,-80.78284743956621,30000.0,43.08032722672895,-80.48181640487574,29842.935951242613,39.53626370841718,-82.00385253342458,35026.76183958823,42.99898987624492,-86.24541713780957,23000.0,40.4975,-85.67639,32900.0,43.080485356324296,-80.48185539415572,30114.73089865459,40.42386318225868,-85.75708858022136,30809.94008446692,42.72859175431176,-80.4007502785051,30098.356244302344,40.5125,-85.74889,29000.0,40.36649226258391,-85.71450803175537,33000.0,43.0057340050133,-86.24372532459199,25000.0,39.32131356227871,-82.56420521611844,35000.0,41.918299999999995,-84.0217,8000.0
1200,39.43976528984049,-82.20842824084542,36000.0,39.63327861898183,-82.22050000000007,24000.0,40.67310261772449,-80.78284743956621,30000.0,43.08032722672895,-80.48181640487574,29842.935951242613,39.53626370841718,-82.00385253342458,35026.76183958823,42.99898987624492,-86.24541713780957,23000.0,40.4975,-85.67639,32900.0,43.080485356324296,-80.48185539415572,30114.73089865459,40.42386318225868,-85.75708858022136,30809.94008446692,43.04109175431177,-81.1207502785051,30000.0,40.5125,-85.74889,29000.0,40.36649226258391,-85.71450803175537,33000.0,43.0057340050133,-86.24372532459199,25000.0,39.32131356227871,-82.56420521611844,35000.0,41.9183,-84.0217,8000.0
1800,39.43976528984049,-82.20842824084542,36000.0,41.673,-82.94050000000014,14000.0,40.67310261772449,-80.78284743956621,30000.0,43.08032722672895,-80.48181640487574,29842.935951242613,39.53626370841718,-82.00385253342458,35026.76183958823,42.99898987624492,-86.24541713780957,23000.0,40.4975,-85.67639,32900.0,43.080485356324296,-80.48185539415572,30114.73089865459,40.42386318225868,-85.75708858022136,30809.94008446692,43.0415,-81.27281086260992,20000.0,40.5125,-85.74889,29000.0,40.36649226258391,-85.71450803175537,33000.0,43.0057340050133,-86.24372532459199,25000.0,39.32131356227871,-82.56420521611844,35000.0,41.9183,-84.0217,8000.0
2400,39.43976528984049,-82.20842824084542,36000.0,41.672999999999995,-82.94050000000009,14000.0,40.67310261772449,-80.78284743956621,30000.0,43.08032722672895,-80.48181640487574,29842.935951242613,39.53626370841718,-82.00385253342458,35026.76183958823,42.99898987624492,-86.24541713780957,23000.0,40.4975,-85.67639,32900.0,43.080485356324296,-80.48185539415572,30114.73089865459,40.42386318225868,-85.75708858022136,30809.94008446692,42.729,-81.88929999999995,10000.0,40.5125,-85.74889,29000.0,40.36649226258391,-85.71450803175537,33000.0,43.0057340050133,-86.24372532459199,25000.0,39.32131356227871,-82.56420521611844,35000.0,41.9183,-84.0217,8000.0
3000,39.43976528984049,-82.20842824084542,36000.0,41.673,-82.94050000000003,14000.0,40.67310261772449,-80.78284743956621,30000.0,43.08032722672895,-80.48181640487574,29842.935951242613,39.53626370841718,-82.00385253342458,35026.76183958823,42.99898987624492,-86.24541713780957,23000.0,40.4975,-85.67639,32900.0,43.080485356324296,-80.48185539415572,30114.73089865459,40.42386318225868,-85.75708858022136,30809.94008446692,42.416499999999985,-82.60929999999996,8000.0,40.5125,-85.74889,29000.0,40.36649226258391,-85.71450803175537,33000.0,43.0057340050133,-86.24372532459199,25000.0,39.32131356227871,-82.56420521611844,35000.0,41.9183,-84.0217,8000.0
3600,39.43976528984049,-82.20842824084542,36000.0,41.67299999999998,-82.94050000000009,14000.0,40.67310261772449,-80.78284743956621,30000.0,43.08032722672895,-80.48181640487574,29842.935951242613,39.53626370841718,-82.00385253342458,35026.76183958823,42.99898987624492,-86.24541713780957,23000.0,40.4975,-85.67639,32900.0,43.080485356324296,-80.48185539415572,30114.73089865459,40.42386318225868,-85.75708858022136,30809.94008446692,42.41649999999991,-82.60929999999995,8000.0,40.5125,-85.74889,29000.0,40.36649226258391,-85.71450803175537,33000.0,43.0057340050133,-86.24372532459199,25000.0,39.32131356227871,-82.56420521611844,35000.0,41.9183,-84.0217,8000.0
4200,39.43976528984049,-82.20842824084542,36000.0,41.673,-82.94050000000003,14000.0,40.67310261772449,-80.78284743956621,30000.0,43.08032722672895,-80.48181640487574,29842.935951242613,39.53626370841718,-82.00385253342458,35026.76183958823,42.99898987624492,-86.24541713780957,23000.0,40.4975,-85.67639,32900.0,43.080485356324296,-80.48185539415572,30114.73089865459,40.42386318225868,-85.75708858022136,30809.94008446692,42.416499999999985,-82.60929999999996,8000.0,40.5125,-85.74889,29000.0,40.36649226258391,-85.71450803175537,33000.0,43.0057340050133,-86.24372532459199,25000.0,39.32131356227871,-82.56420521611844,35000.0,41.9183,-84.0217,8000.0
4800,39.43976528984049,-82.20842824084542,36000.0,41.67299999999998,-82.94050000000009,14000.0,40.67310261772449,-80.78284743956621,30000.0,43.08032722672895,-80.48181640487574,29842.935951242613,39.53626370841718,-82.00385253342458,35026.76183958823,42.99898987624492,-86.24541713780957,23000.0,40.4975,-85.67639,32900.0,43.080485356324296,-80.48185539415572,30114.73089865459,40.42386318225868,-85.75708858022136,30809.94008446692,42.41649999999989,-82.60929999999993,8000.0,40.5125,-85.74889,29000.0,40.36649226258391,-85.71450803175537,33000.0,43.0057340050133,-86.24372532459199,25000.0,39.32131356227871,-82.56420521611844,35000.0,41.9183,-84.0217,8000.0
5400,39.43976528984049,-82.20842824084542,36000.0,41.673,-82.94050000000003,14000.0,40.67310261772449,-80.78284743956621,30000.0,43.08032722672895,-80.48181640487574,29842.935951242613,39.53626370841718,-82.00385253342458,35026.76183958823,42.99898987624492,-86.24541713780957,23000.0,40.4975,-85.67639,32900.0,43.080485356324296,-80.48185539415572,30114.73089865459,40.42386318225868,-85.75708858022136,30809.94008446692,42.416499999999985,-82.60929999999996,8000.0,40.5125,-85.74889,29000.0,40.36649226258391,-85.71450803175537,33000.0,43.0057340050133,-86.24372532459199,25000.0,39.32131356227871,-82.56420521611844,35000.0,41.9183,-84.0217,8000.0
