t,f1_lat,f1_lon,f1_alt_ft,f2_lat,f2_lon,f2_alt_ft,f3_lat,f3_lon,f3_alt_ft,f4_lat,f4_lon,f4_alt_ft,f5_lat,f5_lon,f5_alt_ft,f6_lat,f6_lon,f6_alt_ft,f7_lat,f7_lon,f7_alt_ft,f8_lat,f8_lon,f8_alt_ft,f9_lat,f9_lon,f9_alt_ft,f10_lat,f10_lon,f10_alt_ft,f11_lat,f11_lon,f11_alt_ft,f12_lat,f12_lon,f12_alt_ft,f13_lat,f13_lon,f13_alt_ft,f14_lat,f14_lon,f14_alt_ft,f15_lat,f15_lon,f15_alt_ft,f16_lat,f16_lon,f16_alt_ft,f17_lat,f17_lon,f17_alt_ft,f18_lat,f18_lon,f18_alt_ft,f19_lat,f19_lon,f19_alt_ft,f20_lat,f20_lon,f20_alt_ft,f21_lat,f21_lon,f21_alt_ft,f22_lat,f22_lon,f22_alt_ft,f23_lat,f23_lon,f23_alt_ft,f24_lat,f24_lon,f24_alt_ft,f25_lat,f25_lon,f25_alt_ft
0,40.69650863073345,-80.76881259892107,18000.0,43.002475359103286,-86.24454244636698,34524.356836382736,40.15281539706761,-81.17638126583903,38000.0,43.04251229690874,-80.4723095530717,22000.0,44.47611,-85.20944,12800.0,42.0441758554957,-86.34510770411295,33000.0,40.505,-85.65944,29000.0,39.32131356227871,-82.56420521611844,35000.0,43.294074706420055,-86.14890431129369,33000.0,42.95225280593826,-80.44966189445813,26000.0,44.47194,-85.16778,14600.0,43.23259262464273,-86.17093165012358,33000.0,39.4128779144852,-82.28383496039737,35000.0,40.48417,-85.64806,33000.0,43.61209022217623,-86.00609887604638,25000.0,42.514331594037344,-80.36899542944825,32926.12191871304,40.42386318225868,-85.75708858022136,30809.94008446692,43.24013978792364,-86.16823008432762,33000.0,42.96667,-80.795,26700.0,42.9280038324637,-86.26321046360388,23000.0,42.95290215287274,-80.4498223247169,20000.0,43.08009171556955,-80.48175785206433,27454.86484907332,42.87833,-85.45139,2600.0,39.39689375178773,-82.32856757995995,34042.42499284907,39.47205927101589,-82.13960435159959,33000.0
600,40.69650863073345,-80.76881259892107,18000.0,43.002475359103286,-86.24454244636698,34524.356836382736,40.15281539706761,-81.17638126583903,38000.0,43.04251229690874,-80.4723095530717,22000.0,44.418300000000215,-84.74170000000005,10000.0,42.0441758554957,-86.34510770411295,33000.0,40.505,-85.65944,29000.0,39.32131356227871,-82.56420521611844,35000.0,43.294074706420055,-86.14890431129369,33000.0,42.95225280593826,-80.44966189445813,26000.0,44.47194,-85.16778,14600.0,43.23259262464273,-86.17093165012358,33000.0,39.4128779144852,-82.28383496039737,35000.0,40.48417,-85.64806,33000.0,43.61209022217623,-86.00609887604638,25000.0,42.514331594037344,-80.36899542944825,32926.12191871304,40.42386318225868,-85.75708858022136,30809.94008446692,43.24013978792364,-86.16823008432762,33000.0,42.96667,-80.795,26700.0,42.9280038324637,-86.26321046360388,23000.0,42.95290215287274,-80.4498223247169,20000.0,43.08009171556955,-80.48175785206433,27454.86484907332,42.878155323513845,-84.7417,10000.0,39.39689375178773,-82.32856757995995,34042.42499284907,39.47205927101589,-82.13960435159959,33000.0
1200,40.69650863073345,-80.76881259892107,18000.0,43.002475359103286,-86.24454244636698,34524.356836382736,40.15281539706761,-81.17638126583903,38000.0,43.04251229690874,-80.4723095530717,22000.0,41.9183,-84.0217,8000.0,42.0441758554957,-86.34510770411295,33000.0,40.505,-85.65944,29000.0,39.32131356227871,-82.56420521611844,35000.0,43.294074706420055,-86.14890431129369,33000.0,42.95225280593826,-80.44966189445813,26000.0,44.47194,-85.16778,14600.0,43.23259262464273,-86.17093165012358,33000.0,39.4128779144852,-82.28383496039737,35000.0,40.48417,-85.64806,33000.0,43.61209022217623,-86.00609887604638,25000.0,42.514331594037344,-80.36899542944825,32926.12191871304,40.42386318225868,-85.75708858022136,30809.94008446692,43.24013978792364,-86.16823008432762,33000.0,42.96667,-80.795,26700.0,42.9280038324637,-86.26321046360388,23000.0,42.95290215287274,-80.4498223247169,20000.0,43.08009171556955,-80.48175785206433,27454.86484907332,41.9183,-84.0217,8000.0,39.39689375178773,-82.32856757995995,34042.42499284907,39.47205927101589,-82.13960435159959,33000.0
1800,40.69650863073345,-80.76881259892107,18000.0,43.002475359103286,-86.24454244636698,34524.356836382736,40.15281539706761,-81.17638126583903,38000.0,43.04251229690874,-80.4723095530717,22000.0,41.918299999999945,-84.02169999999992,8000.0,42.0441758554957,-86.34510770411295,33000.0,40.505,-85.65944,29000.0,39.32131356227871,-82.56420521611844,35000.0,43.294074706420055,-86.14890431129369,33000.0,42.95225280593826,-80.44966189445813,26000.0,44.47194,-85.16778,14600.0,43.23259262464273,-86.17093165012358,33000.0,39.4128779144852,-82.28383496039737,35000.0,40.48417,-85.64806,33000.0,43.61209022217623,-86.00609887604638,25000.0,42.514331594037344,-80.36899542944825,32926.12191871304,40.42386318225868,-85.75708858022136,30809.94008446692,43.24013978792364,-86.16823008432762,33000.0,42.96667,-80.795,26700.0,42.9280038324637,-86.26321046360388,23000.0,42.95290215287274,-80.4498223247169,20000.0,43.08009171556955,-80.48175785206433,27454.86484907332,41.91829999999997,-84.02169999999992,8000.0,39.39689375178773,-82.32856757995995,34042.42499284907,39.47205927101589,-82.13960435159959,33000.0
2400,40.69650863073345,-80.76881259892107,18000.0,43.002475359103286,-86.24454244636698,34524.356836382736,40.15281539706761,-81.17638126583903,38000.0,43.04251229690874,-80.4723095530717,22000.0,41.9183,-84.0217,8000.0,42.0441758554957,-86.34510770411295,33000.0,40.505,-85.65944,29000.0,39.32131356227871,-82.56420521611844,35000.0,43.294074706420055,-86.14890431129369,33000.0,42.95225280593826,-80.44966189445813,26000.0,44.47194,-85.16778,14600.0,43.23259262464273,-86.17093165012358,33000.0,39.4128779144852,-82.28383496039737,35000.0,40.48417,-85.64806,33000.0,43.61209022217623,-86.00609887604638,25000.0,42.514331594037344,-80.36899542944825,32926.12191871304,40.42386318225868,-85.75708858022136,30809.94008446692,43.24013978792364,-86.16823008432762,33000.0,42.96667,-80.795,26700.0,42.9280038324637,-86.26321046360388,23000.0,42.95290215287274,-80.4498223247169,20000.0,43.08009171556955,-80.48175785206433,27454.86484907332,41.9183,-84.0217,8000.0,39.39689375178773,-82.32856757995995,34042.42499284907,39.47205927101589,-82.13960435159959,33000.0
3000,40.69650863073345,-80.76881259892107,18000.0,43.002475359103286,-86.24454244636698,34524.356836382736,40.15281539706761,-81.17638126583903,38000.0,43.04251229690874,-80.4723095530717,22000.0,41.91829999999992,-84.0216999999999,8000.0,42.0441758554957,-86.34510770411295,33000.0,40.505,-85.65944,29000.0,39.32131356227871,-82.56420521611844,35000.0,43.294074706420055,-86.14890431129369,33000.0,42.95225280593826,-80.44966189445813,26000.0,44.47194,-85.16778,14600.0,43.23259262464273,-86.17093165012358,33000.0,39.4128779144852,-82.28383496039737,35000.0,40.48417,-85.64806,33000.0,43.61209022217623,-86.00609887604638,25000.0,42.514331594037344,-80.36899542944825,32926.12191871304,40.42386318225868,-85.75708858022136,30809.94008446692,43.24013978792364,-86.16823008432762,33000.0,42.96667,-80.795,26700.0,42.9280038324637,-86.26321046360388,23000.0,42.93649381359917,-81.16982232471698,20000.0,43.08009171556955,-80.48175785206433,27454.86484907332,41.91829999999994,-84.0216999999999,8000.0,39.39689375178773,-82.32856757995995,34042.42499284907,39.47205927101589,-82.13960435159959,33000.0
3600,40.69650863073345,-80.76881259892107,18000.0,43.002475359103286,-86.24454244636698,34524.356836382736,40.15281539706761,-81.17638126583903,38000.0,43.04251229690874,-80.4723095530717,22000.0,41.9183,-84.0217,8000.0,42.0441758554957,-86.34510770411295,33000.0,40.505,-85.65944,29000.0,39.32131356227871,-82.56420521611844,35000.0,43.294074706420055,-86.14890431129369,33000.0,42.95225280593826,-80.44966189445813,26000.0,44.47194,-85.16778,14600.0,43.23259262464273,-86.17093165012358,33000.0,39.4128779144852,-82.28383496039737,35000.0,40.48417,-85.64806,33000.0,43.61209022217623,-86.00609887604638,25000.0,42.514331594037344,-80.36899542944825,32926.12191871304,40.42386318225868,-85.75708858022136,30809.94008446692,43.24013978792364,-86.16823008432762,33000.0,42.96667,-80.795,26700.0,42.9280038324637,-86.26321046360388,23000.0,42.69427777777779,-81.88929999999996,10000.0,43.08009171556955,-80.48175785206433,27454.86484907332,41.9183,-84.0217,8000.0,39.39689375178773,-82.32856757995995,34042.42499284907,39.47205927101589,-82.13960435159959,33000.0
4200,40.69650863073345,-80.76881259892107,18000.0,43.002475359103286,-86.24454244636698,34524.356836382736,40.15281539706761,-81.17638126583903,38000.0,43.04251229690874,-80.4723095530717,22000.0,41.91829999999991,-84.02169999999991,8000.0,42.0441758554957,-86.34510770411295,33000.0,40.505,-85.65944,29000.0,39.32131356227871,-82.56420521611844,35000.0,43.294074706420055,-86.14890431129369,33000.0,42.95225280593826,-80.44966189445813,26000.0,44.47194,-85.16778,14600.0,43.23259262464273,-86.17093165012358,33000.0,39.4128779144852,-82.28383496039737,35000.0,40.48417,-85.64806,33000.0,43.61209022217623,-86.00609887604638,25000.0,42.514331594037344,-80.36899542944825,32926.12191871304,40.42386318225868,-85.75708858022136,30809.94008446692,43.24013978792364,-86.16823008432762,33000.0,42.96667,-80.795,26700.0,42.9280038324637,-86.26321046360388,23000.0,42.4165,-82.60929999999996,8000.0,43.08009171556955,-80.48175785206433,27454.86484907332,41.9182999999999,-84.02169999999987,8000.0,39.39689375178773,-82.32856757995995,34042.42499284907,39.47205927101589,-82.13960435159959,33000.0
4800,40.69650863073345,-80.76881259892107,18000.0,43.002475359103286,-86.24454244636698,34524.356836382736,40.15281539706761,-81.17638126583903,38000.0,43.04251229690874,-80.4723095530717,22000.0,41.9183,-84.0217,8000.0,42.0441758554957,-86.34510770411295,33000.0,40.505,-85.65944,29000.0,39.32131356227871,-82.56420521611844,35000.0,43.294074706420055,-86.14890431129369,33000.0,42.95225280593826,-80.44966189445813,26000.0,44.47194,-85.16778,14600.0,43.23259262464273,-86.17093165012358,33000.0,39.4128779144852,-82.28383496039737,35000.0,40.48417,-85.64806,33000.0,43.61209022217623,-86.00609887604638,25000.0,42.514331594037344,-80.36899542944825,32926.12191871304,40.42386318225868,-85.75708858022136,30809.94008446692,43.24013978792364,-86.16823008432762,33000.0,42.96667,-80.795,26700.0,42.9280038324637,-86.26321046360388,23000.0,42.4165,-82.60929999999996,8000.0,43.08009171556955,-80.48175785206433,27454.86484907332,41.9183,-84.0217,8000.0,39.39689375178773,-82.32856757995995,34042.42499284907,39.47205927101589,-82.13960435159959,33000.0
5400,40.69650863073345,-80.76881259892107,18000.0,43.002475359103286,-86.24454244636698,34524.356836382736,40.15281539706761,-81.17638126583903,38000.0,43.04251229690874,-80.4723095530717,22000.0,41.9182999999999,-84.0216999999999,8000.0,42.0441758554957,-86.34510770411295,33000.0,40.505,-85.65944,29000.0,39.32131356227871,-82.56420521611844,35000.0,43.294074706420055,-86.14890431129369,33000.0,42.95225280593826,-80.44966189445813,26000.0,44.47194,-85.16778,14600.0,43.23259262464273,-86.17093165012358,33000.0,39.4128779144852,-82.28383496039737,35000.0,40.48417,-85.64806,33000.0,43.61209022217623,-86.00609887604638,25000.0,42.514331594037344,-80.36899542944825,32926.12191871304,40.42386318225868,-85.75708858022136,30809.94008446692,43.24013978792364,-86.16823008432762,33000.0,42.96667,-80.795,26700.0,42.9280038324637,-86.26321046360388,23000.0,42.41649999999993,-82.60929999999996,8000.0,43.08009171556955,-80.48175785206433,27454.86484907332,41.918299999999896,-84.02169999999983,8000.0,39.39689375178773,-82.32856757995995,34042.42499284907,39.47205927101589,-82.13960435159959,33000.0
