t,f1_lat,f1_lon,f1_alt_ft,f2_lat,f2_lon,f2_alt_ft,f3_lat,f3_lon,f3_alt_ft,f4_lat,f4_lon,f4_alt_ft,f5_lat,f5_lon,f5_alt_ft,f6_lat,f6_lon,f6_alt_ft,f7_lat,f7_lon,f7_alt_ft,f8_lat,f8_lon,f8_alt_ft,f9_lat,f9_lon,f9_alt_ft,f10_lat,f10_lon,f10_alt_ft,f11_lat,f11_lon,f11_alt_ft,f12_lat,f12_lon,f12_alt_ft,f13_lat,f13_lon,f13_alt_ft,f14_lat,f14_lon,f14_alt_ft,f15_lat,f15_lon,f15_alt_ft,f16_lat,f16_lon,f16_alt_ft,f17_lat,f17_lon,f17_alt_ft,f18_lat,f18_lon,f18_alt_ft,f19_lat,f19_lon,f19_alt_ft,f20_lat,f20_lon,f20_alt_ft,f21_lat,f21_lon,f21_alt_ft,f22_lat,f22_lon,f22_alt_ft,f23_lat,f23_lon,f23_alt_ft,f24_lat,f24_lon,f24_alt_ft,f25_lat,f25_lon,f25_alt_ft,f26_lat,f26_lon,f26_alt_ft,f27_lat,f27_lon,f27_alt_ft,f28_lat,f28_lon,f28_alt_ft,f29_lat,f29_lon,f29_alt_ft,f30_lat,f30_lon,f30_alt_ft
0,39.43465366923276,-82.2227795870667,34628.41437112877,42.72862658204464,-80.40075545441255,30000.0,42.0127783381649,-86.34356447526095,27672.523975584987,42.87833,-85.45139,2600.0,40.51306,-85.68528,29000.0,43.0057340050133,-86.24372532459199,25000.0,39.98167,-84.89306,26700.0,39.408821847175155,-82.29519278464454,33000.0,40.505,-85.66833,29500.0,43.0803207356399,-80.48181461424942,28423.553857505813,43.08032722672895,-80.48181640487574,29842.935951242613,41.25726093444073,-80.5128711526116,26000.0,39.53626370841718,-82.00385253342458,35026.76183958823,43.294970114986896,-86.14858226440323,25000.0,43.32650163629873,-86.13726900471796,31000.0,40.5125,-85.74889,29000.0,42.01753191517679,-86.34380030838875,33000.0,41.994108928704314,-86.34265335310893,27543.622354059535,41.893129528334505,-86.33518040251012,34947.761911876754,43.01981591961384,-80.46660888759705,29673.76889922359,42.514331594037344,-80.36899542944825,32926.12191871304,40.682704778990576,-80.77709150428181,30000.0,39.32131356227871,-82.56420521611844,35000.0,42.99898987624492,-86.24541713780957,23000.0,39.36551787946668,-82.41616891199598,37000.0,42.51528640319841,-80.3691364074183,31897.68559093646,40.4975,-85.67639,32900.0,43.002475359103286,-86.24454244636698,34524.356836382736,42.514607664330704,-80.3690362175323,33827.06883597506,42.72780071772563,-80.4006330173043,30000.0
600,39.43465366923276,-82.2227795870667,34628.41437112877,42.72862658204464,-80.40075545441255,30000.0,42.0127783381649,-86.34356447526095,27672.523975584987,42.87833,-85.45139,2600.0,40.51306,-85.68528,29000.0,43.0057340050133,-86.24372532459199,25000.0,39.98167,-84.89306,26700.0,39.408821847175155,-82.29519278464454,33000.0,40.505,-85.66833,29500.0,43.0803207356399,-80.48181461424942,28423.553857505813,43.08032722672895,-80.48181640487574,29842.935951242613,41.25726031988325,-81.20109667738912,20000.0,39.53626370841718,-82.00385253342458,35026.76183958823,43.294970114986896,-86.14858226440323,25000.0,43.32650163629873,-86.13726900471796,31000.0,40.5125,-85.74889,29000.0,42.01753191517679,-86.34380030838875,33000.0,41.994108928704314,-86.34265335310893,27543.622354059535,41.89311893154072,-85.67632910376084,24947.761911876754,43.01981591961384,-80.46660888759705,29673.76889922359,42.514331594037344,-80.36899542944825,32926.12191871304,40.682704778990576,-80.77709150428181,30000.0,39.32131356227871,-82.56420521611844,35000.0,42.99898987624492,-86.24541713780957,23000.0,39.36551787946668,-82.41616891199598,37000.0,42.51528640319841,-80.3691364074183,31897.68559093646,40.4975,-85.67639,32900.0,43.002475359103286,-86.24454244636698,34524.356836382736,42.514607664330704,-80.3690362175323,33827.06883597506,42.72780071772563,-80.4006330173043,30000.0
1200,39.43465366923276,-82.2227795870667,34628.41437112877,42.72862658204464,-80.40075545441255,30000.0,42.0127783381649,-86.34356447526095,27672.523975584987,42.87833,-85.45139,2600.0,40.51306,-85.68528,29000.0,43.0057340050133,-86.24372532459199,25000.0,39.98167,-84.89306,26700.0,39.408821847175155,-82.29519278464454,33000.0,40.505,-85.66833,29500.0,43.0803207356399,-80.48181461424942,28423.553857505813,43.08032722672895,-80.48181640487574,29842.935951242613,41.25725970532578,-81.88932220216665,10000.0,39.53626370841718,-82.00385253342458,35026.76183958823,43.294970114986896,-86.14858226440323,25000.0,43.32650163629873,-86.13726900471796,31000.0,40.5125,-85.74889,29000.0,42.01753191517679,-86.34380030838875,33000.0,41.994108928704314,-86.34265335310893,27543.622354059535,41.89310833474693,-85.01747780501157,14947.761911876754,43.01981591961384,-80.46660888759705,29673.76889922359,42.514331594037344,-80.36899542944825,32926.12191871304,40.682704778990576,-80.77709150428181,30000.0,39.32131356227871,-82.56420521611844,35000.0,42.99898987624492,-86.24541713780957,23000.0,39.36551787946668,-82.41616891199598,37000.0,42.51528640319841,-80.3691364074183,31897.68559093646,40.4975,-85.67639,32900.0,43.002475359103286,-86.24454244636698,34524.356836382736,42.514607664330704,-80.3690362175323,33827.06883597506,42.72780071772563,-80.4006330173043,30000.0
1800,39.43465366923276,-82.2227795870667,34628.41437112877,42.72862658204464,-80.40075545441255,30000.0,42.0127783381649,-86.34356447526095,27672.523975584987,42.87833,-85.45139,2600.0,40.51306,-85.68528,29000.0,43.0057340050133,-86.24372532459199,25000.0,39.98167,-84.89306,26700.0,39.408821847175155,-82.29519278464454,33000.0,40.505,-85.66833,29500.0,43.0803207356399,-80.48181461424942,28423.553857505813,43.08032722672895,-80.48181640487574,29842.935951242613,42.4165,-82.60929999999996,8000.0,39.53626370841718,-82.00385253342458,35026.76183958823,43.294970114986896,-86.14858226440323,25000.0,43.32650163629873,-86.13726900471796,31000.0,40.5125,-85.74889,29000.0,42.01753191517679,-86.34380030838875,33000.0,41.994108928704314,-86.34265335310893,27543.622354059535,41.9662,-84.2975,11000.0,43.01981591961384,-80.46660888759705,29673.76889922359,42.514331594037344,-80.36899542944825,32926.12191871304,40.682704778990576,-80.77709150428181,30000.0,39.32131356227871,-82.56420521611844,35000.0,42.99898987624492,-86.24541713780957,23000.0,39.36551787946668,-82.41616891199598,37000.0,42.51528640319841,-80.3691364074183,31897.68559093646,40.4975,-85.67639,32900.0,43.002475359103286,-86.24454244636698,34524.356836382736,42.514607664330704,-80.3690362175323,33827.06883597506,42.72780071772563,-80.4006330173043,30000.0
2400,39.43465366923276,-82.2227795870667,34628.41437112877,42.72862658204464,-80.40075545441255,30000.0,42.0127783381649,-86.34356447526095,27672.523975584987,42.87833,-85.45139,2600.0,40.51306,-85.68528,29000.0,43.0057340050133,-86.24372532459199,25000.0,39.98167,-84.89306,26700.0,39.408821847175155,-82.29519278464454,33000.0,40.505,-85.66833,29500.0,43.0803207356399,-80.48181461424942,28423.553857505813,43.08032722672895,-80.48181640487574,29842.935951242613,42.4165,-82.60929999999996,8000.0,39.53626370841718,-82.00385253342458,35026.76183958823,43.294970114986896,-86.14858226440323,25000.0,43.32650163629873,-86.13726900471796,31000.0,40.5125,-85.74889,29000.0,42.01753191517679,-86.34380030838875,33000.0,41.994108928704314,-86.34265335310893,27543.622354059535,41.9662,-84.2975,11000.0,43.01981591961384,-80.46660888759705,29673.76889922359,42.514331594037344,-80.36899542944825,32926.12191871304,40.682704778990576,-80.77709150428181,30000.0,39.32131356227871,-82.56420521611844,35000.0,42.99898987624492,-86.24541713780957,23000.0,39.36551787946668,-82.41616891199598,37000.0,42.51528640319841,-80.3691364074183,31897.68559093646,40.4975,-85.67639,32900.0,43.002475359103286,-86.24454244636698,34524.356836382736,42.514607664330704,-80.3690362175323,33827.06883597506,42.72780071772563,-80.4006330173043,30000.0
3000,39.43465366923276,-82.2227795870667,34628.41437112877,42.72862658204464,-80.40075545441255,30000.0,42.0127783381649,-86.34356447526095,27672.523975584987,42.87833,-85.45139,2600.0,40.51306,-85.68528,29000.0,43.0057340050133,-86.24372532459199,25000.0,39.98167,-84.89306,26700.0,39.408821847175155,-82.29519278464454,33000.0,40.505,-85.66833,29500.0,43.0803207356399,-80.48181461424942,28423.553857505813,43.08032722672895,-80.48181640487574,29842.935951242613,42.41650000000007,-82.60929999999996,8000.0,39.53626370841718,-82.00385253342458,35026.76183958823,43.294970114986896,-86.14858226440323,25000.0,43.32650163629873,-86.13726900471796,31000.0,40.5125,-85.74889,29000.0,42.01753191517679,-86.34380030838875,33000.0,41.994108928704314,-86.34265335310893,27543.622354059535,41.96619999999992,-84.2975,11000.0,43.01981591961384,-80.46660888759705,29673.76889922359,42.514331594037344,-80.36899542944825,32926.12191871304,40.682704778990576,-80.77709150428181,30000.0,39.32131356227871,-82.56420521611844,35000.0,42.99898987624492,-86.24541713780957,23000.0,39.36551787946668,-82.41616891199598,37000.0,42.51528640319841,-80.3691364074183,31897.68559093646,40.4975,-85.67639,32900.0,43.002475359103286,-86.24454244636698,34524.356836382736,42.514607664330704,-80.3690362175323,33827.06883597506,42.72780071772563,-80.4006330173043,30000.0
3600,39.43465366923276,-82.2227795870667,34628.41437112877,42.72862658204464,-80.40075545441255,30000.0,42.0127783381649,-86.34356447526095,27672.523975584987,42.87833,-85.45139,2600.0,40.51306,-85.68528,29000.0,43.0057340050133,-86.24372532459199,25000.0,39.98167,-84.89306,26700.0,39.408821847175155,-82.29519278464454,33000.0,40.505,-85.66833,29500.0,43.0803207356399,-80.48181461424942,28423.553857505813,43.08032722672895,-80.48181640487574,29842.935951242613,42.4165,-82.60929999999996,8000.0,39.53626370841718,-82.00385253342458,35026.76183958823,43.294970114986896,-86.14858226440323,25000.0,43.32650163629873,-86.13726900471796,31000.0,40.5125,-85.74889,29000.0,42.01753191517679,-86.34380030838875,33000.0,41.994108928704314,-86.34265335310893,27543.622354059535,41.9662,-84.2975,11000.0,43.01981591961384,-80.46660888759705,29673.76889922359,42.514331594037344,-80.36899542944825,32926.12191871304,40.682704778990576,-80.77709150428181,30000.0,39.32131356227871,-82.56420521611844,35000.0,42.99898987624492,-86.24541713780957,23000.0,39.36551787946668,-82.41616891199598,37000.0,42.51528640319841,-80.3691364074183,31897.68559093646,40.4975,-85.67639,32900.0,43.002475359103286,-86.24454244636698,34524.356836382736,42.514607664330704,-80.3690362175323,33827.06883597506,42.72780071772563,-80.4006330173043,30000.0
4200,39.43465366923276,-82.2227795870667,34628.41437112877,42.72862658204464,-80.40075545441255,30000.0,42.0127783381649,-86.34356447526095,27672.523975584987,42.878344536357716,-84.74163379289247,10000.0,40.51306,-85.68528,29000.0,43.0057340050133,-86.24372532459199,25000.0,39.98167,-84.89306,26700.0,39.408821847175155,-82.29519278464454,33000.0,40.505,-85.66833,29500.0,43.0803207356399,-80.48181461424942,28423.553857505813,43.08032722672895,-80.48181640487574,29842.935951242613,42.41650000000009,-82.60929999999996,8000.0,39.53626370841718,-82.00385253342458,35026.76183958823,43.294970114986896,-86.14858226440323,25000.0,43.32650163629873,-86.13726900471796,31000.0,40.5125,-85.74889,29000.0,42.01753191517679,-86.34380030838875,33000.0,41.994108928704314,-86.34265335310893,27543.622354059535,41.96620000000013,-84.2975,11000.0,43.01981591961384,-80.46660888759705,29673.76889922359,42.514331594037344,-80.36899542944825,32926.12191871304,40.682704778990576,-80.77709150428181,30000.0,39.32131356227871,-82.56420521611844,35000.0,42.99898987624492,-86.24541713780957,23000.0,39.36551787946668,-82.41616891199598,37000.0,42.51528640319841,-80.3691364074183,31897.68559093646,40.4975,-85.67639,32900.0,43.002475359103286,-86.24454244636698,34524.356836382736,42.514607664330704,-80.3690362175323,33827.06883597506,42.72780071772563,-80.4006330173043,30000.0
4800,39.43465366923276,-82.2227795870667,34628.41437112877,42.72862658204464,-80.40075545441255,30000.0,42.0127783381649,-86.34356447526095,27672.523975584987,41.9183,-84.0217,8000.0,40.51306,-85.68528,29000.0,43.0057340050133,-86.24372532459199,25000.0,39.98167,-84.89306,26700.0,39.408821847175155,-82.29519278464454,33000.0,40.505,-85.66833,29500.0,43.0803207356399,-80.48181461424942,28423.553857505813,43.08032722672895,-80.48181640487574,29842.935951242613,42.4165,-82.60929999999996,8000.0,39.53626370841718,-82.00385253342458,35026.76183958823,43.294970114986896,-86.14858226440323,25000.0,43.32650163629873,-86.13726900471796,31000.0,40.5125,-85.74889,29000.0,42.01753191517679,-86.34380030838875,33000.0,41.994108928704314,-86.34265335310893,27543.622354059535,41.9662,-84.2975,11000.0,43.01981591961384,-80.46660888759705,29673.76889922359,42.514331594037344,-80.36899542944825,32926.12191871304,40.682704778990576,-80.77709150428181,30000.0,39.32131356227871,-82.56420521611844,35000.0,42.99898987624492,-86.24541713780957,23000.0,39.36551787946668,-82.41616891199598,37000.0,42.51528640319841,-80.3691364074183,31897.68559093646,40.4975,-85.67639,32900.0,43.002475359103286,-86.24454244636698,34524.356836382736,42.514607664330704,-80.3690362175323,33827.06883597506,42.72780071772563,-80.4006330173043,30000.0
5400,39.43465366923276,-82.2227795870667,34628.41437112877,42.72862658204464,-80.40075545441255,30000.0,42.0127783381649,-86.34356447526095,27672.523975584987,41.91829999999995,-84.02170000000002,8000.0,40.51306,-85.68528,29000.0,43.0057340050133,-86.24372532459199,25000.0,39.98167,-84.89306,26700.0,39.408821847175155,-82.29519278464454,33000.0,40.505,-85.66833,29500.0,43.0803207356399,-80.48181461424942,28423.553857505813,43.08032722672895,-80.48181640487574,29842.935951242613,42.41649999999991,-82.60929999999996,8000.0,39.53626370841718,-82.00385253342458,35026.76183958823,43.294970114986896,-86.14858226440323,25000.0,43.32650163629873,-86.13726900471796,31000.0,40.5125,-85.74889,29000.0,42.01753191517679,-86.34380030838875,33000.0,41.994108928704314,-86.34265335310893,27543.622354059535,41.96619999999988,-84.2975,11000.0,43.01981591961384,-80.46660888759705,29673.76889922359,42.514331594037344,-80.36899542944825,32926.12191871304,40.682704778990576,-80.77709150428181,30000.0,39.32131356227871,-82.56420521611844,35000.0,42.99898987624492,-86.24541713780957,23000.0,39.36551787946668,-82.41616891199598,37000.0,42.51528640319841,-80.3691364074183,31897.68559093646,40.4975,-85.67639,32900.0,43.002475359103286,-86.24454244636698,34524.356836382736,42.514607664330704,-80.3690362175323,33827.06883597506,42.72780071772563,-80.4006330173043,30000.0
