t,f1_lat,f1_lon,f1_alt_ft
0.0,43.09239653435184,-86.22098350157782,23000.0
60.0,43.009063201018506,-86.14898350157782,23000.0
120.0,43.009063201018506,-86.07698350157781,23000.0
180.0,42.92572986768517,-86.00498350157781,23000.0
240.0,42.92572986768517,-85.93298350157781,22904.761904761905
300.0,42.92572986768517,-85.8609835015778,22809.52380952381
360.0,42.92572986768517,-85.7889835015778,22714.285714285714
420.0,42.92572986768517,-85.7169835015778,22619.04761904762
480.0,42.88676446054624,-85.6449835015778,22523.809523809523
540.0,42.88676446054624,-85.60920380134235,22428.571428571428
600.0,42.67244149506316,-85.53720380134234,22333.333333333332
660.0,42.672441495061605,-85.46520380134234,22238.095238095237
720.0,42.672441495061605,-85.40130000000002,22142.85714285714
780.0,42.522779163196894,-85.32930000000002,22047.619047619046
840.0,42.429029163196894,-85.25730000000001,21952.380952380954
900.0,42.31678241429836,-85.18530000000001,21857.14285714286
960.0,42.25156233584577,-85.11330000000001,21761.904761904763
1020.0,42.180464036086086,-85.0413,21666.666666666668
1080.0,42.13398514807822,-84.9693,21571.428571428572
1140.0,42.13398514807822,-84.8973,21476.190476190477
1200.0,42.13398514807822,-84.8253,21380.95238095238
1260.0,42.13398514807822,-84.7533,21285.714285714286
1320.0,42.13398514807822,-84.68130000000001,21190.47619047619
1380.0,42.13398514807822,-84.6093,21095.238095238095
1440.0,42.102600016483414,-84.5373,21000.0
1500.0,42.102600016483414,-84.4653,21000.0
1560.0,42.07121488488861,-84.3933,21000.0
1620.0,42.04459606991918,-84.32130000000001,21000.0
1680.0,41.9875,-84.2493,21000.0
1740.0,41.7375,-84.1773,21000.0
1800.0,41.7375,-84.1773,21000.0
1860.0,41.7375,-84.1773,21000.0
1920.0,41.7375,-84.1773,21000.0
1980.0,41.7375,-84.1773,21000.0
2040.0,41.73749999999999,-84.17730000000002,21000.0
2100.0,41.7375,-84.1773,21000.0
