region_id,n_pixels,min_lat,max_lat,min_lon,max_lon,centroid_lat,centroid_lon,t_minutes,shift_meters
1,0,0.013957435593038522,0.013957435593038522,0.0,0.0,0.013957435593038522,0.0,5,1543.3333333333333
13,0,0.013957435593038522,0.013957435593038522,0.0,0.0,0.013957435593038522,0.0,5,1543.3333333333333
14,0,0.013957435593038522,0.013957435593038522,0.0,0.0,0.013957435593038522,0.0,5,1543.3333333333333
18,0,0.013957435593038522,0.013957435593038522,0.0,0.0,0.013957435593038522,0.0,5,1543.3333333333333
25,0,0.013957435593038522,0.013957435593038522,0.0,0.0,0.013957435593038522,0.0,5,1543.3333333333333
29,0,0.013957435593038522,0.013957435593038522,0.0,0.0,0.013957435593038522,0.0,5,1543.3333333333333
33,0,0.013957435593038522,0.013957435593038522,0.0,0.0,0.013957435593038522,0.0,5,1543.3333333333333
34,0,0.013957435593038522,0.013957435593038522,0.0,0.0,0.013957435593038522,0.0,5,1543.3333333333333
49,0,0.013957435593038522,0.013957435593038522,0.0,0.0,0.013957435593038522,0.0,5,1543.3333333333333
60,0,0.013957435593038522,0.013957435593038522,0.0,0.0,0.013957435593038522,0.0,5,1543.3333333333333
66,0,0.013957435593038522,0.013957435593038522,0.0,0.0,0.013957435593038522,0.0,5,1543.3333333333333
72,0,0.013957435593038522,0.013957435593038522,0.0,0.0,0.013957435593038522,0.0,5,1543.3333333333333
86,0,0.013957435593038522,0.013957435593038522,0.0,0.0,0.013957435593038522,0.0,5,1543.3333333333333
87,0,0.013957435593038522,0.013957435593038522,0.0,0.0,0.013957435593038522,0.0,5,1543.3333333333333
88,0,0.013957435593038522,0.013957435593038522,0.0,0.0,0.013957435593038522,0.0,5,1543.3333333333333
90,0,0.013957435593038522,0.013957435593038522,0.0,0.0,0.013957435593038522,0.0,5,1543.3333333333333
106,0,0.013957435593038522,0.013957435593038522,0.0,0.0,0.013957435593038522,0.0,5,1543.3333333333333
113,0,0.013957435593038522,0.013957435593038522,0.0,0.0,0.013957435593038522,0.0,5,1543.3333333333333
119,0,0.013957435593038522,0.013957435593038522,0.0,0.0,0.013957435593038522,0.0,5,1543.3333333333333
124,0,0.013957435593038522,0.013957435593038522,0.0,0.0,0.013957435593038522,0.0,5,1543.3333333333333
126,0,0.013957435593038522,0.013957435593038522,0.0,0.0,0.013957435593038522,0.0,5,1543.3333333333333
140,0,0.013957435593038522,0.013957435593038522,0.0,0.0,0.013957435593038522,0.0,5,1543.3333333333333
