ident,lat,lon,waypoint_class,area_code,record_type,section_code,subsection_code,airport_or_enroute,coord_raw,raw_record,line_number
CELVO,33.73961666666667,-83.72418611111111,TERMINAL_WAYPOINT,USA,SUSAP,P,C,D73,N33442262W083432707,SUSAP D73 K7CCELVO K70    W     N33442262W083432707                       W0060     NAR           CELVO                    072162504,107220
CEMAN,35.233333333333334,-82.73333333333333,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N35140000W082440000,SUSAEAENRT   CEMAN K70    W     N35140000W082440000                       W0068     NAR           CEMAN                    305242403,30529
CEMPO,33.47088611111111,-86.91685000000001,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KBHM,N33281519W086550066,SUSAP KBHMK7CCEMPO K70    C     N33281519W086550066                       W0039     NAR           CEMPO                    329262605,132930
CEMSA,32.50415,-83.4775361111111,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N32301494W083283913,SUSAEAENRT   CEMSA K70    R     N32301494W083283913                       W0061     NAR           CEMSA-MIL                305392605,30544
CENVA,32.008944444444445,-83.19568611111112,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N32003220W083114447,SUSAEAENRT   CENVA K70    C     N32003220W083114447                       W0062     NAR           CENVA                    305572605,30562
CEPAK,36.01954444444444,-83.18387777777778,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N36011036W083110196,SUSAEAENRT   CEPAK K70    W     N36011036W083110196                       W0066     NAR           CEPAK                    305602403,30565
CEPET,34.099494444444446,-86.16193055555556,TERMINAL_WAYPOINT,USA,SUSAP,P,C,20A,N34055818W086094295,SUSAP 20A K7CCEPET K70    W     N34055818W086094295                       W0045     NAR           CEPET                    853102605,85315
CERDO,32.378566666666664,-82.19767777777778,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMHP,N32224284W082115164,SUSAP KMHPK7CCERDO K70    W     N32224284W082115164                       W0069     NAR           CERDO                    561882605,256191
CEREG,35.47146388888889,-84.46681944444444,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMNV,N35281727W084280055,SUSAP KMNVK7CCEREG K70    W     N35281727W084280055                       W0057     NAR           CEREG                    618352403,261838
CERTA,34.35673055555556,-83.62665,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KJCA,N34212423W083373594,SUSAP KJCAK7CCERTA K70    W     N34212423W083373594                       W0062     NAR           CERTA                    290092605,229012
CESAG,35.500425,-86.09142777777777,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N35300153W086052914,SUSAEAENRT   CESAG K70    W     N35300153W086052914                       W0046     NAR           CESAG                    305962403,30601
CESGO,33.27083888888889,-82.18077500000001,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KAGS,N33161502W082105079,SUSAP KAGSK7CCESGO K70    W     N33161502W082105079                       W0070     NAR           CESGO                    173292605,117333
CESOR,32.60485555555556,-81.64586111111112,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KJYL,N32361748W081384510,SUSAP KJYLK7CCESOR K70    W     N32361748W081384510                       W0072     NAR           CESOR                    323212504,232324
CESVA,31.265066666666666,-85.97115833333334,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N31155424W085581617,SUSAEAENRT   CESVA K70    R     N31155424W085581617                       W0043     NAR           CESVA                    306132504,30618
CETPO,35.30569722222222,-85.05069722222223,TERMINAL_WAYPOINT,USA,SUSAP,P,C,2A0,N35182051W085030251,SUSAP 2A0 K7CCETPO K70    W     N35182051W085030251                       W0053     NAR           CETPO                    864032504,86408
CEVES,34.257397222222224,-85.43488333333333,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N34152663W085260558,SUSAEAENRT   CEVES K70    W     N34152663W085260558                       W0050     NAR           CEVES                    306442605,30649
CEVGU,33.070594444444446,-81.90079444444444,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KBXG,N33041414W081540286,SUSAP KBXGK7CCEVGU K70    W     N33041414W081540286                       W0071     NAR           CEVGU                    435922504,143596
CEVOR,31.250219444444443,-84.01129166666666,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KCXU,N31150079W084004065,SUSAP KCXUK7CCEVOR K70    W     N31150079W084004065                       W0056     NAR           CEVOR                    614292605,161433
CEWFA,33.550127777777774,-86.93309444444445,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KBHM,N33330046W086555914,SUSAP KBHMK7CCEWFA K70    W     N33330046W086555914                       W0039     NAR           CEWFA                    329272605,132931
CEYAV,30.933241666666667,-84.243575,TERMINAL_WAYPOINT,USA,SUSAP,P,C,70J,N30555967W084143687,SUSAP 70J K7CCEYAV K70    W     N30555967W084143687                       W0054     NAR           CEYAV                    998652605,99870
CEYLU,31.367525,-85.799025,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KEDN,N31220309W085475649,SUSAP KEDNK7CCEYLU K70    W     N31220309W085475649                       W0044     NAR           CEYLU                    801722504,180176
CFAAQ,32.79452222222222,-82.83319444444444,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N32474028W082495950,SUSAEAENRT   CFAAQ K70    W     N32474028W082495950                       W0065     NAR           CFAAQ(CNF)               306722605,30677
CFBCN,32.411375,-85.4404638888889,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N32244095W085262567,SUSAEAENRT   CFBCN K70    W     N32244095W085262567                       W0048     NAR           CFBCN(CNF)               306862605,30691
CFBLR,34.064225,-83.75489722222223,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N34035121W083451763,SUSAEAENRT   CFBLR K70    W     N34035121W083451763                       W0060     NAR           CFBLR(CNF)               307142403,30719
CFBNG,34.32423333333334,-83.78898888888888,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N34192724W083472036,SUSAEAENRT   CFBNG K70    W     N34192724W083472036                       W0061     NAR           CFBNG(CNF)               307192605,30724
CFBPB,32.368025,-81.60528333333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KTBR,N32220489W081361902,SUSAP KTBRK7CCFBPB K70    W     N32220489W081361902                       W0072     NAR           CFBPB(CNF)               278272504,327829
CFBWP,35.95578611111112,-85.06635833333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KCSV,N35572083W085035889,SUSAP KCSVK7CCFBWP K70    W     N35572083W085035889                       W0054     NAR           CFBWP(CNF)               576332605,157637
CFBXC,33.68932777777778,-82.91272777777779,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KCPP,N33412158W082544582,SUSAP KCPPK7CCFBXC K70    W     N33412158W082544582                       W0065     NAR           CFBXC(CNF)               552442403,155248
CFBXH,31.514844444444446,-83.31436666666666,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KFZG,N31305344W083185172,SUSAP KFZGK7CCFBXH K70    W     N31305344W083185172                       W0061     NAR           CFBXH(CNF)               970042605,197008
CFCEO,34.74536944444444,-86.82623888888888,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N34444333W086493446,SUSAEAENRT   CFCEO K70    W     N34444333W086493446                       W0041     NAR           CFCEO(CNF)               307552605,30760
CFDRP,32.392319444444446,-85.13688055555556,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KCSG,N32233235W085081277,SUSAP KCSGK7CCFDRP K70    W     N32233235W085081277                       W0050     NAR           CFDRP(CNF)               574502605,157454
CFDTJ,35.131322222222224,-85.16780833333334,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KCHA,N35075276W085100411,SUSAP KCHAK7CCFDTJ K70    W     N35075276W085100411                       W0052     NAR           CFDTJ(CNF)               478712504,147875
CFDZK,33.461594444444444,-82.04343888888889,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N33274174W082023638,SUSAEAENRT   CFDZK K70    W     N33274174W082023638                       W0071     NAR           CFDZK(CNF)               308212605,30826
CFFDH,33.66070833333333,-86.7425138888889,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KBHM,N33393855W086443305,SUSAP KBHMK7CCFFDH K70    A     N33393855W086443305                       W0040     NAR           CFFDH(CNF)               329282504,132932
CFFDJ,33.469372222222226,-86.82623333333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KBHM,N33280974W086493444,SUSAP KBHMK7CCFFDJ K70    A     N33280974W086493444                       W0040     NAR           CFFDJ(CNF)               329292605,132933
CFFDK,33.54031388888889,-86.8846,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KBHM,N33322513W086530456,SUSAP KBHMK7CCFFDK K70    A     N33322513W086530456                       W0039     NAR           CFFDK(CNF)               329302504,132934
CFFRW,33.993325,-81.36442777777778,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KCAE,N33593597W081215194,SUSAP KCAEK7CCFFRW K70    W     N33593597W081215194                       W0076     NAR           CFFRW(CNF)               445312605,144535
CFLRS,33.56450833333333,-86.93031666666667,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KBHM,N33335223W086554914,SUSAP KBHMK7CCFLRS K70    A     N33335223W086554914                       W0039     NAR           CFLRS(CNF)               329312605,132935
CFNXP,33.651983333333334,-86.69374722222223,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KBHM,N33390714W086413749,SUSAP KBHMK7CCFNXP K70    A     N33390714W086413749                       W0041     NAR           CFNXP(CNF)               329322605,132936
CFPVF,33.581986111111114,-86.63629444444445,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KBHM,N33345515W086381066,SUSAP KBHMK7CCFPVF K70    A     N33345515W086381066                       W0041     NAR           CFPVF(CNF)               329332605,132937
CFRZN,34.116752777777776,-85.7761388888889,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KGAD,N34070031W085463410,SUSAP KGADK7CCFRZN K70    W     N34070031W085463410                       W0047     NAR           CFRZN(CNF)               971662504,197170
CFVFC,32.26914444444444,-82.192375,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KVDI,N32160892W082113255,SUSAP KVDIK7CCFVFC K70    W     N32160892W082113255                       W0069     NAR           CFVFC(CNF)               393392605,339341
CFVFT,33.95706666666667,-82.98110833333334,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KAHN,N33572544W082585199,SUSAP KAHNK7CCFVFT K70    W     N33572544W082585199                       W0065     NAR           CFVFT(CNF)               176202403,117624
CFVKQ,31.75715,-86.33884444444443,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KTOI,N31452574W086201984,SUSAP KTOIK7CCFVKQ K70    W     N31452574W086201984                       W0041     NAR           CFVKQ(CNF)               318412504,331843
CFWML,35.194916666666664,-83.87221388888888,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N35114170W083521997,SUSAEAENRT   CFWML K70    W     N35114170W083521997                       W0061     NAR           CFWML(CNF)               311132605,31118
CHATT,34.152677777777775,-81.87464444444444,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N34090964W081522872,SUSAEAENRT   CHATT K70    W     N34090964W081522872                       W0073     NAR           CHATT                    311752605,31180
CHEHA,33.37499722222222,-86.19871944444445,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N33222999W086115539,SUSAEAENRT   CHEHA K70    W     N33222999W086115539                       W0044     NAR           CHEHA                    311962605,31201
CHENT,32.005922222222225,-81.96115833333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KRVJ,N32002132W081574017,SUSAP KRVJK7CCHENT K70    W     N32002132W081574017                       W0070     NAR           CHENT                    060092605,306011
CHIRP,31.899494444444443,-85.4089388888889,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N31535818W085243218,SUSAEAENRT   CHIRP K70    C   L N31535818W085243218                       W0048     NAR           CHIRP                    312352605,31240
CHKNG,34.04111666666667,-81.84409444444444,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KCLT,N34022802W081503874,SUSAP KCLTK7CCHKNG K70    W     N34022802W081503874                       W0073     NAR           CHKNG                    512742605,151278
CHOKE,35.546619444444445,-83.020675,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N35324783W083011443,SUSAEAENRT   CHOKE K70    W     N35324783W083011443                       W0067     NAR           CHOKE                    312572605,31262
CHOOK,33.93461666666666,-87.45594722222222,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N33560462W087272141,SUSAEAENRT   CHOOK K70    W   L N33560462W087272141                       W0036     NAR           CHOOK                    312622605,31267
CHOPZ,33.856725000000004,-83.68839166666667,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N33512421W083411821,SUSAEAENRT   CHOPZ K70    W   H N33512421W083411821                       W0061     NAR           CHOPZ                    312682605,31273
CHPPE,32.49828055555555,-85.73548055555555,TERMINAL_WAYPOINT,USA,SUSAP,P,C,06A,N32295381W085440773,SUSAP 06A K7CCHPPE K70    W     N32295381W085440773                       W0046     NAR           CHPPE                    791622605,79167
CHPPR,34.14383055555555,-84.96877500000001,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KATL,N34083779W084580759,SUSAP KATLK7CCHPPR K70    W     N34083779W084580759                       W0053     NAR           CHPPR                    243182605,124322
CHPPY,35.88616388888889,-86.14155000000001,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N35531019W086082958,SUSAEAENRT   CHPPY K70    W     N35531019W086082958                       W0046     NAR           CHPPY                    312752512,31280
CHPTR,34.59299444444445,-81.44567222222223,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N34353478W081264442,SUSAEAENRT   CHPTR K70    W     N34353478W081264442                       W0076     NAR           CHPTR                    312762605,31281
CHTTE,34.38836388888889,-84.8820361111111,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N34231811W084525533,SUSAEAENRT   CHTTE K70    W   L N34231811W084525533                       W0053     NAR           CHTTE                    312862403,31291
CHULA,31.50668611111111,-83.76332222222223,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KCXU,N31302407W083454796,SUSAP KCXUK7CCHULA K70    W     N31302407W083454796                       W0058     NAR           CHULA                    614302605,161434
CHUTT,32.22314166666667,-85.05177777777777,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N32132331W085030640,SUSAEAENRT   CHUTT K70    W   L N32132331W085030640                       W0050     NAR           CHUTT                    313012605,31306
CHWEE,33.200180555555555,-83.74413333333334,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KATL,N33120065W083443888,SUSAP KATLK7CCHWEE K70    W     N33120065W083443888                       W0060     NAR           CHWEE                    243192605,124323
CIBER,35.19034444444444,-83.87228333333333,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N35112524W083522022,SUSAEAENRT   CIBER K70    W     N35112524W083522022                       W0061     NAR           CIBER                    313152605,31320
CIBOG,33.53143333333333,-86.08348333333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KASN,N33315316W086050054,SUSAP KASNK7CCIBOG K70    C     N33315316W086050054                       W0045     NAR           CIBOG                    238762605,123880
CICCA,34.367736111111114,-84.41680833333334,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KJZP,N34220385W084250051,SUSAP KJZPK7CCICCA K70    W     N34220385W084250051                       W0056     NAR           CICCA                    328142403,232817
CIDIV,32.378175,-85.01680833333333,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N32224143W085010051,SUSAEAENRT   CIDIV K70    R     N32224143W085010051                       W0051     NAR           CIDIV-MIL                313362605,31341
CIGOX,32.08750555555556,-82.2547388888889,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KRVJ,N32051502W082151706,SUSAP KRVJK7CCIGOX K70    W     N32051502W082151706                       W0068     NAR           CIGOX                    060102605,306012
CIKSA,35.17955277777777,-85.320875,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KCHA,N35104639W085191515,SUSAP KCHAK7CCIKSA K70    W     N35104639W085191515                       W0051     NAR           CIKSA                    478722504,147876
CILAL,33.72448611111111,-86.7861361111111,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KBHM,N33432815W086471009,SUSAP KBHMK7CCILAL K70    W     N33432815W086471009                       W0040     NAR           CILAL                    329342605,132938
CIMTA,35.13465,-83.36866111111111,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N35080474W083220718,SUSAEAENRT   CIMTA K70    W     N35080474W083220718                       W0064     NAR           CIMTA                    313962504,31401
CINOG,32.432761111111105,-86.3963888888889,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N32255794W086234700,SUSAEAENRT   CINOG K70    R     N32255794W086234700                       W0042     NAR           CINOG-MIL                314172605,31422
CIPBA,33.06934444444445,-86.65667777777779,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N33040964W086392404,SUSAEAENRT   CIPBA K70    R   L N33040964W086392404                       W0040     NAR           CIPBA                    314292504,31434
CITGI,35.076597222222226,-85.27221388888888,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N35043575W085161997,SUSAEAENRT   CITGI K70    W     N35043575W085161997                       W0051     NAR           CITGI                    314942403,31499
CIVAK,35.86423611111111,-86.04376388888889,TERMINAL_WAYPOINT,USA,SUSAP,P,C,0A3,N35515125W086023755,SUSAP 0A3 K7CCIVAK K70    W     N35515125W086023755                       W0047     NAR           CIVAK                    803102605,80315
CIVMA,34.35406944444445,-85.97099722222222,TERMINAL_WAYPOINT,USA,SUSAP,P,C,4A9,N34211465W085581559,SUSAP 4A9 K7CCIVMA K70    W     N34211465W085581559                       W0046     NAR           CIVMA                    926932605,92698
CIXOD,35.66602222222222,-86.17990833333334,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N35395768W086104767,SUSAEAENRT   CIXOD K70    W     N35395768W086104767                       W0046     NAR           CIXOD-MIL                315312605,31536
CIXUG,35.98453055555556,-83.77722222222222,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KDKX,N35590431W083463800,SUSAP KDKXK7CCIXUG K70    W     N35590431W083463800                       W0062     NAR           CIXUG                    721202403,172124
CIXUP,34.10274722222222,-81.66101111111112,TERMINAL_WAYPOINT,USA,SUSAP,P,C,6J4,N34060989W081393964,SUSAP 6J4 K7CCIXUP K70    W     N34060989W081393964                       W0074     NAR           CIXUP                    988192605,98824
CLEVA,35.011894444444444,-82.47651111111111,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N35004282W082283544,SUSAEAENRT   CLEVA K70    R   L N35004282W082283544                       W0070     NAR           CLEVA                    315852605,31590
CLIOS,31.69288611111111,-85.6711638888889,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N31413439W085401619,SUSAEAENRT   CLIOS K70    C   L N31413439W085401619                       W0046     NAR           CLIOS                    315962605,31601
CLUBB,33.45611111111111,-82.09777777777778,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N33272200W082055200,SUSAEAENRT   CLUBB K70    W     N33272200W082055200                       W0070     NAR           CLUBB                    316202403,31625
CLYED,31.326127777777778,-85.82341111111111,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N31193406W085492428,SUSAEAENRT   CLYED K70    R     N31193406W085492428                       W0044     NAR           CLYED-MIL                316282509,31633
CMIKE,31.790277777777778,-82.94055555555556,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N31472500W082562600,SUSAEAENRT   CMIKE K70    W     N31472500W082562600                       W0063     NAR           CMIKE                    316362504,31641
CNDLR,32.60141388888889,-86.35531666666667,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KATL,N32360509W086211914,SUSAP KATLK7CCNDLR K70    W     N32360509W086211914                       W0042     NAR           CNDLR                    243202605,124324
CNMAN,35.92120555555555,-84.00804722222222,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N35551634W084002897,SUSAEAENRT   CNMAN K70    W     N35551634W084002897                       W0061     NAR           CNMAN                    316482605,31653
CNNRD,31.37494722222222,-83.09734999999999,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KDQH,N31222981W083055046,SUSAP KDQHK7CCNNRD K70    W     N31222981W083055046                       W0062     NAR           CNNRD                    735362605,173540
CNTLR,33.66837777777778,-83.5811611111111,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N33400616W083345218,SUSAEAENRT   CNTLR K70    W     N33400616W083345218                       W0061     NAR           CNTLR                    316532504,31658
COBOT,34.26195277777778,-81.96712777777778,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KGRD,N34154303W081580166,SUSAP KGRDK7CCOBOT K70    W     N34154303W081580166                       W0072     NAR           COBOT                    038542504,203857
COBTA,32.284552777777776,-82.15694444444445,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KVDI,N32170439W082092500,SUSAP KVDIK7CCOBTA K70    W     N32170439W082092500                       W0069     NAR           COBTA                    393402605,339342
CODOK,32.36638611111111,-86.35597222222222,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N32215899W086212150,SUSAEAENRT   CODOK K70    R     N32215899W086212150                       W0042     NAR           CODOK-MIL                317102605,31715
COGTO,35.39575833333333,-85.9358388888889,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KBGF,N35234473W085560902,SUSAP KBGFK7CCOGTO K70    W     N35234473W085560902                       W0047     NAR           COGTO                    325062504,132510
COHHE,34.30100833333333,-85.89331944444446,TERMINAL_WAYPOINT,USA,SUSAP,P,C,4A9,N34180363W085533595,SUSAP 4A9 K7CCOHHE K70    W     N34180363W085533595                       W0047     NAR           COHHE                    926942605,92699
COKIT,35.08369722222223,-85.18522777777778,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KCHA,N35050131W085110682,SUSAP KCHAK7CCOKIT K70    W     N35050131W085110682                       W0052     NAR           COKIT                    478732605,147877
COLAP,35.14058611111111,-87.04846111111111,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KGZS,N35082611W087025446,SUSAP KGZSK7CCOLAP K70    R     N35082611W087025446                       W0040     NAR           COLAP                    076202605,207623
COLIG,33.785691666666665,-86.74706666666667,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N33470849W086444944,SUSAEAENRT   COLIG K70    C   L N33470849W086444944                       W0040     NAR           COLIG                    317862504,31791
COLJU,32.528172222222224,-86.44664444444444,TERMINAL_WAYPOINT,USA,SUSAP,P,C,08A,N32314142W086264792,SUSAP 08A K7CCOLJU K70    W     N32314142W086264792                       W0041     NAR           COLJU                    799642504,79969
COLOB,33.520355555555554,-85.94943611111111,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KANB,N33311328W085565797,SUSAP KANBK7CCOLOB K70    W     N33311328W085565797                       W0045     NAR           COLOB                    202642504,120268
COLON,33.81748888888889,-82.16048055555557,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N33490296W082093773,SUSAEAENRT   COLON K70    W   L N33490296W082093773                       W0070     NAR           COLON                    317942403,31799
COLVN,34.77158333333333,-84.28650277777777,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KATL,N34461770W084171141,SUSAP KATLK7CCOLVN K70    W     N34461770W084171141                       W0058     NAR           COLVN                    243222605,124326
COMAR,34.909825,-85.63586111111111,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N34543537W085380910,SUSAEAENRT   COMAR K70    W   L N34543537W085380910                       W0049     NAR           COMAR                    318072605,31812
COMDY,35.893683333333335,-83.46702222222223,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KCLT,N35533726W083280128,SUSAP KCLTK7CCOMDY K70    W     N35533726W083280128                       W0064     NAR           COMDY                    512812403,151285
COMOD,32.45933333333333,-85.02892777777778,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KCSG,N32273360W085014414,SUSAP KCSGK7CCOMOD K70    W     N32273360W085014414                       W0051     NAR           COMOD                    574512605,157455
COMRE,34.02021388888889,-83.04961666666667,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N34011277W083025862,SUSAEAENRT   COMRE K70    R     N34011277W083025862                       W0065     NAR           COMRE                    318292605,31834
CONEY,31.997830555555556,-83.86179999999999,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N31595219W083514248,SUSAEAENRT   CONEY K70    W     N31595219W083514248                       W0058     NAR           CONEY                    318432605,31848
CONLY,34.05927222222222,-83.67871666666667,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N34033338W083404338,SUSAEAENRT   CONLY K70    W   L N34033338W083404338                       W0061     NAR           CONLY                    318532605,31858
CONNI,33.65453333333333,-83.816925,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KATL,N33391632W083490093,SUSAP KATLK7CCONNI K70    C     N33391632W083490093                       W0060     NAR           CONNI                    243232605,124327
CONOA,34.76046111111111,-82.76058333333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KLQK,N34453766W082453810,SUSAP KLQKK7CCONOA K70    W     N34453766W082453810                       W0068     NAR           CONOA                    444972605,244500
CONSI,35.531052777777774,-82.94684166666667,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N35315179W082564863,SUSAEAENRT   CONSI K70    W     N35315179W082564863                       W0067     NAR           CONSI                    318642509,31869
CONVO,35.01947222222222,-86.41779166666667,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N35011010W086250405,SUSAEAENRT   CONVO K70    W     N35011010W086250405                       W0044     NAR           CONVO                    318692605,31874
CORCE,34.459719444444445,-83.55294166666667,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N34273499W083331059,SUSAEAENRT   CORCE K70    C   L N34273499W083331059                       W0062     NAR           CORCE                    319212504,31926
CORES,33.83533055555556,-87.24353333333333,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N33500719W087143672,SUSAEAENRT   CORES K70    W   L N33500719W087143672                       W0037     NAR           CORES                    319322605,31937
CORPA,35.495577777777775,-84.43859444444445,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMNV,N35294408W084261894,SUSAP KMNVK7CCORPA K70    W     N35294408W084261894                       W0057     NAR           CORPA                    618362403,261839
CORSR,31.003333333333334,-83.67916666666667,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N31001200W083404500,SUSAEAENRT   CORSR K70    W     N31001200W083404500                       W0058     NAR           CORSR                    319632605,31968
CORVI,33.67591944444444,-83.22634166666667,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N33403331W083133483,SUSAEAENRT   CORVI K70    C   L N33403331W083133483                       W0063     NAR           CORVI                    319682403,31973
COSSA,32.45126388888889,-83.51520833333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,48A,N32270455W083305475,SUSAP 48A K7CCOSSA K70    W     N32270455W083305475                       W0060     NAR           COSSA                    923092504,92314
COTIN,34.76911111111111,-86.76313333333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KHSV,N34460880W086454728,SUSAP KHSVK7CCOTIN K70    C     N34460880W086454728                       W0041     NAR           COTIN                    157722605,215775
COTKI,35.20136388888889,-84.6434138888889,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMMI,N35120491W084383629,SUSAP KMMIK7CCOTKI K70    W     N35120491W084383629                       W0056     NAR           COTKI                    611102605,261113
COVID,34.64409722222222,-85.55085277777778,TERMINAL_WAYPOINT,USA,SUSAP,P,C,4A9,N34383875W085330307,SUSAP 4A9 K7CCOVID K70    W     N34383875W085330307                       W0049     NAR           COVID                    926952504,92700
COVLI,32.35137777777778,-85.99992777777778,TERMINAL_WAYPOINT,USA,SUSAP,P,C,07A,N32210496W085595974,SUSAP 07A K7CCOVLI K70    W     N32210496W085595974                       W0044     NAR           COVLI                    794722605,79477
