ident,lat,lon,waypoint_class,area_code,record_type,section_code,subsection_code,airport_or_enroute,coord_raw,raw_record,line_number
COGUK,39.85443055555556,-86.19215,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N39511595W086113174,SUSAEAENRT   COGUK K50    W     N39511595W086113174                       W0050     NAR           COGUK                    317442403,31749
COIRO,41.71588333333334,-86.20284166666667,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KSBN,N41425718W086121023,SUSAP KSBNK5CCOIRO K50    W     N41425718W086121023                       W0052     NAR           COIRO                    093712304,309373
COKPA,44.01745555555556,-88.55601388888888,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KOSH,N44010284W088332165,SUSAP KOSHK5CCOKPA K50    W     N44010284W088332165                       W0037     NAR           COKPA                    802732304,280276
COLDT,42.099294444444446,-85.73936111111111,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KAZO,N42055746W085442170,SUSAP KAZOK5CCOLDT K50    W     N42055746W085442170                       W0056     NAR           COLDT                    290102304,129014
COLEE,43.73498333333333,-85.63745,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43440594W085381482,SUSAEAENRT   COLEE K50    W   L N43440594W085381482                       W0059     NAR           COLEE                    317792201,31784
COMIK,40.304452777777776,-90.0684611111111,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N40181603W090040646,SUSAEAENRT   COMIK K50    W     N40181603W090040646                       W0022     NAR           COMIK                    318182403,31823
COMKA,40.99611111111111,-90.35424444444443,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N40594600W090211528,SUSAEAENRT   COMKA K50    W     N40594600W090211528                       W0021     NAR           COMKA                    318212605,31826
COMRR,43.260955555555554,-90.33033888888889,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43153944W090194922,SUSAEAENRT   COMRR K50    W     N43153944W090194922                       W0023     NAR           COMRR                    318302605,31835
COMRU,43.00967222222222,-89.41429166666667,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43003482W089245145,SUSAEAENRT   COMRU K50    W     N43003482W089245145                       W0029     NAR           COMRU                    318312304,31836
COMTS,44.55231944444444,-88.72060555555555,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KPCZ,N44330835W088431418,SUSAP KPCZK5CCOMTS K50    W     N44330835W088431418                       W0036     NAR           COMTS                    841282201,284131
CONAT,42.173963888888885,-90.27752777777778,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KSFY,N42102627W090163910,SUSAP KSFYK5CCONAT K30    W     N42102627W090163910                       W0022     NAR           CONAT                    143532403,314355
CONAX,43.8284,-87.95328611111111,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KSBM,N43494224W087571183,SUSAP KSBMK5CCONAX K50    W     N43494224W087571183                       W0042     NAR           CONAX                    093072605,309309
CONLL,43.160127777777774,-89.38990000000001,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43093646W089232364,SUSAEAENRT   CONLL K50    W     N43093646W089232364                       W0030     NAR           CONLL                    318522605,31857
CONOX,39.70319722222222,-89.43304444444445,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KSPI,N39421151W089255896,SUSAP KSPIK5CCONOX K50    W     N39421151W089255896                       W0026     NAR           CONOX                    216822403,321684
CONUM,40.112175,-86.75436111111111,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KCFJ,N40064383W086451570,SUSAP KCFJK5CCONUM K50    W     N40064383W086451570                       W0046     NAR           CONUM                    467252403,146729
COOKS,40.545230555555555,-88.76515833333333,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N40324283W088455457,SUSAEAENRT   COOKS K50    W     N40324283W088455457                       W0032     NAR           COOKS                    318782504,31883
COPLE,41.80965555555555,-89.70845555555556,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N41483476W089423044,SUSAEAENRT   COPLE K50    W     N41483476W089423044                       W0026     NAR           COPLE                    319052403,31910
COPTR,41.14344444444444,-85.0876111111111,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N41083640W085051540,SUSAEAENRT   COPTR K50    W     N41083640W085051540                       W0059     NAR           COPTR                    319152201,31920
COPTU,41.33366388888889,-88.41651944444445,TERMINAL_WAYPOINT,USA,SUSAP,P,C,C09,N41200119W088245947,SUSAP C09 K5CCOPTU K50    W     N41200119W088245947                       W0035     NAR           COPTU                    056302403,105634
CORIR,43.467352777777776,-88.3923638888889,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43280247W088233251,SUSAEAENRT   CORIR K50    C   L N43280247W088233251                       W0038     NAR           CORIR                    319402605,31945
CORUN,42.21134166666667,-86.40877222222223,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N42124083W086243158,SUSAEAENRT   CORUN K50    W     N42124083W086243158                       W0051     NAR           CORUN                    319662304,31971
COSIG,41.66993055555555,-86.1467138888889,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N41401175W086084817,SUSAEAENRT   COSIG K50    W     N41401175W086084817                       W0052     NAR           COSIG                    319822304,31987
COSMA,40.40614722222222,-87.44433333333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KDNV,N40242213W087263960,SUSAP KDNVK5CCOSMA K50    C     N40242213W087263960                       W0042     NAR           COSMA                    730862605,173090
COSMI,39.69741388888889,-87.78572222222222,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KPRG,N39415069W087470860,SUSAP KPRGK5CCOSMI K50    W     N39415069W087470860                       W0038     NAR           COSMI                    923602403,292363
COSPU,44.22015277777778,-88.36543888888889,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N44131255W088215558,SUSAEAENRT   COSPU K50    W     N44131255W088215558                       W0039     NAR           COSPU                    319872403,31992
COSRI,39.77699444444444,-86.44550555555556,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KIND,N39463718W086264382,SUSAP KINDK5CCOSRI K50    W     N39463718W086264382                       W0048     NAR           COSRI                    242562403,224259
COSRO,43.87423888888889,-89.72759166666667,TERMINAL_WAYPOINT,USA,SUSAP,P,C,63C,N43522726W089433933,SUSAP 63C K5CCOSRO K50    W     N43522726W089433933                       W0028     NAR           COSRO                    977942403,97799
COTON,42.31991666666667,-89.31222777777778,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N42191170W089184402,SUSAEAENRT   COTON K50    R   H N42191170W089184402                       W0030     NAR           COTON                    320072605,32012
COVAV,42.02873888888889,-85.50711666666666,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KAZO,N42014346W085302562,SUSAP KAZOK5CCOVAV K50    W     N42014346W085302562                       W0057     NAR           COVAV                    290112201,129015
COVKA,41.757105555555555,-89.61832777777776,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KSQI,N41452558W089370598,SUSAP KSQIK5CCOVKA K50    C     N41452558W089370598                       W0027     NAR           COVKA                    220322605,322034
COVNI,43.30480277777777,-87.91135555555556,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KETB,N43181729W087544088,SUSAP KETBK5CCOVNI K50    W     N43181729W087544088                       W0041     NAR           COVNI                    848012304,184805
COVPU,39.69202222222222,-86.23359444444445,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N39413128W086140094,SUSAEAENRT   COVPU K50    W     N39413128W086140094                       W0050     NAR           COVPU                    320402605,32045
COXUK,41.15125277777778,-86.1074861111111,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KASW,N41090451W086062695,SUSAP KASWK5CCOXUK K50    W     N41090451W086062695                       W0052     NAR           COXUK                    240432403,124047
COYAP,41.22414722222222,-87.68897222222222,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N41132693W087412030,SUSAEAENRT   COYAP K50    W   L N41132693W087412030                       W0041     NAR           COYAP                    320632605,32068
COYAR,41.310275,-89.152675,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KVYS,N41183699W089090963,SUSAP KVYSK5CCOYAR K50    W     N41183699W089090963                       W0030     NAR           COYAR                    419882605,341990
COYLE,39.84657777777778,-86.28426944444445,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KIND,N39504768W086170337,SUSAP KINDK5CCOYLE K50    W     N39504768W086170337                       W0049     NAR           COYLE                    242572403,224260
COZRT,39.85861111111111,-86.23675555555556,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KIND,N39513100W086141232,SUSAP KINDK5CCOZRT K50    W     N39513100W086141232                       W0050     NAR           COZRT                    242582605,224261
CPONE,41.5252,-86.03030555555556,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N41313072W086014910,SUSAEAENRT   CPONE K50    W     N41313072W086014910                       W0053     NAR           CPONE                    320742504,32079
CPTNN,42.00879722222222,-89.16101666666667,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N42003167W089093966,SUSAEAENRT   CPTNN K50    W     N42003167W089093966                       W0030     NAR           CPTNN                    320772304,32082
CPTON,41.114325,-89.19970277777779,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N41065157W089115893,SUSAEAENRT   CPTON K50    W   L N41065157W089115893                       W0029     NAR           CPTON                    320782403,32083
CRAKE,39.82571388888889,-86.40040555555557,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KTYQ,N39493257W086240146,SUSAP KTYQK5CCRAKE K50    W     N39493257W086240146                       W0048     NAR           CRAKE                    359052310,335907
CRCLE,39.78424722222222,-86.20871111111111,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KIND,N39470329W086123136,SUSAP KINDK5CCRCLE K50    W     N39470329W086123136                       W0050     NAR           CRCLE                    242592605,224262
CRETE,40.776519444444446,-85.39402777777778,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N40463547W085233850,SUSAEAENRT   CRETE K50    R   L N40463547W085233850                       W0057     NAR           CRETE                    321212605,32126
CRILO,40.024652777777774,-86.30906666666667,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KUMP,N40012875W086183264,SUSAP KUMPK5CCRILO K50    W     N40012875W086183264                       W0049     NAR           CRILO                    377732304,337775
CRSIN,40.84556388888889,-89.02065555555555,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N40504403W089011436,SUSAEAENRT   CRSIN K50    W   L N40504403W089011436                       W0030     NAR           CRSIN                    321852403,32190
CRYME,39.81405833333333,-86.36555,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N39485061W086215598,SUSAEAENRT   CRYME K50    W     N39485061W086215598                       W0049     NAR           CRYME                    322032605,32208
CRYTA,41.091875,-86.49324166666666,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KRWN,N41053075W086293567,SUSAP KRWNK5CCRYTA K50    W     N41053075W086293567                       W0049     NAR           CRYTA                    063532304,306355
CSTLO,43.18065555555555,-85.37574166666666,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KORD,N43105036W085223267,SUSAP KORDK5CCSTLO K50    W     N43105036W085223267                       W0060     NAR           CSTLO                    774882201,277491
CUBAT,40.221111111111114,-86.47472222222223,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N40131600W086282900,SUSAEAENRT   CUBAT K50    C     N40131600W086282900                       W0048     NAR           CUBAT                    322182304,32223
CUBOR,41.89210277777778,-86.13813611111112,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KEKM,N41533157W086081729,SUSAP KEKMK5CCUBOR K50    W     N41533157W086081729                       W0053     NAR           CUBOR                    816622605,181666
CUCAD,40.25720833333333,-86.07957222222223,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KTYQ,N40152595W086044646,SUSAP KTYQK5CCUCAD K50    W     N40152595W086044646                       W0051     NAR           CUCAD                    359062403,335908
CUCTA,40.762230555555554,-85.67712222222222,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KIWH,N40454403W085403764,SUSAP KIWHK5CCUCTA K50    W     N40454403W085403764                       W0055     NAR           CUCTA                    270852605,227088
CUCZI,41.524258333333336,-85.90347777777778,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KGSH,N41312733W085541252,SUSAP KGSHK5CCUCZI K50    W     N41312733W085541252                       W0054     NAR           CUCZI                    044062506,204409
CUDAN,39.53304722222222,-87.558375,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KHUF,N39315897W087333015,SUSAP KHUFK5CCUDAN K50    W     N39315897W087333015                       W0040     NAR           CUDAN                    161152605,216118
CUDMA,42.00284166666667,-90.19824722222222,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KCWI,N42001023W090115369,SUSAP KCWIK3CCUDMA K30    W     N42001023W090115369                       W0023     NAR           CUDMA                    607672605,160771
CUDRU,41.149522222222224,-85.90255,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N41085828W085540918,SUSAEAENRT   CUDRU K50    W     N41085828W085540918                       W0054     NAR           CUDRU                    322522605,32257
CUDUP,42.15318611111111,-89.22856111111112,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KRFD,N42091147W089134282,SUSAP KRFDK5CCUDUP K50    C     N42091147W089134282                       W0030     NAR           CUDUP                    001112403,300113
CUJBA,40.9801,-87.18162777777778,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KRZL,N40584836W087105386,SUSAP KRZLK5CCUJBA K50    W     N40584836W087105386                       W0044     NAR           CUJBA                    068312403,306833
CUKEP,41.093580555555555,-85.06944722222222,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KSMD,N41053689W085041001,SUSAP KSMDK5CCUKEP K50    W     N41053689W085041001                       W0059     NAR           CUKEP                    186452201,318647
CUKON,43.437219444444445,-89.9833,TERMINAL_WAYPOINT,USA,SUSAP,P,C,C35,N43261399W089585988,SUSAP C35 K5CCUKON K50    W     N43261399W089585988                       W0026     NAR           CUKON                    059262605,105930
CUKRA,42.99460555555556,-89.34812222222222,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMSN,N42594058W089205324,SUSAP KMSNK5CCUKRA K50    R     N42594058W089205324                       W0030     NAR           CUKRA                    639692403,263972
CULEK,43.06759166666667,-87.69066666666667,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMKE,N43040333W087412640,SUSAP KMKEK5CCULEK K50    W     N43040333W087412640                       W0043     NAR           CULEK                    592212605,259224
CULMO,42.465336111111114,-89.22480833333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KJVL,N42275521W089132931,SUSAP KJVLK5CCULMO K50    W     N42275521W089132931                       W0030     NAR           CULMO                    311662304,231169
CUMLA,40.68620833333333,-85.77444444444444,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N40411035W085462800,SUSAEAENRT   CUMLA K50    W     N40411035W085462800                       W0054     NAR           CUMLA                    323122403,32317
CUPEM,40.29568333333333,-86.7923611111111,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N40174446W086473250,SUSAEAENRT   CUPEM K50    W     N40174446W086473250                       W0046     NAR           CUPEM                    323322403,32337
CUPIE,41.5274,-85.56624166666667,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N41313864W085335847,SUSAEAENRT   CUPIE K50    W     N41313864W085335847                       W0056     NAR           CUPIE                    323392201,32344
CUPSA,44.271683333333335,-86.19209722222223,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMBL,N44161806W086113155,SUSAP KMBLK5CCUPSA K50    W     N44161806W086113155                       W0055     NAR           CUPSA                    485652504,248568
CUPTU,40.98298888888889,-87.80419444444445,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KIKK,N40585876W087481510,SUSAP KIKKK5CCUPTU K50    W     N40585876W087481510                       W0040     NAR           CUPTU                    232732605,223276
CUREG,39.67703888888889,-86.11354999999999,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KIND,N39403734W086064878,SUSAP KINDK5CCUREG K50    W     N39403734W086064878                       W0050     NAR           CUREG                    242602304,224263
CURGU,39.714063888888894,-86.47547222222222,TERMINAL_WAYPOINT,USA,SUSAP,P,C,2R2,N39425063W086283170,SUSAP 2R2 K5CCURGU K50    W     N39425063W086283170                       W0048     NAR           CURGU                    876712605,87676
CURRA,43.44648055555555,-89.46549722222223,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43264733W089275579,SUSAEAENRT   CURRA K50    W     N43264733W089275579                       W0030     NAR           CURRA                    323762605,32381
CURTT,41.584805555555555,-91.44281111111111,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KIOW,N41350530W091263412,SUSAP KIOWK3CCURTT K30    W     N41350530W091263412                       W0013     NAR           CURTT                    253702605,225373
CUSIT,43.192077777777776,-87.848925,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMKE,N43113148W087505613,SUSAP KMKEK5CCUSIT K50    W     N43113148W087505613                       W0042     NAR           CUSIT                    592222605,259225
CUTMO,42.835725000000004,-87.91379444444445,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMKE,N42500861W087544966,SUSAP KMKEK5CCUTMO K50    C     N42500861W087544966                       W0041     NAR           CUTMO                    592232605,259226
CUTTS,44.339000000000006,-89.16537222222223,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KPCZ,N44202040W089095534,SUSAP KPCZK5CCUTTS K50    W     N44202040W089095534                       W0033     NAR           CUTTS                    841292403,284132
CUTTY,43.08763888888889,-84.71375555555557,TERMINAL_WAYPOINT,USA,SUSAP,P,C,4D0,N43051550W084424952,SUSAP 4D0 K5CCUTTY K50    W     N43051550W084424952                       W0065     NAR           CUTTY                    929502304,92955
CUTUD,40.556327777777774,-86.09273888888889,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KOKK,N40332278W086053386,SUSAP KOKKK5CCUTUD K50    W     N40332278W086053386                       W0051     NAR           CUTUD                    736362304,273639
CUUPP,42.43790555555555,-89.12150555555554,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KORD,N42261646W089071742,SUSAP KORDK5CCUUPP K50    W     N42261646W089071742                       W0031     NAR           CUUPP                    774892403,277492
CUVBO,40.13994722222222,-85.5345,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N40082381W085320420,SUSAEAENRT   CUVBO K50    W     N40082381W085320420                       W0055     NAR           CUVBO                    324402403,32445
CUVKI,40.89413888888889,-90.46241666666667,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KGBG,N40533890W090274470,SUSAP KGBGK5CCUVKI K50    C     N40533890W090274470                       W0020     NAR           CUVKI                    975882605,197592
CUVOS,39.47660277777778,-87.27286388888889,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KHUF,N39283577W087162231,SUSAP KHUFK5CCUVOS K50    W     N39283577W087162231                       W0042     NAR           CUVOS                    161162605,216119
CUVUN,43.855725,-87.76861666666666,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KSBM,N43512061W087460702,SUSAP KSBMK5CCUVUN K50    C     N43512061W087460702                       W0043     NAR           CUVUN                    093082304,309310
CUXEB,42.968355555555554,-87.79734444444445,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N42580608W087475044,SUSAEAENRT   CUXEB K50    W     N42580608W087475044                       W0042     NAR           CUXEB                    324532605,32458
CUXUL,41.444827777777775,-90.38712500000001,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N41264138W090231365,SUSAEAENRT   CUXUL K50    W     N41264138W090231365                       W0021     NAR           CUXUL                    324582605,32463
CUYAM,41.46514444444445,-86.14907222222223,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N41275452W086085666,SUSAEAENRT   CUYAM K50    W     N41275452W086085666                       W0052     NAR           CUYAM                    324622304,32467
CYBIL,40.31666666666667,-87.86444444444444,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N40190000W087515200,SUSAEAENRT   CYBIL K50    W     N40190000W087515200                       W0038     NAR           CYBIL                    324762403,32481
CYNDI,43.63726111111111,-87.81832777777777,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43381414W087490598,SUSAEAENRT   CYNDI K50    W     N43381414W087490598                       W0042     NAR           CYNDI                    324812304,32486
DAANE,42.95378055555556,-88.33153333333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,57C,N42571361W088195352,SUSAP 57C K5CDAANE K50    R     N42571361W088195352                       W0038     NAR           DAANE                    957992605,95804
DABDE,41.27641666666666,-85.56977777777777,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KASW,N41163510W085341120,SUSAP KASWK5CDABDE K50    C     N41163510W085341120                       W0056     NAR           DABDE                    240442304,124048
DABJU,43.19843611111111,-86.27327222222222,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43115437W086162378,SUSAEAENRT   DABJU K50    R   H N43115437W086162378                       W0053     NAR           DABJU                    325022102,32507
DABOZ,40.66384166666666,-88.50209722222222,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N40394983W088300755,SUSAEAENRT   DABOZ K50    W     N40394983W088300755                       W0034     NAR           DABOZ                    325042403,32509
DABYA,40.92529722222222,-85.11296388888888,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KFWA,N40553107W085064667,SUSAP KFWAK5CDABYA K50    W     N40553107W085064667                       W0059     NAR           DABYA                    954302403,195434
DACAC,41.51336388888889,-86.066,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KEKM,N41304811W086035760,SUSAP KEKMK5CDACAC K50    W     N41304811W086035760                       W0053     NAR           DACAC                    816632403,181667
DACEK,42.70832222222222,-88.78262777777778,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KJVL,N42422996W088465746,SUSAP KJVLK5CDACEK K50    W     N42422996W088465746                       W0034     NAR           DACEK                    311672403,231170
DADFY,43.17083611111111,-85.56533333333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,8D4,N43101501W085335520,SUSAP 8D4 K5CDADFY K50    W     N43101501W085335520                       W0059     NAR           DADFY                    026682605,102672
DAFKE,41.37623333333333,-84.5400361111111,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KDFI,N41223444W084322413,SUSAP KDFIK5CDAFKE K50    W     N41223444W084322413                       W0064     NAR           DAFKE                    690002605,169004
DAGTE,44.07286666666667,-88.55528888888888,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KOSH,N44042232W088331904,SUSAP KOSHK5CDAGTE K50    W     N44042232W088331904                       W0037     NAR           DAGTE                    802742304,280277
DAIFE,41.26888888888889,-85.85527777777777,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N41160800W085511900,SUSAEAENRT   DAIFE K50    W   H N41160800W085511900                       W0054     NAR           DAIFE                    325342403,32539
DAJON,40.45776666666667,-89.10545555555555,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMDW,N40272796W089061964,SUSAP KMDWK5CDAJON K50    W     N40272796W089061964                       W0029     NAR           DAJON                    521822506,252185
DALEY,42.905027777777775,-89.7884,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N42541810W089471824,SUSAEAENRT   DALEY K50    C   L N42541810W089471824                       W0027     NAR           DALEY                    325502605,32555
DANEE,43.17924166666666,-89.37633055555555,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43104527W089223479,SUSAEAENRT   DANEE K50    R     N43104527W089223479                       W0030     NAR           DANEE                    325782412,32583
DARCY,41.202222222222225,-87.72583333333334,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N41120800W087433300,SUSAEAENRT   DARCY K50    W     N41120800W087433300                       W0040     NAR           DARCY                    326102403,32615
DARKK,40.25349444444444,-90.4999888888889,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMDW,N40151258W090295996,SUSAP KMDWK5CDARKK K50    W     N40151258W090295996                       W0019     NAR           DARKK                    521832504,252186
DATEC,40.708875000000006,-86.62716666666665,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KGGP,N40423195W086373780,SUSAP KGGPK5CDATEC K50    W     N40423195W086373780                       W0048     NAR           DATEC                    998042605,199808
DATRE,40.75983611111111,-85.92263055555556,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KIWH,N40453541W085552147,SUSAP KIWHK5CDATRE K50    W     N40453541W085552147                       W0053     NAR           DATRE                    270862403,227089
DAVIS,42.44076388888889,-89.38419166666667,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N42262675W089230309,SUSAEAENRT   DAVIS K50    C   L N42262675W089230309                       W0029     NAR           DAVIS                    326522403,32657
DAXEJ,42.887055555555555,-85.44928333333334,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KGRR,N42531340W085265742,SUSAP KGRRK5CDAXEJ K50    W     N42531340W085265742                       W0059     NAR           DAXEJ                    042302201,204233
DAYSA,42.726977777777776,-86.22539722222223,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N42433712W086133143,SUSAEAENRT   DAYSA K50    W     N42433712W086133143                       W0053     NAR           DAYSA(CNF)               326782304,32683
DAYVL,41.970958333333336,-89.31275833333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KRFD,N41581545W089184593,SUSAP KRFDK5CDAYVL K50    W     N41581545W089184593                       W0029     NAR           DAYVL                    001122403,300114
DEANI,43.71871111111111,-85.77477777777777,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43430736W085462920,SUSAEAENRT   DEANI K50    W   H N43430736W085462920                       W0058     NAR           DEANI                    327242304,32729
DEBBO,41.37018333333334,-91.13735555555556,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N41221266W091081448,SUSAEAENRT   DEBBO K30    W     N41221266W091081448                       W0015     NAR           DEBBO                    327352504,32740
DEBOW,42.73563888888889,-88.84692222222222,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N42440830W088504892,SUSAEAENRT   DEBOW K50    C   L N42440830W088504892                       W0034     NAR           DEBOW                    327392605,32744
DEBZY,42.980294444444446,-85.88069722222221,TERMINAL_WAYPOINT,USA,SUSAP,P,C,Z98,N42584906W085525051,SUSAP Z98 K5CDEBZY K50    W     N42584906W085525051                       W0056     NAR           DEBZY                    573452504,357347
DECAL,43.38239166666667,-89.33024999999999,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMSN,N43225661W089194890,SUSAP KMSNK5CDECAL K50    R     N43225661W089194890                       W0030     NAR           DECAL                    639702304,263973
DECEK,43.71107222222223,-87.75621111111111,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KSBM,N43423986W087452236,SUSAP KSBMK5CDECEK K50    W     N43423986W087452236                       W0043     NAR           DECEK                    093092403,309311
DECER,42.78828055555555,-88.43728333333334,TERMINAL_WAYPOINT,USA,SUSAP,P,C,57C,N42471781W088261422,SUSAP 57C K5CDECER K50    W     N42471781W088261422                       W0037     NAR           DECER                    958002605,95805
DECPA,39.70280555555556,-87.55255833333334,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KPRG,N39421010W087330921,SUSAP KPRGK5CDECPA K50    W     N39421010W087330921                       W0040     NAR           DECPA                    923612403,292364
DEDYN,43.323658333333334,-87.91354722222223,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43192517W087544877,SUSAEAENRT   DEDYN K50    W     N43192517W087544877                       W0041     NAR           DEDYN                    327712306,32776
DEEKS,40.210658333333335,-85.96816111111112,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N40123837W085580538,SUSAEAENRT   DEEKS K50    C   L N40123837W085580538                       W0052     NAR           DEEKS                    327792403,32784
DEKEY,42.94575277777778,-89.35036388888888,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMSN,N42564471W089210131,SUSAP KMSNK5CDEKEY K50    W     N42564471W089210131                       W0030     NAR           DEKEY                    639712403,263974
