ident,lat,lon,waypoint_class,area_code,record_type,section_code,subsection_code,airport_or_enroute,coord_raw,raw_record,line_number
AANZA,43.762933333333336,-91.48561666666667,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KCHU,N43454656W091290822,SUSAP KCHUK3CAANZA K30    W     N43454656W091290822                       W0014     NAR           AANZA                    490042403,149008
AAYDE,43.24234166666667,-90.84927499999999,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43143243W090505739,SUSAEAENRT   AAYDE K50    W   L N43143243W090505739                       W0019     NAR           AAYDE                    271982605,27203
ABSAW,44.032075,-93.88008888888888,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N44015547W093524832,SUSAEAENRT   ABSAW K30    W     N44015547W093524832                       E0004     NAR           ABSAW                    271992504,27204
ACACE,44.63203611111111,-96.04200277777778,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KCNB,N44375533W096023121,SUSAP KCNBK3CACACE K30    W     N44375533W096023121                       E0020     NAR           ACACE                    534302605,153434
ACOCO,43.79261111111111,-91.23850833333333,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43473340W091141863,SUSAEAENRT   ACOCO K50    W     N43473340W091141863                       W0016     NAR           ACOCO                    272432410,27248
ACOSU,43.623441666666665,-94.30971388888888,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43372439W094183497,SUSAEAENRT   ACOSU K30    W     N43372439W094183497                       E0007     NAR           ACOSU                    272552605,27260
ADAMZ,43.94228333333333,-89.98176666666667,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43563222W089585436,SUSAEAENRT   ADAMZ K50    R     N43563222W089585436                       W0026     NAR           ADAMZ-MIL                272882403,27293
ADCIN,47.16350555555555,-93.48915555555556,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N47094862W093292096,SUSAEAENRT   ADCIN K30    W   L N47094862W093292096                       W0001     NAR           ADCIN                    272942403,27299
ADEME,43.611780555555555,-93.22495833333333,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43364241W093132985,SUSAEAENRT   ADEME K30    W     N43364241W093132985                       W0001     NAR           ADEME                    273072605,27312
ADGEW,43.20925833333334,-93.44074166666667,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMCW,N43123333W093262667,SUSAP KMCWK3CADGEW K30    W     N43123333W093262667                       E0001     NAR           ADGEW                    516312605,251634
ADIER,47.027683333333336,-93.44306388888889,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KGPZ,N47013966W093263503,SUSAP KGPZK3CADIER K30    W     N47013966W093263503                       W0001     NAR           ADIER                    035732403,203576
AGHOD,45.208325,-91.62230555555554,TERMINAL_WAYPOINT,USA,SUSAP,P,C,Y23,N45122997W091372030,SUSAP Y23 K5CAGHOD K50    W     N45122997W091372030                       W0014     NAR           AGHOD                    568702304,356872
AGNAQ,43.96512777777778,-92.33152777777778,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43575446W092195350,SUSAEAENRT   AGNAQ K30    W     N43575446W092195350                       W0008     NAR           AGNAQ                    274202605,27425
AGOKY,45.59005555555556,-93.95290555555556,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KSTC,N45352420W093571046,SUSAP KSTCK3CAGOKY K30    W     N45352420W093571046                       E0004     NAR           AGOKY                    229652403,322967
AGUYI,43.833672222222226,-92.93831944444445,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43500122W092561795,SUSAEAENRT   AGUYI K30    W     N43500122W092561795                       W0003     NAR           AGUYI                    274362504,27441
AHIEO,44.09146666666667,-94.7795,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N44052928W094464620,SUSAEAENRT   AHIEO K30    W     N44052928W094464620                       E0011     NAR           AHIEO                    274462504,27451
AJBOY,43.549391666666665,-96.19936944444444,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KRRQ,N43325781W096115773,SUSAP KRRQK3CAJBOY K30    W     N43325781W096115773                       E0021     NAR           AJBOY                    047082605,304710
AJEPO,43.84001388888889,-90.08297222222222,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KDAF,N43502405W090045870,SUSAP KDAFK5CAJEPO K50    W     N43502405W090045870                       W0025     NAR           AJEPO                    622392403,162243
AKAKE,44.54268333333333,-89.74659444444444,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KISW,N44323366W089444774,SUSAP KISWK5CAKAKE K50    W     N44323366W089444774                       W0028     NAR           AKAKE                    264842304,226487
AKETT,43.93959722222222,-90.22402777777778,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43562255W090132650,SUSAEAENRT   AKETT K50    R     N43562255W090132650                       W0024     NAR           AKETT-MIL                275172403,27522
AKIRE,44.86773888888889,-94.29359722222222,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KGYL,N44520386W094173695,SUSAP KGYLK3CAKIRE K30    W     N44520386W094173695                       E0007     NAR           AKIRE                    069722403,206975
AKTOY,43.07537222222223,-91.8063611111111,TERMINAL_WAYPOINT,USA,SUSAP,P,C,3Y2,N43043134W091482290,SUSAP 3Y2 K3CAKTOY K30    W     N43043134W091482290                       W0011     NAR           AKTOY                    913232403,91328
ALAGE,44.01271666666667,-93.03365833333334,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KOWA,N44004578W093020117,SUSAP KOWAK3CALAGE K30    R     N44004578W093020117                       W0002     NAR           ALAGE                    814742403,281477
ALBIE,43.34212222222222,-91.30747777777778,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43203164W091182692,SUSAEAENRT   ALBIE K30    W     N43203164W091182692                       W0015     NAR           ALBIE                    275552403,27560
ALDAY,43.93969444444444,-89.85934722222221,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43562290W089513365,SUSAEAENRT   ALDAY K50    W     N43562290W089513365                       W0027     NAR           ALDAY                    275742403,27579
ALEEN,45.67178055555555,-92.22769166666667,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N45401841W092133969,SUSAEAENRT   ALEEN K50    W   L N45401841W092133969                       W0010     NAR           ALEEN                    275812403,27586
ALEYU,43.98361666666667,-91.47610833333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KONA,N43590102W091283399,SUSAP KONAK3CALEYU K30    C     N43590102W091283399                       W0014     NAR           ALEYU                    753102304,275313
ALIGE,43.031533333333336,-90.83522777777777,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KPDC,N43015352W090500682,SUSAP KPDCK5CALIGE K50    W     N43015352W090500682                       W0019     NAR           ALIGE                    841792605,284182
ALLFA,43.93879999999999,-90.28142777777778,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43561968W090165314,SUSAEAENRT   ALLFA K50    R     N43561968W090165314                       W0024     NAR           ALLFA-MIL                276292605,27634
ALMAY,44.058575,-93.58502777777777,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N44033087W093350610,SUSAEAENRT   ALMAY K30    C   L N44033087W093350610                       E0002     NAR           ALMAY                    276442403,27649
ALOCK,42.59008611111111,-93.42873055555556,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N42352431W093254343,SUSAEAENRT   ALOCK K30    C   B N42352431W093254343                       E0001     NAR           ALOCK                    276522605,27657
ALTUW,46.24826111111111,-94.22974166666667,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N46145374W094134707,SUSAEAENRT   ALTUW K30    W     N46145374W094134707                       E0005     NAR           ALTUW                    276752605,27680
AMILY,44.134233333333334,-94.68021944444445,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KJYG,N44080324W094404879,SUSAP KJYGK3CAMILY K30    W     N44080324W094404879                       E0010     NAR           AMILY                    322892605,232292
AMLIY,46.767649999999996,-92.24913055555555,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KDLH,N46460354W092145687,SUSAP KDLHK3CAMLIY K30    W     N46460354W092145687                       W0011     NAR           AMLIY                    721842605,172188
ANAGE,43.086822222222224,-91.20268888888889,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KPDC,N43051256W091120968,SUSAP KPDCK5CANAGE K30    W     N43051256W091120968                       W0016     NAR           ANAGE                    841802605,284183
ANATE,47.091613888888894,-91.62971388888889,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KTWM,N47052981W091374697,SUSAP KTWMK3CANATE K30    W     N47052981W091374697                       W0016     NAR           ANATE                    356302304,335632
ANDOE,46.837741666666666,-92.05056944444445,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KDLH,N46501587W092030205,SUSAP KDLHK3CANDOE K30    R     N46501587W092030205                       W0012     NAR           ANDOE                    721852605,172189
ANFEY,44.15884166666667,-94.01009166666667,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N44093183W094003633,SUSAEAENRT   ANFEY K30    W     N44093183W094003633                       E0005     NAR           ANFEY                    278022504,27807
ANIML,44.955333333333336,-94.33041388888888,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KLJF,N44571920W094194949,SUSAP KLJFK3CANIML K30    W     N44571920W094194949                       E0007     NAR           ANIML                    414512504,241454
ANIMY,44.05121944444444,-93.80468611111111,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMKT,N44030439W093481687,SUSAP KMKTK3CANIMY K30    W     N44030439W093481687                       E0003     NAR           ANIMY                    599462605,259949
ANNDY,47.133805555555554,-93.75927222222222,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N47080170W093453338,SUSAEAENRT   ANNDY K30    W     N47080170W093453338                       E0001     NAR           ANNDY                    278342504,27839
ANSMO,43.068850000000005,-94.25891388888888,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43040786W094153209,SUSAEAENRT   ANSMO K30    W     N43040786W094153209                       E0007     NAR           ANSMO                    278542605,27859
ANVOC,42.571555555555555,-94.97671944444444,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KSKI,N42341760W094583619,SUSAP KSKIK3CANVOC K30    W     N42341760W094583619                       E0013     NAR           ANVOC                    169072504,316909
APCHY,44.155341666666665,-94.18574722222223,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMKT,N44091923W094110869,SUSAP KMKTK3CAPCHY K30    W     N44091923W094110869                       E0006     NAR           APCHY                    599472605,259950
APEWO,43.89699722222222,-95.78261111111111,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KDVP,N43534919W095465740,SUSAP KDVPK3CAPEWO K30    W     N43534919W095465740                       E0018     NAR           APEWO                    778072605,177811
APIGE,43.941269444444444,-90.60145,TERMINAL_WAYPOINT,USA,SUSAP,P,C,Y72,N43562857W090360522,SUSAP Y72 K5CAPIGE K50    W     N43562857W090360522                       W0021     NAR           APIGE                    572432403,357245
APREF,44.28624444444444,-95.08452777777778,TERMINAL_WAYPOINT,USA,SUSAP,P,C,D42,N44171048W095050430,SUSAP D42 K3CAPREF K30    W     N44171048W095050430                       E0013     NAR           APREF                    069832605,106987
APTHY,45.621583333333334,-91.84190555555556,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N45371770W091503086,SUSAEAENRT   APTHY K50    W     N45371770W091503086                       W0013     NAR           APTHY                    279232406,27928
APUNY,47.291225,-93.54203888888888,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KGPZ,N47172841W093323134,SUSAP KGPZK3CAPUNY K30    W     N47172841W093323134                       W0001     NAR           APUNY                    035742605,203577
ARAFE,46.0998,-91.20957222222222,TERMINAL_WAYPOINT,USA,SUSAP,P,C,3CU,N46055928W091123446,SUSAP 3CU K5CARAFE K50    W     N46055928W091123446                       W0019     NAR           ARAFE                    894012605,89406
ARAMY,43.839508333333335,-90.18852777777778,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43502223W090111870,SUSAEAENRT   ARAMY K50    W     N43502223W090111870                       W0024     NAR           ARAMY                    279332304,27938
ARBKL,45.577938888888895,-94.18376666666667,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N45344058W094110156,SUSAEAENRT   ARBKL K30    W     N45344058W094110156                       E0006     NAR           ARBKL                    279432406,27948
ARCED,45.854675,-93.26398611111111,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KJMR,N45511683W093155035,SUSAP KJMRK3CARCED K30    W     N45511683W093155035                       W0002     NAR           ARCED                    303002504,230303
ARCEE,43.89004166666667,-90.54977222222222,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43532415W090325918,SUSAEAENRT   ARCEE K50    R     N43532415W090325918                       W0022     NAR           ARCEE-MIL                279472605,27952
ARDUE,45.04553333333333,-95.69738055555555,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N45024392W095415057,SUSAEAENRT   ARDUE K30    W   L N45024392W095415057                       E0017     NAR           ARDUE                    279612605,27966
AREDA,42.870447222222225,-92.93835277777778,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N42521361W092561807,SUSAEAENRT   AREDA K30    C   L N42521361W092561807                       W0003     NAR           AREDA                    279652605,27970
ARMUW,45.44344722222222,-95.19598333333333,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N45263641W095114554,SUSAEAENRT   ARMUW K30    C   L N45263641W095114554                       E0013     NAR           ARMUW                    280122605,28017
ARREX,44.42573055555555,-94.142775,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N44253263W094083399,SUSAEAENRT   ARREX K30    R     N44253263W094083399                       E0006     NAR           ARREX                    280422403,28047
ARSHA,45.62741666666667,-89.61883611111111,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N45373870W089370781,SUSAEAENRT   ARSHA K50    R     N45373870W089370781                       W0031     NAR           ARSHA                    280492403,28054
ARTYS,42.57959166666667,-93.07628888888888,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N42344653W093043464,SUSAEAENRT   ARTYS K30    W     N42344653W093043464                       W0001     NAR           ARTYS                    280602403,28065
ARULE,42.83050277777778,-91.05795833333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KPDC,N42494981W091032865,SUSAP KPDCK5CARULE K50    W     N42494981W091032865                       W0017     NAR           ARULE                    841812605,284184
ASOCU,45.50646666666667,-92.07965,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KUBE,N45302328W092044674,SUSAP KUBEK5CASOCU K50    W     N45302328W092044674                       W0011     NAR           ASOCU                    365812403,336583
ASOPE,45.366572222222224,-91.64361111111111,TERMINAL_WAYPOINT,USA,SUSAP,P,C,Y23,N45215966W091383700,SUSAP Y23 K5CASOPE K50    W     N45215966W091383700                       W0014     NAR           ASOPE                    568712304,356873
ASTOE,44.465408333333336,-96.63804166666668,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N44275547W096381695,SUSAEAENRT   ASTOE K30    W   L N44275547W096381695                       E0025     NAR           ASTOE                    281262403,28131
ASUBE,43.26066388888889,-95.17723333333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,4D8,N43153839W095103804,SUSAP 4D8 K3CASUBE K30    W     N43153839W095103804                       E0014     NAR           ASUBE                    929712605,92976
ASUPE,44.33556111111111,-95.73611944444444,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N44200802W095441003,SUSAEAENRT   ASUPE K30    W     N44200802W095441003                       E0018     NAR           ASUPE                    281322504,28137
ASUYO,44.65717222222222,-90.15539166666667,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMFI,N44392582W090091941,SUSAP KMFIK5CASUYO K50    W     N44392582W090091941                       W0025     NAR           ASUYO                    549782304,254981
ASYEB,43.36284166666667,-95.26755,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43214623W095160318,SUSAEAENRT   ASYEB K30    W     N43214623W095160318                       E0015     NAR           ASYEB                    281372403,28142
ATCAD,42.56686666666667,-92.33274999999999,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N42340072W092195790,SUSAEAENRT   ATCAD K30    W     N42340072W092195790                       W0007     NAR           ATCAD(CNF)               281452605,28150
ATJEC,42.78683888888889,-93.83016944444444,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N42471262W093494861,SUSAEAENRT   ATJEC K30    W     N42471262W093494861                       E0004     NAR           ATJEC(CNF)               281632605,28168
ATMAW,45.29035277777778,-96.09246388888889,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KAQP,N45172527W096053287,SUSAP KAQPK3CATMAW K30    W     N45172527W096053287                       E0020     NAR           ATMAW                    223982605,122402
AUGER,44.298766666666666,-90.134825,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N44175556W090080537,SUSAEAENRT   AUGER K50    R   H N44175556W090080537                       W0025     NAR           AUGER                    282052403,28210
AUTOS,43.67990833333333,-91.49563888888889,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KCHU,N43404767W091294430,SUSAP KCHUK3CAUTOS K30    C     N43404767W091294430                       W0014     NAR           AUTOS                    490052403,149009
AVABE,42.94792777777777,-91.04385833333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KPDC,N42565254W091023789,SUSAP KPDCK5CAVABE K50    W     N42565254W091023789                       W0017     NAR           AVABE                    841822504,284185
AVAXE,46.08934444444445,-96.03133333333334,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KFFM,N46052164W096015280,SUSAP KFFMK3CAVAXE K30    W     N46052164W096015280                       E0020     NAR           AVAXE                    887962403,188800
AVELE,43.24531388888889,-91.64952222222223,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KDEH,N43144313W091385828,SUSAP KDEHK3CAVELE K30    W     N43144313W091385828                       W0013     NAR           AVELE                    658812605,165885
AWENU,42.51236111111111,-94.30785555555555,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N42304450W094182828,SUSAEAENRT   AWENU K30    W     N42304450W094182828                       E0008     NAR           AWENU(CNF)               282682504,28273
AWGIM,42.59041388888889,-94.08148333333332,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N42352549W094045334,SUSAEAENRT   AWGIM K30    W     N42352549W094045334                       E0006     NAR           AWGIM(CNF)               282692605,28274
AXEZE,43.304605555555554,-95.78073055555555,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43181658W095465063,SUSAEAENRT   AXEZE K30    W     N43181658W095465063                       E0018     NAR           AXEZE(CNF)               283042605,28309
AXMIH,42.74315,-92.06050833333333,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N42443534W092033783,SUSAEAENRT   AXMIH K30    W     N42443534W092033783                       W0009     NAR           AXMIH(CNF)               283092504,28314
AXOVE,45.469686111111116,-89.67922222222222,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KTKV,N45281087W089404520,SUSAP KTKVK5CAXOVE K50    W     N45281087W089404520                       W0030     NAR           AXOVE                    303352304,330337
AYADO,47.31211111111111,-92.71898333333334,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KHIB,N47184360W092430834,SUSAP KHIBK3CAYADO K30    W     N47184360W092430834                       W0007     NAR           AYADO                    098522304,209855
AYDEB,43.51605,-96.19869444444444,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43305778W096115530,SUSAEAENRT   AYDEB K30    W     N43305778W096115530                       E0021     NAR           AYDEB(CNF)               283312605,28336
AYINU,43.67273888888889,-90.03264166666666,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43402186W090015751,SUSAEAENRT   AYINU K50    W     N43402186W090015751                       W0025     NAR           AYINU                    283412304,28346
AYUBO,44.038605555555556,-95.37970833333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KTKC,N44021898W095224695,SUSAP KTKCK3CAYUBO K30    W     N44021898W095224695                       E0015     NAR           AYUBO                    295972605,329599
AYUGI,43.990991666666666,-92.44068333333334,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KRST,N43592757W092262646,SUSAP KRSTK3CAYUGI K30    W     N43592757W092262646                       W0007     NAR           AYUGI                    049182504,304920
AZIME,43.03558333333333,-93.13969166666668,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43020810W093082289,SUSAEAENRT   AZIME K30    W     N43020810W093082289                       W0001     NAR           AZIME                    283752504,28380
BABDE,46.923575,-94.11727777777777,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KXVG,N46552487W094070220,SUSAP KXVGK3CBABDE K30    W     N46552487W094070220                       E0004     NAR           BABDE                    437822605,343784
BAFZI,42.265813888888886,-93.81107777777777,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N42155693W093483988,SUSAEAENRT   BAFZI K30    W     N42155693W093483988                       E0004     NAR           BAFZI                    284382605,28443
BAGGG,42.76717222222222,-92.61910833333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,C25,N42460182W092370879,SUSAP C25 K3CBAGGG K30    W     N42460182W092370879                       W0005     NAR           BAGGG                    058152605,105819
BAGPE,44.993425,-89.48846388888889,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N44593633W089291847,SUSAEAENRT   BAGPE K50    W     N44593633W089291847                       W0031     NAR           BAGPE                    284472403,28452
BAINY,45.75361111111111,-93.69944444444445,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMSP,N45451300W093415800,SUSAP KMSPK3CBAINY K30    W     N45451300W093415800                       E0002     NAR           BAINY                    644552403,264458
BAITS,45.32346666666667,-90.32806111111111,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N45192448W090194102,SUSAEAENRT   BAITS K50    C   L N45192448W090194102                       W0025     NAR           BAITS                    284662605,28471
BAKAC,43.725125,-95.11098333333332,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMWM,N43433045W095063954,SUSAP KMWMK3CBAKAC K30    W     N43433045W095063954                       E0013     NAR           BAKAC                    680542605,268057
BAKBE,42.984005555555555,-90.98621111111112,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KPDC,N42590242W090591036,SUSAP KPDCK5CBAKBE K50    W     N42590242W090591036                       W0017     NAR           BAKBE                    841832403,284186
BANCO,43.23672222222223,-94.14856111111112,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43141220W094085482,SUSAEAENRT   BANCO K30    C   L N43141220W094085482                       E0006     NAR           BANCO                    285042605,28509
BANIS,47.41642777777778,-92.35761388888888,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KEVM,N47245914W092212741,SUSAP KEVMK3CBANIS K30    W     N47245914W092212741                       W0011     NAR           BANIS                    855492605,185553
BANKY,44.32119166666667,-89.58339722222222,TERMINAL_WAYPOINT,USA,SUSAP,P,C,63C,N44191629W089350023,SUSAP 63C K5CBANKY K50    W     N44191629W089350023                       W0030     NAR           BANKY                    977932605,97798
BANRR,45.56018888888889,-95.55597777777777,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N45333668W095332152,SUSAEAENRT   BANRR K30    W     N45333668W095332152                       E0016     NAR           BANRR                    285182605,28523
BANVY,45.631661111111114,-94.87488611111111,TERMINAL_WAYPOINT,USA,SUSAP,P,C,D39,N45375398W094522959,SUSAP D39 K3CBANVY K30    W     N45375398W094522959                       E0011     NAR           BANVY                    069292504,106933
BARRO,42.51338333333333,-94.30487777777778,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KFOD,N42304818W094181756,SUSAP KFODK3CBARRO K30    W     N42304818W094181756                       E0008     NAR           BARRO                    926972504,192701
BARUM,46.52845277777778,-92.25135277777778,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N46314243W092150487,SUSAEAENRT   BARUM K50    W     N46314243W092150487                       W0011     NAR           BARUM                    285622605,28567
BASPE,43.149858333333334,-91.27508333333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KPDC,N43085949W091163030,SUSAP KPDCK5CBASPE K30    W     N43085949W091163030                       W0015     NAR           BASPE                    841842403,284187
BAYAG,43.71141388888889,-93.23696666666667,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43424109W093141308,SUSAEAENRT   BAYAG K30    W     N43424109W093141308                       W0001     NAR           BAYAG                    286282605,28633
BAYSH,45.10366666666667,-90.24343888888889,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMDZ,N45061320W090143638,SUSAP KMDZK5CBAYSH K50    W     N45061320W090143638                       W0025     NAR           BAYSH                    526912304,252694
BBERD,43.32638888888889,-94.48138888888889,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMSP,N43193500W094285300,SUSAP KMSPK3CBBERD K30    W     N43193500W094285300                       E0009     NAR           BBERD                    644572504,264460
BECCA,43.06139444444444,-91.15005000000001,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43034102W091090018,SUSAEAENRT   BECCA K50    W     N43034102W091090018                       W0016     NAR           BECCA                    287092403,28714
BEEGR,44.542938888888884,-94.27809722222221,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N44323458W094164115,SUSAEAENRT   BEEGR K30    C   L N44323458W094164115                       E0007     NAR           BEEGR                    287372405,28742
BEENZ,43.25116944444444,-90.99896944444444,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43150421W090595629,SUSAEAENRT   BEENZ K50    W   L N43150421W090595629                       W0018     NAR           BEENZ                    287502605,28755
BEESE,45.24271666666667,-95.34548055555555,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KBDH,N45143378W095204373,SUSAP KBDHK3CBEESE K30    W     N45143378W095204373                       E0015     NAR           BEESE                    305922403,130596
BEGGA,43.26338888888889,-93.54716388888889,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMCW,N43154820W093324979,SUSAP KMCWK3CBEGGA K30    W     N43154820W093324979                       E0002     NAR           BEGGA                    516322504,251635
BEGNE,44.68425833333333,-96.16181666666667,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KCNB,N44410333W096094254,SUSAP KCNBK3CBEGNE K30    W     N44410333W096094254                       E0021     NAR           BEGNE                    534312605,153435
BEJAY,43.925644444444444,-90.6217361111111,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KCMY,N43553232W090371825,SUSAP KCMYK5CBEJAY K50    W     N43553232W090371825                       W0021     NAR           BEJAY                    533772403,153381
BELGO,44.66101388888889,-90.40355277777779,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KCWA,N44393965W090241279,SUSAP KCWAK5CBELGO K50    W     N44393965W090241279                       W0023     NAR           BELGO                    605372308,160541
BENNA,45.810294444444445,-95.4865,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KAXN,N45483706W095291140,SUSAP KAXNK3CBENNA K30    W     N45483706W095291140                       E0016     NAR           BENNA                    285482403,128552
BERRG,43.13811388888889,-95.17957222222223,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43081721W095104646,SUSAEAENRT   BERRG K30    W   L N43081721W095104646                       E0014     NAR           BERRG                    288702605,28875
BEVKE,43.14404444444445,-95.7598,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KISB,N43083856W095453528,SUSAP KISBK3CBEVKE K30    W     N43083856W095453528                       E0018     NAR           BEVKE                    258862605,225889
BIGIW,44.01549166666667,-93.90905000000001,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMKT,N44005577W093543258,SUSAP KMKTK3CBIGIW K30    W     N44005577W093543258                       E0004     NAR           BIGIW                    599482605,259951
BIGKA,43.64494166666667,-93.35818055555555,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KAEL,N43384179W093212945,SUSAP KAELK3CBIGKA K30    W     N43384179W093212945                       E0000     NAR           BIGKA                    161282605,116132
