ident,lat,lon,waypoint_classes,area_codes,record_count
ANDRW,41.71942778,-73.74624167,ENROUTE_WAYPOINT,USA,1
ANDUC,41.49891944,-81.20776389,ENROUTE_WAYPOINT,USA,1
ANDUH,33.42893611,-117.22096111,ENROUTE_WAYPOINT,USA,1
ANDUQ,38.36338611,-86.708825,TERMINAL_WAYPOINT,USA,1
ANDYA,33.40188611,-96.11958333,ENROUTE_WAYPOINT,USA,1
ANDYE,38.01451111,-85.59189167,TERMINAL_WAYPOINT,USA,1
ANDYS,34.37075,-81.14383611,ENROUTE_WAYPOINT,USA,1
ANDYY,36.07341944,-115.29506944,ENROUTE_WAYPOINT,USA,1
ANEAR,40.48855,-107.59236389,TERMINAL_WAYPOINT,USA,1
ANEBE,39.66081111,-99.24338333,TERMINAL_WAYPOINT,USA,1
ANECA,61.88611389,-161.92162222,TERMINAL_WAYPOINT,CAN,1
ANECU,38.89383056,-77.64161667,TERMINAL_WAYPOINT,USA,1
ANEDE,32.33513889,-95.22506111,ENROUTE_WAYPOINT,USA,1
ANEEL,32.39359167,-102.84603611,ENROUTE_WAYPOINT,USA,1
ANEES,44.64908333,-71.99856389,TERMINAL_WAYPOINT,USA,1
ANEGE,38.53523333,-88.66833056,ENROUTE_WAYPOINT,USA,1
ANEKE,36.24268611,-105.23474444,TERMINAL_WAYPOINT,USA,1
ANELE,40.94814722,-80.80501111,TERMINAL_WAYPOINT,USA,1
ANEME,36.58940278,-98.80230278,TERMINAL_WAYPOINT,USA,1
ANEMO,26.45083333,-80.41166667,ENROUTE_WAYPOINT,USA,1
ANEPE,44.68331389,-88.13398056,TERMINAL_WAYPOINT,USA,1
ANERE,39.02689444,-75.42421667,ENROUTE_WAYPOINT,USA,1
ANERY,34.19098611,-101.33279722,TERMINAL_WAYPOINT,USA,1
ANESE,61.96252222,-162.4441,ENROUTE_WAYPOINT,CAN,1
ANETT,37.44376944,-84.31026944,TERMINAL_WAYPOINT,USA,1
ANETY,32.5905,-99.77431389,TERMINAL_WAYPOINT,USA,1
ANEVY,15.433475,146.27401944,ENROUTE_WAYPOINT,PAC,1
ANEWA,41.61168333,-83.60579444,ENROUTE_WAYPOINT,USA,1
ANEYA,60.70644722,-161.91844444,TERMINAL_WAYPOINT,CAN,1
ANEYI,40.7035,-112.31493889,ENROUTE_WAYPOINT,USA,1
ANEZI,41.12257778,-83.19241667,ENROUTE_WAYPOINT,USA,1
ANFAN,27.43318056,-82.61780556,ENROUTE_WAYPOINT,USA,1
ANFEY,44.15884167,-94.01009167,ENROUTE_WAYPOINT,USA,1
ANFOW,27.44072778,-82.49686389,ENROUTE_WAYPOINT,USA,1
ANGEE,27.46793611,-80.14835,ENROUTE_WAYPOINT,USA,1
ANGER,30.60634167,-90.419975,ENROUTE_WAYPOINT,USA,1
ANGEY,42.29460833,-79.66820556,ENROUTE_WAYPOINT,USA,1
ANGGL,42.28730556,-83.32536111,TERMINAL_WAYPOINT,USA,1
ANGGS,30.12261667,-97.76777778,TERMINAL_WAYPOINT,USA,1
ANGIE,32.95783889,-80.01332778,TERMINAL_WAYPOINT,USA,1
ANGIF,37.36393333,-121.84857778,TERMINAL_WAYPOINT,USA,1
ANGIL,47.96455556,-114.15791389,ENROUTE_WAYPOINT,USA,1
ANGIW,45.90848889,-89.609275,TERMINAL_WAYPOINT,USA,1
ANGLE,40.91858333,-73.98391111,TERMINAL_WAYPOINT,USA,1
ANGLL,27.0,-77.56944444,ENROUTE_WAYPOINT,USA,1
ANGLR,41.59059444,-73.10505278,ENROUTE_WAYPOINT,USA,1
ANGLS,32.32931389,-85.48830833,TERMINAL_WAYPOINT,USA,1
ANGOO,46.27706389,-121.229575,ENROUTE_WAYPOINT,USA,1
ANGRE,32.93703889,-79.93055556,TERMINAL_WAYPOINT,USA,1
ANGRI,34.349925,-82.64439722,ENROUTE_WAYPOINT,USA,1
ANGRO,25.78333333,-80.51666667,ENROUTE_WAYPOINT,USA,1
ANGRY,33.38203333,-112.22218056,ENROUTE_WAYPOINT,USA,1
ANGSS,22.37891667,-71.86428889,ENROUTE_WAYPOINT,USA,1
ANGST,32.19693056,-98.46372222,TERMINAL_WAYPOINT,USA,1
ANGUS,39.30845,-94.94009444,ENROUTE_WAYPOINT,USA,1
ANHOW,29.93801111,-101.5899,ENROUTE_WAYPOINT,USA,1
ANIAK,61.61728333,-159.63128056,ENROUTE_WAYPOINT,CAN,1
ANIBY,34.83598333,-120.40663333,TERMINAL_WAYPOINT,USA,1
ANICU,32.71543889,-83.76955,TERMINAL_WAYPOINT,USA,1
ANIEE,29.60729167,-98.34101944,ENROUTE_WAYPOINT,USA,1
ANIER,43.59296667,-71.65461944,TERMINAL_WAYPOINT,USA,1
ANIFA,44.086425,-123.04115278,TERMINAL_WAYPOINT,USA,1
ANIFO,38.46509167,-94.45286111,TERMINAL_WAYPOINT,USA,1
ANIGE,46.17787778,-122.96981389,TERMINAL_WAYPOINT,USA,1
ANIHI,32.50172222,-80.697525,ENROUTE_WAYPOINT,USA,1
ANIJE,40.94900833,-72.10097222,TERMINAL_WAYPOINT,USA,1
ANIKA,13.54305556,144.84291944,ENROUTE_WAYPOINT,PAC,1
ANIKE,29.08702778,-96.08053889,ENROUTE_WAYPOINT,USA,1
ANILE,44.88963611,-92.01385,TERMINAL_WAYPOINT,USA,1
ANILY,35.02441389,-109.05379722,ENROUTE_WAYPOINT,USA,1
ANIMA,31.916025,-108.51425833,ENROUTE_WAYPOINT,USA,1
ANIME,32.93164167,-97.10585,TERMINAL_WAYPOINT,USA,1
ANIML,44.95533333,-94.33041389,TERMINAL_WAYPOINT,USA,1
ANIMY,44.05121944,-93.80468611,TERMINAL_WAYPOINT,USA,1
ANINE,45.76735,-122.92566944,TERMINAL_WAYPOINT,USA,1
ANIPE,32.88974167,-98.46033889,TERMINAL_WAYPOINT,USA,1
ANISY,41.69129167,-96.12998889,TERMINAL_WAYPOINT,USA,1
ANITE,31.12245556,-92.37588056,ENROUTE_WAYPOINT,USA,1
ANITR,-14.16236111,-170.94206111,ENROUTE_WAYPOINT,PAC,1
ANIUM,38.453775,-109.77618333,ENROUTE_WAYPOINT,USA,1
ANIVE,43.99545556,-82.89937222,TERMINAL_WAYPOINT,USA,1
ANIWU,35.18997778,-95.09433056,TERMINAL_WAYPOINT,USA,1
ANJEE,36.74628611,-121.96489167,TERMINAL_WAYPOINT,USA,1
ANJEP,48.81754444,-98.47804167,TERMINAL_WAYPOINT,USA,1
ANJEY,41.50601389,-81.66108889,TERMINAL_WAYPOINT,USA,1
ANJIE,31.71530556,-106.12583889,ENROUTE_WAYPOINT,USA,1
ANJIL,36.78771944,-74.14886667,ENROUTE_WAYPOINT,USA,1
ANJJE,5.0,-145.43,ENROUTE_WAYPOINT,PAC,1
ANJLA,46.73921944,-105.98380833,ENROUTE_WAYPOINT,USA,1
ANJLL,34.21120278,-116.98277778,TERMINAL_WAYPOINT,USA,1
ANKEN,41.72957222,-93.59363333,ENROUTE_WAYPOINT,USA,1
ANKOR,31.85944444,-81.2038,ENROUTE_WAYPOINT,USA,1
ANKRR,27.6821,-93.20038611,ENROUTE_WAYPOINT,USA,1
ANLEW,27.008875,-82.37234444,TERMINAL_WAYPOINT,USA,1
ANLEY,63.12258889,-143.04025278,ENROUTE_WAYPOINT,CAN,1
ANLIC,30.39773611,-95.02373056,TERMINAL_WAYPOINT,USA,1
ANLIE,42.52790556,-97.170175,TERMINAL_WAYPOINT,USA,1
ANMAR,40.26638889,-75.32527778,TERMINAL_WAYPOINT,USA,1
ANMAY,40.29616944,-85.67753889,TERMINAL_WAYPOINT,USA,1
ANMIL,38.0,-122.4167,ENROUTE_WAYPOINT,USA,1
ANNAA,34.13118611,-99.20343611,ENROUTE_WAYPOINT,USA,1
ANNAD,24.50014722,-74.55986667,ENROUTE_WAYPOINT,USA,1
ANNAH,55.06040833,-131.5784,ENROUTE_WAYPOINT,CAN,1
ANNAN,33.45840556,-82.742775,ENROUTE_WAYPOINT,USA,1
ANNAS,37.79179167,-77.48502222,TERMINAL_WAYPOINT,USA,1
ANNAY,40.443825,-88.77355278,TERMINAL_WAYPOINT,USA,1
ANNDD,33.60878333,-112.04123333,TERMINAL_WAYPOINT,USA,1
ANNDI,33.15635278,-79.89853056,TERMINAL_WAYPOINT,USA,1
ANNDY,47.13380556,-93.75927222,ENROUTE_WAYPOINT,USA,1
ANNEE,39.88266667,-83.964075,ENROUTE_WAYPOINT,USA,1
ANNEI,41.28606389,-73.2559,ENROUTE_WAYPOINT,USA,1
ANNEM,46.69481111,-111.51281389,ENROUTE_WAYPOINT,USA,1
ANNER,16.23669167,-64.94299444,ENROUTE_WAYPOINT,USA,1
ANNET,39.84188333,-75.38941944,TERMINAL_WAYPOINT,USA,1
ANNEX,40.52618611,-82.19986667,TERMINAL_WAYPOINT,USA,1
ANNEY,26.46565833,-80.04945556,ENROUTE_WAYPOINT,USA,1
ANNGE,39.03621944,-77.18939722,TERMINAL_WAYPOINT,USA,1
ANNGY,31.16232222,-94.71696389,ENROUTE_WAYPOINT,USA,1
ANNII,38.88130278,-90.38954722,TERMINAL_WAYPOINT,USA,1
ANNNA,35.68688333,-97.381825,ENROUTE_WAYPOINT,USA,1
ANNNE,39.51632778,-104.61978611,ENROUTE_WAYPOINT,USA,1
ANNOT,38.98876667,-92.33565,TERMINAL_WAYPOINT,USA,1
ANNTI,33.87975,-112.05313333,TERMINAL_WAYPOINT,USA,1
ANNTS,41.68356389,-83.7906,ENROUTE_WAYPOINT,USA,1
ANNTY,40.90139167,-112.10961389,TERMINAL_WAYPOINT,USA,1
ANNUL,38.93771944,-75.47755278,ENROUTE_WAYPOINT,USA,1
ANNVA,33.06150556,-78.60563611,ENROUTE_WAYPOINT,USA,1
ANNYE,34.58955833,-83.91133611,ENROUTE_WAYPOINT,USA,1
ANOBE,39.74916389,-82.53938611,TERMINAL_WAYPOINT,USA,1
ANOGE,38.97331111,-94.68402222,ENROUTE_WAYPOINT,USA,1
ANOLE,36.5155,-75.87870278,ENROUTE_WAYPOINT,USA,1
ANOME,44.16448056,-103.12786389,ENROUTE_WAYPOINT,USA,1
ANONE,44.90213056,-88.02286944,TERMINAL_WAYPOINT,USA,1
ANOPE,42.12812778,-73.86961667,TERMINAL_WAYPOINT,USA,1
ANORE,61.62751389,-159.70570556,TERMINAL_WAYPOINT,CAN,1
ANORT,41.78122778,-74.87534444,TERMINAL_WAYPOINT,USA,1
ANORY,40.535175,-75.98976667,TERMINAL_WAYPOINT,USA,1
ANOSA,42.110975,-91.32235556,ENROUTE_WAYPOINT,USA,1
ANOSE,41.85993889,-89.19928611,TERMINAL_WAYPOINT,USA,1
ANOTE,33.24231389,-116.855225,ENROUTE_WAYPOINT,USA,1
ANOVE,41.95049167,-83.48743056,ENROUTE_WAYPOINT,USA,1
ANOXE,43.17729722,-89.74754722,TERMINAL_WAYPOINT,USA,1
ANOXY,32.30793333,-102.52340278,TERMINAL_WAYPOINT,USA,1
ANPAF,70.17845278,-151.25466944,TERMINAL_WAYPOINT,CAN,1
ANQIJ,32.63339167,-99.26460278,TERMINAL_WAYPOINT,USA,1
ANQUM,38.63668333,-94.89175,TERMINAL_WAYPOINT,USA,1
ANRMN,32.61862222,-117.10455278,TERMINAL_WAYPOINT,USA,1
ANRUY,29.175975,-95.453825,ENROUTE_WAYPOINT,USA,1
ANSAH,42.48392778,-82.99606111,TERMINAL_WAYPOINT,USA,1
ANSIN,39.13268889,-84.54706667,TERMINAL_WAYPOINT,USA,1
ANSLY,41.923875,-70.97189167,TERMINAL_WAYPOINT,USA,1
ANSMO,43.06885,-94.25891389,ENROUTE_WAYPOINT,USA,1
ANSOW,65.82695278,-154.393175,TERMINAL_WAYPOINT,CAN,1
ANSWA,34.74096667,-91.77579444,TERMINAL_WAYPOINT,USA,1
ANSYN,44.74612222,-70.00250833,ENROUTE_WAYPOINT,USA,1
ANTBE,36.56728056,-80.56870556,TERMINAL_WAYPOINT,USA,1
ANTEJ,39.53105278,-107.50542222,TERMINAL_WAYPOINT,USA,1
ANTEN,18.41357222,-66.08895,TERMINAL_WAYPOINT,LAM,1
ANTEX,18.47925,-68.0,ENROUTE_WAYPOINT,LAM,1
ANTHA,40.94110278,-73.89296389,ENROUTE_WAYPOINT,USA,1
ANTHM,39.44654444,-77.36324167,ENROUTE_WAYPOINT,USA,1
ANTHO,43.0942,-76.53361944,ENROUTE_WAYPOINT,USA,1
ANTHY,31.31018889,-100.54300278,TERMINAL_WAYPOINT,USA,1
ANTIE,32.14759444,-95.12225556,ENROUTE_WAYPOINT,USA,1
ANTIG,31.48468333,-68.06050278,ENROUTE_WAYPOINT,USA,1
ANTII,28.13662222,-81.69272222,TERMINAL_WAYPOINT,USA,1
ANTIO,39.54340278,-81.06426944,ENROUTE_WAYPOINT,USA,1
ANTIY,34.03014722,-85.25853056,TERMINAL_WAYPOINT,USA,1
ANTLP,34.71423889,-117.50828333,ENROUTE_WAYPOINT,USA,1
ANTLR,49.07369444,-122.23432222,ENROUTE_WAYPOINT,CAN,1
ANTMN,40.10841667,-73.73438889,TERMINAL_WAYPOINT,USA,1
ANTMO,40.75865,-115.40096667,TERMINAL_WAYPOINT,USA,1
ANTNA,45.55805556,-122.48694444,ENROUTE_WAYPOINT,USA,1
ANTNY,38.4279,-77.55493056,ENROUTE_WAYPOINT,USA,1
ANTON,38.45141944,-97.49783333,ENROUTE_WAYPOINT,USA,1
ANTOV,45.42768333,-71.02322222,ENROUTE_WAYPOINT,CAN,1
ANTOW,34.00723889,-85.035225,TERMINAL_WAYPOINT,USA,1
ANTOX,20.90736389,-69.76303333,ENROUTE_WAYPOINT,USA,1
ANTRI,39.33431111,-84.66759722,TERMINAL_WAYPOINT,USA,1
ANTSS,40.08833889,-111.60169722,ENROUTE_WAYPOINT,USA,1
ANTSY,38.21178889,-95.72436111,TERMINAL_WAYPOINT,USA,1
ANTTI,39.86964167,-86.81868889,ENROUTE_WAYPOINT,USA,1
ANTUA,30.870075,-86.92416944,ENROUTE_WAYPOINT,USA,1
ANTUH,31.55293333,-88.42679722,ENROUTE_WAYPOINT,USA,1
ANUCE,40.41381389,-103.18252222,TERMINAL_WAYPOINT,USA,1
ANUCO,41.70232222,-86.45203333,TERMINAL_WAYPOINT,USA,1
ANUDE,45.12751944,-69.38629444,TERMINAL_WAYPOINT,USA,1
ANUGE,38.26844167,-96.28345556,ENROUTE_WAYPOINT,USA,1
ANUKE,37.54857778,-89.12272222,TERMINAL_WAYPOINT,USA,1
ANURE,32.97961389,-80.09863333,TERMINAL_WAYPOINT,USA,1
ANUTE,42.20010278,-111.19114722,TERMINAL_WAYPOINT,USA,1
ANUTY,30.52808333,-91.14548333,ENROUTE_WAYPOINT,USA,1
ANUXE,38.97920278,-94.43122778,ENROUTE_WAYPOINT,USA,1
ANUYA,22.12651667,-159.18383333,TERMINAL_WAYPOINT,PAC,1
ANUYE,40.144825,-80.16403889,TERMINAL_WAYPOINT,USA,1
ANUYI,30.50921111,-86.59361944,ENROUTE_WAYPOINT,USA,1
ANUZA,43.70112222,-84.46183333,TERMINAL_WAYPOINT,USA,1
ANVAF,30.38217222,-87.08700278,ENROUTE_WAYPOINT,USA,1
ANVAL,33.91519722,-84.04865833,TERMINAL_WAYPOINT,USA,1
ANVER,35.25202778,-65.68779167,ENROUTE_WAYPOINT,USA,1
ANVIL,47.60575278,-122.30974167,TERMINAL_WAYPOINT,USA,1
ANVOC,42.57155556,-94.97671944,TERMINAL_WAYPOINT,USA,1
ANVUL,32.70731667,-93.75559444,ENROUTE_WAYPOINT,USA,1
ANWAF,32.43565833,-86.75500278,TERMINAL_WAYPOINT,USA,1
ANWEX,64.33400556,-165.09348889,ENROUTE_WAYPOINT,CAN,1
ANWEY,41.52481667,-85.84769167,TERMINAL_WAYPOINT,USA,1
ANWOV,38.87697778,-95.74074444,TERMINAL_WAYPOINT,USA,1
ANWUM,33.04934444,-94.43739167,TERMINAL_WAYPOINT,USA,1
ANXED,39.34787778,-92.366675,ENROUTE_WAYPOINT,USA,1
ANXEG,40.75786111,-78.06828611,TERMINAL_WAYPOINT,USA,1
ANXUG,34.52995,-85.7084,ENROUTE_WAYPOINT,USA,1
ANYAB,38.71064167,-77.509525,TERMINAL_WAYPOINT,USA,1
ANZEL,33.36003056,-111.79985,TERMINAL_WAYPOINT,USA,1
ANZEO,60.92666111,-161.58304722,TERMINAL_WAYPOINT,CAN,1
AORTA,40.49249722,-111.4189,ENROUTE_WAYPOINT,USA,1
APABE,37.03563056,-99.72281111,TERMINAL_WAYPOINT,USA,1
APACE,45.54573333,-122.40473611,TERMINAL_WAYPOINT,USA,1
APACH,34.84563056,-98.39828056,ENROUTE_WAYPOINT,USA,1
APACI,32.15972222,-110.33166667,ENROUTE_WAYPOINT,USA,1
APACK,24.04370278,-156.31954167,ENROUTE_WAYPOINT,PAC,1
APACU,66.44000278,-159.95010556,TERMINAL_WAYPOINT,CAN,1
APADE,38.32056111,-76.76803056,ENROUTE_WAYPOINT,USA,1
APADY,41.770975,-92.82978611,TERMINAL_WAYPOINT,USA,1
APAGE,36.48526667,-94.26286667,ENROUTE_WAYPOINT,USA,1
APAJY,30.36018056,-87.29546944,ENROUTE_WAYPOINT,USA,1
APAKE,32.95768333,-96.91866111,TERMINAL_WAYPOINT,USA,1
APALE,30.09461944,-97.64113333,TERMINAL_WAYPOINT,USA,1
APALO,38.00571944,-86.85979722,ENROUTE_WAYPOINT,USA,1
APALY,30.89031944,-89.86068611,TERMINAL_WAYPOINT,USA,1
APANE,39.34070278,-76.55964444,ENROUTE_WAYPOINT,USA,1
APART,41.09115,-74.25605278,TERMINAL_WAYPOINT,USA,1
APASE,39.98072222,-104.70039722,TERMINAL_WAYPOINT,USA,1
APASY,26.71325833,-81.70703611,TERMINAL_WAYPOINT,USA,1
APATE,35.27958333,-114.18311944,TERMINAL_WAYPOINT,USA,1
APATY,36.26658611,-86.38733611,TERMINAL_WAYPOINT,USA,1
APAYU,41.21545556,-103.39535,ENROUTE_WAYPOINT,USA,1
APCEX,30.66694167,-97.43028889,TERMINAL_WAYPOINT,USA,1
APCHE,30.57996944,-88.78487778,ENROUTE_WAYPOINT,USA,1
APCHY,44.15534167,-94.18574722,TERMINAL_WAYPOINT,USA,1
APCUD,35.23727222,-118.98586944,TERMINAL_WAYPOINT,USA,1
APDAG,32.478775,-93.64776944,ENROUTE_WAYPOINT,USA,1
APDAW,33.94638611,-83.43917778,TERMINAL_WAYPOINT,USA,1
APDON,48.90583056,-122.74572222,ENROUTE_WAYPOINT,USA,1
APDOW,31.283175,-100.75881111,TERMINAL_WAYPOINT,USA,1
APEAK,28.89839444,-80.91464167,TERMINAL_WAYPOINT,USA,1
APEDE,44.88506389,-97.151275,TERMINAL_WAYPOINT,USA,1
APEER,39.62581667,-75.84038611,ENROUTE_WAYPOINT,USA,1
APEGE,40.525175,-74.74960278,ENROUTE_WAYPOINT,USA,1
APEJY,36.69767778,-114.16943611,TERMINAL_WAYPOINT,USA,1
APEKE,34.38970556,-85.80513611,TERMINAL_WAYPOINT,USA,1
APELE,32.62208333,-83.20054722,ENROUTE_WAYPOINT,USA,1
APELL,37.17287778,-93.31948611,TERMINAL_WAYPOINT,USA,1
APEMY,35.18921667,-112.99668056,ENROUTE_WAYPOINT,USA,1
APENE,38.63598056,-93.56155278,ENROUTE_WAYPOINT,USA,1
APENY,39.38526944,-87.21418056,TERMINAL_WAYPOINT,USA,1
APERE,32.30229722,-91.77943333,TERMINAL_WAYPOINT,USA,1
APESE,44.16762222,-88.26546667,TERMINAL_WAYPOINT,USA,1
APESY,40.03312778,-82.98315,ENROUTE_WAYPOINT,USA,1
APEWO,43.89699722,-95.78261111,TERMINAL_WAYPOINT,USA,1
APEZA,34.03343611,-83.2835,TERMINAL_WAYPOINT,USA,1
APEZY,43.78042778,-97.02835833,TERMINAL_WAYPOINT,USA,1
APGUH,42.51938333,-114.24651667,ENROUTE_WAYPOINT,USA,1
APGUY,43.68141389,-71.271125,ENROUTE_WAYPOINT,USA,1
APHID,46.46021111,-105.92942222,TERMINAL_WAYPOINT,USA,1
APHIS,34.05246111,-114.325475,TERMINAL_WAYPOINT,USA,1
APIAN,33.6984,-82.49852222,ENROUTE_WAYPOINT,USA,1
APICE,34.7729,-79.39372778,TERMINAL_WAYPOINT,USA,1
APICI,46.57050278,-113.08178611,TERMINAL_WAYPOINT,USA,1
APIDD,21.82944444,-128.02194444,ENROUTE_WAYPOINT,PAC,1
APIDE,39.54938333,-91.301525,TERMINAL_WAYPOINT,USA,1
APIGE,43.94126944,-90.60145,TERMINAL_WAYPOINT,USA,1
APIGY,37.54821111,-78.08898333,TERMINAL_WAYPOINT,USA,1
APIKE,41.04730833,-90.39583611,TERMINAL_WAYPOINT,USA,1
APIKY,41.034425,-97.13075278,TERMINAL_WAYPOINT,USA,1
APILE,41.92506667,-88.96039167,TERMINAL_WAYPOINT,USA,1
APIME,39.19988333,-119.77006389,TERMINAL_WAYPOINT,USA,1
APINE,40.50995278,-111.97635556,ENROUTE_WAYPOINT,USA,1
APIPE,34.05676111,-117.73185,TERMINAL_WAYPOINT,USA,1
APIRE,32.59436944,-94.72169722,TERMINAL_WAYPOINT,USA,1
APISE,43.50210556,-116.44149722,TERMINAL_WAYPOINT,USA,1
APIVE,30.42815833,-88.51930278,TERMINAL_WAYPOINT,USA,1
APIWO,43.10924167,-78.81363889,TERMINAL_WAYPOINT,USA,1
APIXE,44.06832222,-88.64897222,TERMINAL_WAYPOINT,USA,1
APIXY,40.09737778,-97.49680833,TERMINAL_WAYPOINT,USA,1
APIYO,48.15031944,-97.12325278,ENROUTE_WAYPOINT,USA,1
APKAF,44.80478611,-75.09266944,TERMINAL_WAYPOINT,USA,1
APKEW,38.25096667,-87.2,TERMINAL_WAYPOINT,USA,1
APKOW,37.52445833,-105.79838056,TERMINAL_WAYPOINT,USA,1
APLES,34.54846667,-117.14948333,ENROUTE_WAYPOINT,USA,1
APLLE,37.033575,-121.79637222,TERMINAL_WAYPOINT,USA,1
APMEF,43.23616111,-89.34766944,ENROUTE_WAYPOINT,USA,1
APMEH,31.93744167,-82.68771111,ENROUTE_WAYPOINT,USA,1
APNEA,36.44137778,-99.299625,ENROUTE_WAYPOINT,USA,1
APNEL,45.34980556,-82.22841667,ENROUTE_WAYPOINT,CAN,1
APNIW,65.87552222,-154.183375,TERMINAL_WAYPOINT,CAN,1
APNTE,40.70641111,-74.23528889,TERMINAL_WAYPOINT,USA,1
APOCA,46.25457222,-84.34123889,TERMINAL_WAYPOINT,USA,1
APOCO,45.71191667,-69.63906944,TERMINAL_WAYPOINT,USA,1
APODD,39.38510278,-85.58715,ENROUTE_WAYPOINT,USA,1
APODE,37.65736389,-122.45473333,TERMINAL_WAYPOINT,USA,1
APODS,48.06470556,-117.39057778,TERMINAL_WAYPOINT,USA,1
APOFA,41.47054722,-74.29138056,TERMINAL_WAYPOINT,USA,1
APOGE,44.17624444,-103.148225,ENROUTE_WAYPOINT,USA,1
APOKE,38.55871389,-106.81192778,ENROUTE_WAYPOINT,USA,1
APOLE,29.85168889,-99.79281389,ENROUTE_WAYPOINT,USA,1
APOLO,28.8326,-80.42090278,ENROUTE_WAYPOINT,USA,1
APOOZ,43.10187778,-89.43657778,TERMINAL_WAYPOINT,USA,1
APORE,66.98402778,-145.88877222,TERMINAL_WAYPOINT,CAN,1
APORY,37.48710833,-109.48337222,TERMINAL_WAYPOINT,USA,1
APOTE,56.62,-169.80781667,TERMINAL_WAYPOINT,CAN,1
APOWE,33.67304167,-83.17825556,TERMINAL_WAYPOINT,USA,1
APOYU,36.92549722,-77.81855278,TERMINAL_WAYPOINT,USA,1
APPAG,60.48358333,-165.20880833,TERMINAL_WAYPOINT,CAN,1
APPAL,40.04097778,-85.49836111,TERMINAL_WAYPOINT,USA,1
APPAT,39.917425,-74.33736944,ENROUTE_WAYPOINT,USA,1
APPEL,65.38290833,-146.002475,TERMINAL_WAYPOINT,CAN,1
APPEY,36.46944722,-76.26748333,ENROUTE_WAYPOINT,USA,1
APPIE,39.85109722,-85.98208889,TERMINAL_WAYPOINT,USA,1
APPIN,31.21111389,-93.68299444,ENROUTE_WAYPOINT,USA,1
APPLE,40.55613611,-74.06225278,ENROUTE_WAYPOINT,USA,1
APPLR,42.5625,-87.891575,TERMINAL_WAYPOINT,USA,1
APPLS,35.90863056,-83.67254722,ENROUTE_WAYPOINT,USA,1
APPOL,18.08123333,-67.5613,ENROUTE_WAYPOINT,LAM,1
APPUL,46.75243056,-102.76436667,TERMINAL_WAYPOINT,USA,1
APPUS,48.19907222,-122.304275,ENROUTE_WAYPOINT,USA,1
APQIT,32.5825,-102.64728889,TERMINAL_WAYPOINT,USA,1
APRAW,40.96288056,-80.92799444,TERMINAL_WAYPOINT,USA,1
APREF,44.28624444,-95.08452778,TERMINAL_WAYPOINT,USA,1
APRES,39.73100278,-107.0859,TERMINAL_WAYPOINT,USA,1
APRIL,29.07525,-95.23382778,ENROUTE_WAYPOINT,USA,1
APRIW,46.93896667,-96.39881389,ENROUTE_WAYPOINT,USA,1
APRLL,33.732675,-95.43701667,ENROUTE_WAYPOINT,USA,1
APRUF,38.81608889,-104.68573889,ENROUTE_WAYPOINT,USA,1
APSUW,35.45940556,-86.20245556,ENROUTE_WAYPOINT,USA,1
APTHY,45.62158333,-91.84190556,ENROUTE_WAYPOINT,USA,1
APTIF,33.16057222,-81.333625,TERMINAL_WAYPOINT,USA,1
APTLY,39.0189,-77.91961667,ENROUTE_WAYPOINT,USA,1
APTUW,32.12405833,-83.15853611,TERMINAL_WAYPOINT,USA,1
APUCE,30.41581944,-87.13381667,ENROUTE_WAYPOINT,USA,1
APUCO,39.90435,-77.74271389,TERMINAL_WAYPOINT,USA,1
APUCU,35.942475,-78.70109722,TERMINAL_WAYPOINT,USA,1
APUDY,37.68274444,-87.2587,TERMINAL_WAYPOINT,USA,1
APUFO,38.98079167,-87.37556389,ENROUTE_WAYPOINT,USA,1
APUKE,36.97061667,-90.03731944,TERMINAL_WAYPOINT,USA,1
APUNE,40.21041944,-99.34924167,TERMINAL_WAYPOINT,USA,1
APUNY,47.291225,-93.54203889,TERMINAL_WAYPOINT,USA,1
APUPE,30.23129444,-81.74749722,ENROUTE_WAYPOINT,USA,1
APURE,35.46400833,-120.43509722,TERMINAL_WAYPOINT,USA,1
APUSE,38.24203333,-78.39952222,TERMINAL_WAYPOINT,USA,1
APUUU,39.65546944,-103.95241111,TERMINAL_WAYPOINT,USA,1
APUVE,31.79494167,-106.12958889,TERMINAL_WAYPOINT,USA,1
APUYO,64.42157222,-164.695125,ENROUTE_WAYPOINT,CAN,1
APUYU,46.86211111,-98.57916111,TERMINAL_WAYPOINT,USA,1
APVIW,39.816325,-94.2874,TERMINAL_WAYPOINT,USA,1
APWIS,61.48162778,-159.20202222,TERMINAL_WAYPOINT,CAN,1
APXIB,42.02182222,-97.47410278,TERMINAL_WAYPOINT,USA,1
APYAP,29.12909167,-99.69982778,TERMINAL_WAYPOINT,USA,1
APZIC,30.61898889,-96.46647778,TERMINAL_WAYPOINT,USA,1
APZUL,27.07820278,-82.10224167,TERMINAL_WAYPOINT,USA,1
AQABA,18.59587778,-67.37469167,ENROUTE_WAYPOINT,LAM,1
AQECY,44.93102222,-87.11575833,TERMINAL_WAYPOINT,USA,1
AQEKO,31.41645556,-92.52962778,TERMINAL_WAYPOINT,USA,1
AQETO,44.58931389,-88.70073889,TERMINAL_WAYPOINT,USA,1
AQFAV,40.32593056,-100.43321944,TERMINAL_WAYPOINT,USA,1
AQHAN,17.68151667,-64.99851389,TERMINAL_WAYPOINT,LAM,1
AQIMU,40.34997778,-101.46735,TERMINAL_WAYPOINT,USA,1
