ident,lat,lon,waypoint_classes,area_codes,record_count
TIKUY,28.86986667,-81.147125,ENROUTE_WAYPOINT,USA,1
TIKYS,34.06664722,-96.42598056,ENROUTE_WAYPOINT,USA,1
TILDN,58.35827778,-134.63101389,ENROUTE_WAYPOINT,CAN,1
TILED,37.26609444,-68.97326667,ENROUTE_WAYPOINT,USA,1
TILEE,32.13066389,-81.45391111,TERMINAL_WAYPOINT,USA,1
TILER,46.08480833,-95.48391111,ENROUTE_WAYPOINT,USA,1
TILFO,37.73155278,-80.52040556,ENROUTE_WAYPOINT,USA,1
TILLA,32.34447222,-97.42445833,ENROUTE_WAYPOINT,USA,1
TILLE,43.11388056,-75.95020556,TERMINAL_WAYPOINT,USA,1
TILLI,40.23397222,-106.82502778,ENROUTE_WAYPOINT,USA,1
TILLR,34.37347222,-118.64513056,TERMINAL_WAYPOINT,USA,1
TILLS,32.47891667,-81.23468333,ENROUTE_WAYPOINT,USA,1
TILLT,35.45367222,-121.000975,ENROUTE_WAYPOINT,USA,1
TILLY,17.19416667,133.95611111,ENROUTE_WAYPOINT,PAC,1
TILME,48.69160278,-94.36010833,TERMINAL_WAYPOINT,USA,1
TILMN,39.495575,-87.82876944,ENROUTE_WAYPOINT,USA,1
TILOC,34.53876111,-90.67807222,TERMINAL_WAYPOINT,USA,1
TILOE,35.53972222,-115.05027778,ENROUTE_WAYPOINT,USA,1
TILOY,62.08820556,-161.23213333,TERMINAL_WAYPOINT,CAN,1
TILRE,32.85388611,-117.07605833,TERMINAL_WAYPOINT,USA,1
TILRR,31.59079167,-93.57438333,TERMINAL_WAYPOINT,USA,1
TILRY,29.99332222,-95.16924722,TERMINAL_WAYPOINT,USA,1
TILTH,41.56469444,-93.70235278,TERMINAL_WAYPOINT,USA,1
TILTS,38.63471944,-119.52688056,ENROUTE_WAYPOINT,USA,1
TILTZ,35.45453333,-77.75931389,ENROUTE_WAYPOINT,USA,1
TILUC,33.73764722,-90.37416667,ENROUTE_WAYPOINT,USA,1
TILUE,32.14093333,-97.85037222,ENROUTE_WAYPOINT,USA,1
TILUF,35.8155,-115.36233333,ENROUTE_WAYPOINT,USA,1
TILVE,36.09223611,-90.95998333,TERMINAL_WAYPOINT,USA,1
TILVY,34.71629722,-87.73391389,ENROUTE_WAYPOINT,USA,1
TILYU,36.535125,-83.47345556,TERMINAL_WAYPOINT,USA,1
TIMAE,13.68811944,145.10873056,ENROUTE_WAYPOINT,PAC,1
TIMBE,39.22404167,-77.25975,TERMINAL_WAYPOINT,USA,1
TIMBR,45.75430556,-123.305525,ENROUTE_WAYPOINT,USA,1
TIMDE,44.09515,-73.51595556,TERMINAL_WAYPOINT,USA,1
TIMEE,45.08818333,-121.69708056,ENROUTE_WAYPOINT,USA,1
TIMEH,40.65510278,-104.95320833,ENROUTE_WAYPOINT,USA,1
TIMER,48.21223333,-100.82123889,ENROUTE_WAYPOINT,USA,1
TIMGE,32.92954444,-104.55824444,TERMINAL_WAYPOINT,USA,1
TIMIE,29.01381667,-80.74017778,ENROUTE_WAYPOINT,USA,1
TIMKE,42.85711667,-73.59989167,ENROUTE_WAYPOINT,USA,1
TIMMI,48.12955556,-97.04061944,ENROUTE_WAYPOINT,USA,1
TIMMM,26.05402778,-97.75081111,TERMINAL_WAYPOINT,USA,1
TIMMO,40.65739444,-96.14013889,TERMINAL_WAYPOINT,USA,1
TIMMR,46.38041389,-100.90827778,ENROUTE_WAYPOINT,USA,1
TIMMS,39.60828889,-119.28213056,ENROUTE_WAYPOINT,USA,1
TIMMY,32.80038056,-85.54474722,ENROUTE_WAYPOINT,USA,1
TIMPP,31.24105,-100.51659167,TERMINAL_WAYPOINT,USA,1
TIMRE,29.29656667,-100.708275,ENROUTE_WAYPOINT,USA,1
TIMSE,33.910975,-118.63821667,TERMINAL_WAYPOINT,USA,1
TIMTE,44.84744722,-92.66245556,TERMINAL_WAYPOINT,USA,1
TIMVE,42.75186944,-71.48939444,ENROUTE_WAYPOINT,USA,1
TIMYY,29.45816389,-98.65515278,TERMINAL_WAYPOINT,USA,1
TINAE,35.43143611,-86.22544444,ENROUTE_WAYPOINT,USA,1
TINBE,30.41691389,-86.97364444,ENROUTE_WAYPOINT,USA,1
TINCA,34.73283889,-87.25101111,ENROUTE_WAYPOINT,USA,1
TINCP,41.86107778,-87.85100556,ENROUTE_WAYPOINT,USA,1
TINDR,43.13741667,-84.86098333,TERMINAL_WAYPOINT,USA,1
TINEE,29.68233056,-90.21626944,ENROUTE_WAYPOINT,USA,1
TINEY,35.24590556,-82.71076667,ENROUTE_WAYPOINT,USA,1
TINGE,40.56447222,-105.02713611,ENROUTE_WAYPOINT,USA,1
TINGS,37.30301944,-88.25619444,ENROUTE_WAYPOINT,USA,1
TINIZ,34.49413056,-110.42748611,TERMINAL_WAYPOINT,USA,1
TINKE,25.79063611,-80.20451389,TERMINAL_WAYPOINT,USA,1
TINKK,34.85105,-78.09668889,ENROUTE_WAYPOINT,USA,1
TINKM,33.44064167,-111.87885556,TERMINAL_WAYPOINT,USA,1
TINKY,24.98011944,-78.39368333,ENROUTE_WAYPOINT,USA,1
TINLE,33.36323611,-97.59770278,TERMINAL_WAYPOINT,USA,1
TINLY,41.5553,-87.84932222,TERMINAL_WAYPOINT,USA,1
TINNI,40.97023611,-74.52512778,ENROUTE_WAYPOINT,USA,1
TINNY,33.60485278,-118.21310278,ENROUTE_WAYPOINT,USA,1
TINOC,64.4781,-163.0818,TERMINAL_WAYPOINT,CAN,1
TINOE,32.76507222,-114.80045833,ENROUTE_WAYPOINT,USA,1
TINPE,34.51255,-83.86541667,TERMINAL_WAYPOINT,USA,1
TINRE,42.14990556,-112.14332778,ENROUTE_WAYPOINT,USA,1
TINSE,36.37730278,-94.08834167,TERMINAL_WAYPOINT,USA,1
TINTE,39.51931111,-117.17230278,ENROUTE_WAYPOINT,USA,1
TINUC,64.65845556,-155.66630278,TERMINAL_WAYPOINT,CAN,1
TINUY,36.04959722,-91.63685556,TERMINAL_WAYPOINT,USA,1
TIOFF,26.08221389,-81.72964722,TERMINAL_WAYPOINT,USA,1
TIOGA,37.93295,-119.42801944,ENROUTE_WAYPOINT,USA,1
TIPAE,32.11043056,-94.79944722,ENROUTE_WAYPOINT,USA,1
TIPDE,44.54301944,-92.55617222,ENROUTE_WAYPOINT,USA,1
TIPDY,35.07745,-81.03553333,TERMINAL_WAYPOINT,USA,1
TIPEH,57.14375833,-135.53632778,TERMINAL_WAYPOINT,CAN,1
TIPEJ,41.14226944,-83.11613889,TERMINAL_WAYPOINT,USA,1
TIPGE,34.316675,-79.08391667,TERMINAL_WAYPOINT,USA,1
TIPIE,44.03544722,-123.217625,TERMINAL_WAYPOINT,USA,1
TIPKE,44.67204167,-69.34436111,TERMINAL_WAYPOINT,USA,1
TIPLE,33.42870833,-111.88743889,TERMINAL_WAYPOINT,USA,1
TIPOC,38.53259167,-106.80820556,TERMINAL_WAYPOINT,USA,1
TIPOE,32.95752778,-80.08187222,TERMINAL_WAYPOINT,USA,1
TIPPN,35.38563333,-86.39226389,TERMINAL_WAYPOINT,USA,1
TIPPS,40.78836667,-74.10751389,TERMINAL_WAYPOINT,USA,1
TIPPY,34.10235833,-84.91077222,TERMINAL_WAYPOINT,USA,1
TIPRE,38.20583333,-121.03583333,ENROUTE_WAYPOINT,USA,1
TIPSE,27.67226944,-97.53899722,ENROUTE_WAYPOINT,USA,1
TIPTN,40.84166667,-113.83333333,TERMINAL_WAYPOINT,USA,1
TIPUC,33.76707222,-95.04090556,TERMINAL_WAYPOINT,USA,1
TIPUE,38.82081667,-122.62405833,ENROUTE_WAYPOINT,USA,1
TIPUW,39.87797222,-89.7374,TERMINAL_WAYPOINT,USA,1
TIPVE,35.44304167,-119.11350833,TERMINAL_WAYPOINT,USA,1
TIQMU,33.81050556,-117.06612778,TERMINAL_WAYPOINT,USA,1
TIQUL,70.23221667,-146.561075,ENROUTE_WAYPOINT,CAN,1
TIRAE,42.49812222,-114.73601389,TERMINAL_WAYPOINT,USA,1
TIRBE,46.26777778,-111.20606944,TERMINAL_WAYPOINT,USA,1
TIRCO,27.31826389,-80.85463056,ENROUTE_WAYPOINT,USA,1
TIRCU,40.86221944,-86.32717778,ENROUTE_WAYPOINT,USA,1
TIREW,42.61008889,-90.705925,TERMINAL_WAYPOINT,USA,1
TIRIE,61.90545278,-158.23875833,ENROUTE_WAYPOINT,CAN,1
TIRKE,32.79087778,-96.77995,TERMINAL_WAYPOINT,USA,1
TIRME,29.14994722,-95.704875,ENROUTE_WAYPOINT,USA,1
TIRNE,65.2915,-146.42683333,TERMINAL_WAYPOINT,CAN,1
TIROC,47.32273333,-94.79416389,TERMINAL_WAYPOINT,USA,1
TIROE,33.30645278,-84.86603056,ENROUTE_WAYPOINT,USA,1
TIRON,33.61414722,-112.91404167,ENROUTE_WAYPOINT,USA,1
TIRRE,44.48156944,-92.29355,ENROUTE_WAYPOINT,USA,1
TIRRO,42.47965,-88.84431111,ENROUTE_WAYPOINT,USA,1
TIRTE,26.58525,-81.26590833,ENROUTE_WAYPOINT,USA,1
TIRTL,37.67394722,-77.329225,TERMINAL_WAYPOINT,USA,1
TIRUE,41.68878056,-99.03565833,TERMINAL_WAYPOINT,USA,1
TIRYN,40.64373889,-74.12084167,ENROUTE_WAYPOINT,USA,1
TIRZA,38.769325,-76.8517,TERMINAL_WAYPOINT,USA,1
TISAE,48.7564,-122.90940278,ENROUTE_WAYPOINT,USA,1
TISDE,39.41287222,-118.68420833,ENROUTE_WAYPOINT,USA,1
TISEE,32.90938333,-98.8924,TERMINAL_WAYPOINT,USA,1
TISEF,38.87157778,-110.56359722,TERMINAL_WAYPOINT,USA,1
TISHU,36.06740278,-80.32664444,ENROUTE_WAYPOINT,USA,1
TISIE,44.26781667,-88.81300833,TERMINAL_WAYPOINT,USA,1
TISKE,35.51233333,-106.05914444,TERMINAL_WAYPOINT,USA,1
TISLE,59.12170833,-158.43081667,TERMINAL_WAYPOINT,CAN,1
TISME,45.52193889,-91.74479167,TERMINAL_WAYPOINT,USA,1
TISOE,38.50374722,-104.55095833,ENROUTE_WAYPOINT,USA,1
TISON,44.07375278,-88.55527778,TERMINAL_WAYPOINT,USA,1
TISOY,36.69059722,-96.0094,TERMINAL_WAYPOINT,USA,1
TISSY,36.19345278,-99.52340556,ENROUTE_WAYPOINT,USA,1
TISTE,44.17643889,-120.97725556,TERMINAL_WAYPOINT,USA,1
TISTY,36.73686389,-89.49687778,TERMINAL_WAYPOINT,USA,1
TISUE,30.57678056,-88.95400278,TERMINAL_WAYPOINT,USA,1
TITAE,27.98415556,-98.09287222,TERMINAL_WAYPOINT,USA,1
TITFE,30.22292778,-103.84891667,TERMINAL_WAYPOINT,USA,1
TITKE,34.89738889,-97.12107222,TERMINAL_WAYPOINT,USA,1
TITLE,41.77824444,-83.59503333,ENROUTE_WAYPOINT,USA,1
TITOC,66.16534722,-166.50403611,TERMINAL_WAYPOINT,CAN,1
TITON,46.71206111,-120.74186667,ENROUTE_WAYPOINT,USA,1
TITTO,27.43510833,-99.46848333,TERMINAL_WAYPOINT,USA,1
TITUY,59.53337222,-157.45587222,TERMINAL_WAYPOINT,CAN,1
TIUTE,41.85636389,-71.07101667,ENROUTE_WAYPOINT,USA,1
TIVDE,44.37718333,-89.35515,TERMINAL_WAYPOINT,USA,1
TIVEE,32.55166389,-91.9125,TERMINAL_WAYPOINT,USA,1
TIVIE,7.07354167,171.31137222,ENROUTE_WAYPOINT,USA,1
TIVIL,35.02221944,-82.34396389,TERMINAL_WAYPOINT,USA,1
TIVLE,32.36168889,-99.84088889,ENROUTE_WAYPOINT,USA,1
TIVME,43.57127778,-72.96493056,ENROUTE_WAYPOINT,USA,1
TIVNE,40.17483889,-77.01410278,TERMINAL_WAYPOINT,USA,1
TIVOY,38.86238889,-93.71793611,TERMINAL_WAYPOINT,USA,1
TIVPE,39.52931389,-110.80355,TERMINAL_WAYPOINT,USA,1
TIVRE,41.00956389,-95.98179444,TERMINAL_WAYPOINT,USA,1
TIVSE,64.36699167,-165.42908611,ENROUTE_WAYPOINT,CAN,1
TIVTE,38.825925,-79.79280833,TERMINAL_WAYPOINT,USA,1
TIVUC,41.930525,-76.43810278,ENROUTE_WAYPOINT,USA,1
TIVYO,29.653025,-97.98065556,TERMINAL_WAYPOINT,USA,1
TIWEP,44.79401389,-121.15335556,TERMINAL_WAYPOINT,USA,1
TIWRO,42.49087778,-88.15135556,TERMINAL_WAYPOINT,USA,1
TIXFO,30.88546389,-97.74097778,TERMINAL_WAYPOINT,USA,1
TIXIE,32.01431111,-111.06764722,TERMINAL_WAYPOINT,USA,1
TIYCO,39.20293889,-85.62261111,TERMINAL_WAYPOINT,USA,1
TIYDU,39.36703056,-75.19011667,TERMINAL_WAYPOINT,USA,1
TIYGO,33.51740278,-94.06212778,TERMINAL_WAYPOINT,USA,1
TIYNU,29.67533333,-90.58903056,ENROUTE_WAYPOINT,USA,1
TIYOB,28.0671,-82.32156667,TERMINAL_WAYPOINT,USA,1
TIYOK,44.36100556,-95.89476667,ENROUTE_WAYPOINT,USA,1
TIYOS,47.77190833,-116.83708333,TERMINAL_WAYPOINT,USA,1
TIYOT,44.99141111,-123.48716944,ENROUTE_WAYPOINT,USA,1
TIYOY,40.02382222,-82.83252778,TERMINAL_WAYPOINT,USA,1
TIYUL,42.45466389,-75.156325,TERMINAL_WAYPOINT,USA,1
TIYUN,31.04001944,-85.82211111,TERMINAL_WAYPOINT,USA,1
TIYUP,37.97222778,-88.38565278,TERMINAL_WAYPOINT,USA,1
TIYUR,36.961875,-91.47899167,TERMINAL_WAYPOINT,USA,1
TIYUS,38.92048333,-75.59339167,ENROUTE_WAYPOINT,USA,1
TIYUT,47.84192222,-114.47277222,TERMINAL_WAYPOINT,USA,1
TIYVO,41.35165,-97.36655833,TERMINAL_WAYPOINT,USA,1
TIZHO,46.59508889,-117.21656111,TERMINAL_WAYPOINT,USA,1
TIZIE,33.03957778,-117.40866667,TERMINAL_WAYPOINT,USA,1
TIZRA,32.38069444,-83.18189167,TERMINAL_WAYPOINT,USA,1
TIZRO,28.08923889,-82.14047222,ENROUTE_WAYPOINT,USA,1
TIZTO,48.17348611,-100.98291389,TERMINAL_WAYPOINT,USA,1
TIZZY,33.33680556,-84.0136,TERMINAL_WAYPOINT,USA,1
TJANO,28.816825,-98.869425,ENROUTE_WAYPOINT,USA,1
TJAYS,44.505375,-72.6605,TERMINAL_WAYPOINT,USA,1
TJAYY,42.31033889,-70.96589167,TERMINAL_WAYPOINT,USA,1
TKDWN,33.62723889,-117.80357778,TERMINAL_WAYPOINT,USA,1
TKILA,35.19233611,-106.81036111,TERMINAL_WAYPOINT,USA,1
TKMAN,42.58193611,-71.18088611,TERMINAL_WAYPOINT,USA,1
TKNIQ,29.23930278,-94.46616111,ENROUTE_WAYPOINT,USA,1
TLBAT,45.57530556,-94.34087778,ENROUTE_WAYPOINT,USA,1
TLGUY,40.70812222,-79.90441944,ENROUTE_WAYPOINT,USA,1
TLLAK,39.64281667,-119.90293333,TERMINAL_WAYPOINT,USA,1
TLMAN,33.45929167,-112.25245833,TERMINAL_WAYPOINT,USA,1
TLRID,39.54139167,-105.19173333,TERMINAL_WAYPOINT,USA,1
TMAAC,36.40401667,-78.265675,TERMINAL_WAYPOINT,USA,1
TMACC,38.66736111,-123.51914167,ENROUTE_WAYPOINT,USA,1
TMACK,33.31911389,-108.04576944,ENROUTE_WAYPOINT,USA,1
TMALE,34.41666667,-108.63333333,TERMINAL_WAYPOINT,USA,1
TMALL,32.59168611,-85.33181111,TERMINAL_WAYPOINT,USA,1
TMATO,41.64799722,-87.571625,TERMINAL_WAYPOINT,USA,1
TMBER,41.36364167,-95.89426389,TERMINAL_WAYPOINT,USA,1
TMBIT,42.03883889,-83.22579444,TERMINAL_WAYPOINT,USA,1
TMBOB,47.17582222,-120.93671389,ENROUTE_WAYPOINT,USA,1
TMBOY,38.00258333,-108.14134444,TERMINAL_WAYPOINT,USA,1
TMBRS,44.80036944,-122.68850833,TERMINAL_WAYPOINT,USA,1
TMCAT,32.64135556,-117.17142778,TERMINAL_WAYPOINT,USA,1
TMFAB,31.78770278,-106.45845278,ENROUTE_WAYPOINT,USA,1
TMHWK,30.35285278,-84.35836667,TERMINAL_WAYPOINT,USA,1
TMIKA,31.33424167,-96.1445,ENROUTE_WAYPOINT,USA,1
TMILS,42.62648889,-79.32458056,ENROUTE_WAYPOINT,USA,1
TMMEL,35.87328333,-84.99052222,ENROUTE_WAYPOINT,USA,1
TMORE,38.72655,-84.68504167,TERMINAL_WAYPOINT,USA,1
TMPLE,39.26803611,-111.69535833,TERMINAL_WAYPOINT,USA,1
TMPSN,35.78098333,-84.97865278,ENROUTE_WAYPOINT,USA,1
TMRAA,41.274325,-88.79391667,TERMINAL_WAYPOINT,USA,1
TMRAK,39.38368056,-119.915575,TERMINAL_WAYPOINT,USA,1
TMSON,61.04349444,-145.13073056,TERMINAL_WAYPOINT,CAN,1
TMTOM,42.28663889,-83.28098333,TERMINAL_WAYPOINT,USA,1
TNAKY,58.05723056,-135.05843333,ENROUTE_WAYPOINT,CAN,1
TNDRA,44.43918889,-88.24212778,TERMINAL_WAYPOINT,USA,1
TNGAS,55.30737778,-131.63106944,ENROUTE_WAYPOINT,CAN,1
TNINE,38.48444444,-94.77277778,ENROUTE_WAYPOINT,USA,1
TNKEE,41.20308333,-79.19722222,TERMINAL_WAYPOINT,USA,1
TNKER,42.92293056,-82.69418611,ENROUTE_WAYPOINT,USA,1
TNKRR,41.58153056,-73.63522778,ENROUTE_WAYPOINT,USA,1
TNKUS,41.79363889,-114.87744444,ENROUTE_WAYPOINT,USA,1
TNMAN,43.05001667,-85.55380833,TERMINAL_WAYPOINT,USA,1
TNNER,18.433875,-66.19948333,TERMINAL_WAYPOINT,LAM,1
TNNIS,40.87944444,-73.70375833,TERMINAL_WAYPOINT,USA,1
TNNIT,36.41392222,-115.38978333,ENROUTE_WAYPOINT,USA,1
TNPIN,34.37195,-79.71866944,TERMINAL_WAYPOINT,USA,1
TNSEN,25.34238056,-80.25999444,ENROUTE_WAYPOINT,USA,1
TNSLY,35.09493889,-82.00031667,ENROUTE_WAYPOINT,USA,1
TNTOE,34.95433056,-106.55215278,TERMINAL_WAYPOINT,USA,1
TNUCK,42.26258333,-71.86610278,ENROUTE_WAYPOINT,USA,1
TNUGE,7.0,137.0,ENROUTE_WAYPOINT,PAC,1
TOADD,36.296,-111.51033611,ENROUTE_WAYPOINT,USA,1
TOADE,40.0856,-111.79976389,TERMINAL_WAYPOINT,USA,1
TOADS,22.76195556,-156.69718333,ENROUTE_WAYPOINT,PAC,1
TOAKS,34.20275556,-118.77861944,ENROUTE_WAYPOINT,USA,1
TOAMY,30.63009722,-97.00287222,ENROUTE_WAYPOINT,USA,1
TOAST,34.11121111,-115.26808611,ENROUTE_WAYPOINT,USA,1
TOBBY,41.76680278,-88.75520278,TERMINAL_WAYPOINT,USA,1
TOBEE,37.78407222,-97.1918,TERMINAL_WAYPOINT,USA,1
TOBEY,38.138425,-117.32180278,TERMINAL_WAYPOINT,USA,1
TOBFE,39.16732778,-89.78855,TERMINAL_WAYPOINT,USA,1
TOBKE,43.88390278,-70.21523611,TERMINAL_WAYPOINT,USA,1
TOBNN,40.64428333,-80.05373611,ENROUTE_WAYPOINT,USA,1
TOBOC,31.58255,-93.23184167,TERMINAL_WAYPOINT,USA,1
TOBOY,59.08973333,-135.35704167,ENROUTE_WAYPOINT,CAN,1
TOBPU,39.53235833,-107.43564722,TERMINAL_WAYPOINT,USA,1
TOBRE,39.29595278,-94.57954167,TERMINAL_WAYPOINT,USA,1
TOBSE,32.67801667,-85.6598,TERMINAL_WAYPOINT,USA,1
TOBUY,40.11721944,-76.31279722,TERMINAL_WAYPOINT,USA,1
TOBVE,33.61940278,-117.282525,ENROUTE_WAYPOINT,USA,1
TOBYN,39.28857778,-94.82151111,TERMINAL_WAYPOINT,USA,1
TOCAR,40.30741667,-80.10277222,TERMINAL_WAYPOINT,USA,1
TOCBU,45.37736944,-122.85020278,TERMINAL_WAYPOINT,USA,1
TOCCO,29.15736111,-99.73878333,ENROUTE_WAYPOINT,USA,1
TOCDU,39.97989444,-94.90691111,TERMINAL_WAYPOINT,USA,1
TOCKY,41.45277778,-90.77578611,TERMINAL_WAYPOINT,USA,1
TOCOB,28.19865278,-82.23569167,TERMINAL_WAYPOINT,USA,1
TOCOD,32.86611111,-117.22888889,TERMINAL_WAYPOINT,USA,1
TOCOG,13.43583333,144.70495,ENROUTE_WAYPOINT,PAC,1
TOCOK,34.68858889,-91.57515833,TERMINAL_WAYPOINT,USA,1
TOCOP,28.75973333,-82.32364722,TERMINAL_WAYPOINT,USA,1
TOCOR,33.09661667,-116.879,ENROUTE_WAYPOINT,USA,1
TOCOS,39.959,-123.17456389,ENROUTE_WAYPOINT,USA,1
TOCOT,64.29913333,-163.028,TERMINAL_WAYPOINT,CAN,1
TOCUB,40.49992778,-74.29056111,TERMINAL_WAYPOINT,USA,1
TOCUD,44.06465278,-110.13844444,ENROUTE_WAYPOINT,USA,1
TOCUK,40.38656944,-76.57663333,ENROUTE_WAYPOINT,USA,1
TOCUT,37.465775,-105.96515833,TERMINAL_WAYPOINT,USA,1
TOCUV,36.72789167,-83.61892778,TERMINAL_WAYPOINT,USA,1
TOCUY,48.34798333,-122.76478056,ENROUTE_WAYPOINT,USA,1
TOCYU,43.594375,-111.98638056,TERMINAL_WAYPOINT,USA,1
TODAE,48.38127778,-124.59783611,ENROUTE_WAYPOINT,USA,1
TODCO,67.01504167,-146.33542778,TERMINAL_WAYPOINT,CAN,1
TODDE,38.25210278,-103.61650833,ENROUTE_WAYPOINT,USA,1
TODDO,41.84232222,-95.35872222,ENROUTE_WAYPOINT,USA,1
TODDR,37.23275556,-98.03772778,TERMINAL_WAYPOINT,USA,1
TODDS,29.57349722,-89.34144722,ENROUTE_WAYPOINT,USA,1
TODDY,42.28631944,-89.07825833,TERMINAL_WAYPOINT,USA,1
TODEE,45.91163889,-94.10623889,ENROUTE_WAYPOINT,USA,1
TODEN,35.75221944,-80.12179444,ENROUTE_WAYPOINT,USA,1
TODME,61.89316667,-150.13183333,TERMINAL_WAYPOINT,CAN,1
TODNE,30.18848611,-91.93765,TERMINAL_WAYPOINT,USA,1
TODOE,35.51621944,-97.38200278,ENROUTE_WAYPOINT,USA,1
TODOY,42.30338056,-76.24393889,TERMINAL_WAYPOINT,USA,1
TODRE,33.440275,-111.74118611,TERMINAL_WAYPOINT,USA,1
TODRT,45.8918,-95.426925,TERMINAL_WAYPOINT,USA,1
TODSE,34.42455833,-77.79152222,ENROUTE_WAYPOINT,USA,1
TODUE,32.9338,-115.36083056,TERMINAL_WAYPOINT,USA,1
TODVE,41.17823889,-105.13433056,TERMINAL_WAYPOINT,USA,1
TOEBE,40.98319444,-73.82853611,ENROUTE_WAYPOINT,USA,1
TOEDO,41.07176389,-73.54899167,TERMINAL_WAYPOINT,USA,1
TOEGO,47.69215,-92.91698611,ENROUTE_WAYPOINT,USA,1
TOENE,39.04646389,-84.74646944,TERMINAL_WAYPOINT,USA,1
TOENY,41.530875,-98.67835556,TERMINAL_WAYPOINT,USA,1
TOESS,17.56666667,143.83333333,ENROUTE_WAYPOINT,PAC,1
TOETO,33.84353333,-117.22353611,ENROUTE_WAYPOINT,USA,1
TOFBO,41.62658333,-109.34505556,TERMINAL_WAYPOINT,USA,1
TOFFY,42.57479444,-83.00516944,TERMINAL_WAYPOINT,USA,1
TOFGY,38.63725833,-91.02462222,TERMINAL_WAYPOINT,USA,1
TOFLY,32.89067778,-96.90911389,TERMINAL_WAYPOINT,USA,1
TOFTS,36.93024444,-83.03651944,TERMINAL_WAYPOINT,USA,1
TOFUS,33.79150833,-117.86316389,ENROUTE_WAYPOINT,USA,1
TOFUU,41.81522778,-107.67013611,TERMINAL_WAYPOINT,USA,1
TOFYE,61.63483333,-150.924,ENROUTE_WAYPOINT,CAN,1
TOGAE,47.61058333,-122.37068611,TERMINAL_WAYPOINT,USA,1
TOGAH,39.00035833,-76.52761667,TERMINAL_WAYPOINT,USA,1
TOGAS,37.01451389,-94.33761944,TERMINAL_WAYPOINT,USA,1
TOGBE,32.92481944,-85.11953889,TERMINAL_WAYPOINT,USA,1
TOGDE,39.95490556,-82.96889167,ENROUTE_WAYPOINT,USA,1
TOGGU,64.52133611,-165.513575,TERMINAL_WAYPOINT,CAN,1
TOGIE,33.14006944,-106.17754722,ENROUTE_WAYPOINT,USA,1
TOGJU,40.336875,-78.30509444,TERMINAL_WAYPOINT,USA,1
TOGKU,31.10535833,-81.56595,ENROUTE_WAYPOINT,USA,1
TOGLE,45.39215,-122.68781667,ENROUTE_WAYPOINT,USA,1
TOGOC,41.35544444,-87.52825,TERMINAL_WAYPOINT,USA,1
TOGQO,42.70794444,-94.00646944,TERMINAL_WAYPOINT,USA,1
TOGRE,43.79228611,-111.25520833,TERMINAL_WAYPOINT,USA,1
TOGUE,30.08786944,-100.28639167,TERMINAL_WAYPOINT,USA,1
TOHCI,29.66793611,-81.44825,TERMINAL_WAYPOINT,USA,1
TOHER,41.395375,-73.41277778,TERMINAL_WAYPOINT,USA,1
TOHNY,29.545425,-98.68918889,TERMINAL_WAYPOINT,USA,1
TOHQU,35.06664722,-111.74756389,TERMINAL_WAYPOINT,USA,1
TOILS,43.44334167,-115.86755556,TERMINAL_WAYPOINT,USA,1
TOING,33.61922222,-117.89234722,ENROUTE_WAYPOINT,USA,1
TOJAM,40.05753333,-107.66614167,ENROUTE_WAYPOINT,USA,1
TOJVU,34.45151111,-85.74288889,ENROUTE_WAYPOINT,USA,1
TOJXE,34.66116111,-86.03039444,ENROUTE_WAYPOINT,USA,1
TOKAY,40.10295833,-84.70009722,TERMINAL_WAYPOINT,USA,1
TOKBE,45.63196389,-110.94969722,TERMINAL_WAYPOINT,USA,1
TOKEE,55.9125,-133.37880833,ENROUTE_WAYPOINT,CAN,1
TOKEN,33.73390556,-99.26130556,TERMINAL_WAYPOINT,USA,1
TOKIE,38.15254167,-100.36693611,ENROUTE_WAYPOINT,USA,1
TOKIO,35.38813889,-121.15055556,TERMINAL_WAYPOINT,USA,1
TOKKN,56.79824444,-132.963075,ENROUTE_WAYPOINT,CAN,1
TOKKU,40.69243056,-99.79113889,ENROUTE_WAYPOINT,USA,1
TOKOC,41.69998056,-86.58390278,TERMINAL_WAYPOINT,USA,1
TOKOE,32.70766944,-117.08303056,TERMINAL_WAYPOINT,USA,1
TOKRE,31.81001667,-102.39722222,TERMINAL_WAYPOINT,USA,1
TOKSE,48.39858056,-122.269925,TERMINAL_WAYPOINT,USA,1
TOKUC,30.07596389,-82.368975,TERMINAL_WAYPOINT,USA,1
TOKUY,32.4199,-94.75379722,TERMINAL_WAYPOINT,USA,1
TOLAN,40.36607222,-74.42298889,ENROUTE_WAYPOINT,USA,1
TOLBY,29.70645833,-82.20111389,TERMINAL_WAYPOINT,USA,1
TOLCA,41.14706667,-89.12021667,TERMINAL_WAYPOINT,USA,1
TOLCI,60.87110556,-155.88153889,ENROUTE_WAYPOINT,CAN,1
TOLDE,34.22006111,-103.17793611,ENROUTE_WAYPOINT,USA,1
TOLEE,31.20684444,-84.86758056,TERMINAL_WAYPOINT,USA,1
TOLGA,45.88111667,-118.21090833,ENROUTE_WAYPOINT,USA,1
TOLIE,34.87593889,-117.96225556,ENROUTE_WAYPOINT,USA,1
TOLKN,37.13045556,-97.21918056,TERMINAL_WAYPOINT,USA,1
TOLLA,34.07878889,-117.53730833,TERMINAL_WAYPOINT,USA,1
TOLLO,65.10323889,-148.97619444,ENROUTE_WAYPOINT,CAN,1
