t,f5_lat,f5_lon,f5_alt_ft
0,39.6369957589119,-81.82224888730305,34000.0
300,40.207333162653,-82.12972444365157,29000.0
600,40.498300000000086,-82.4372,24000.0
900,41.748300000000086,-82.7972,19000.0
