t,f6_lat,f6_lon,f6_alt_ft
0,42.614828747520555,-80.38386582210703,36000.0
300,42.442615094475656,-80.67022436658023,31000.0
600,42.46524172756223,-80.97750271120336,26000.0
900,42.362366071701274,-81.26386125567656,26000.0
1200,42.362366071701274,-81.55021980014976,21000.0
1500,42.24674902277445,-81.90771036388153,16000.0
1800,42.49674902277445,-82.24929999999996,13000.0
2100,42.4165,-82.60929999999996,8000.0
