region_id,n_pixels,min_lat,max_lat,min_lon,max_lon,centroid_lat,centroid_lon,t_minutes,shift_meters
1,0,-0.13957435318573716,-0.13957435318573716,0.0,0.0,-0.13957435318573716,0.0,10,15433.333333333332
13,0,-0.13957435318573716,-0.13957435318573716,0.0,0.0,-0.13957435318573716,0.0,10,15433.333333333332
14,0,-0.13957435318573716,-0.13957435318573716,0.0,0.0,-0.13957435318573716,0.0,10,15433.333333333332
18,0,-0.13957435318573716,-0.13957435318573716,0.0,0.0,-0.13957435318573716,0.0,10,15433.333333333332
25,0,-0.13957435318573716,-0.13957435318573716,0.0,0.0,-0.13957435318573716,0.0,10,15433.333333333332
29,0,-0.13957435318573716,-0.13957435318573716,0.0,0.0,-0.13957435318573716,0.0,10,15433.333333333332
33,0,-0.13957435318573716,-0.13957435318573716,0.0,0.0,-0.13957435318573716,0.0,10,15433.333333333332
34,0,-0.13957435318573716,-0.13957435318573716,0.0,0.0,-0.13957435318573716,0.0,10,15433.333333333332
49,0,-0.13957435318573716,-0.13957435318573716,0.0,0.0,-0.13957435318573716,0.0,10,15433.333333333332
60,0,-0.13957435318573716,-0.13957435318573716,0.0,0.0,-0.13957435318573716,0.0,10,15433.333333333332
66,0,-0.13957435318573716,-0.13957435318573716,0.0,0.0,-0.13957435318573716,0.0,10,15433.333333333332
72,0,-0.13957435318573716,-0.13957435318573716,0.0,0.0,-0.13957435318573716,0.0,10,15433.333333333332
86,0,-0.13957435318573716,-0.13957435318573716,0.0,0.0,-0.13957435318573716,0.0,10,15433.333333333332
87,0,-0.13957435318573716,-0.13957435318573716,0.0,0.0,-0.13957435318573716,0.0,10,15433.333333333332
88,0,-0.13957435318573716,-0.13957435318573716,0.0,0.0,-0.13957435318573716,0.0,10,15433.333333333332
90,0,-0.13957435318573716,-0.13957435318573716,0.0,0.0,-0.13957435318573716,0.0,10,15433.333333333332
106,0,-0.13957435318573716,-0.13957435318573716,0.0,0.0,-0.13957435318573716,0.0,10,15433.333333333332
113,0,-0.13957435318573716,-0.13957435318573716,0.0,0.0,-0.13957435318573716,0.0,10,15433.333333333332
119,0,-0.13957435318573716,-0.13957435318573716,0.0,0.0,-0.13957435318573716,0.0,10,15433.333333333332
124,0,-0.13957435318573716,-0.13957435318573716,0.0,0.0,-0.13957435318573716,0.0,10,15433.333333333332
126,0,-0.13957435318573716,-0.13957435318573716,0.0,0.0,-0.13957435318573716,0.0,10,15433.333333333332
140,0,-0.13957435318573716,-0.13957435318573716,0.0,0.0,-0.13957435318573716,0.0,10,15433.333333333332
149,0,-0.13957435318573716,-0.13957435318573716,0.0,0.0,-0.13957435318573716,0.0,10,15433.333333333332
