t,f1_lat,f1_lon,f1_alt_ft,f2_lat,f2_lon,f2_alt_ft,f3_lat,f3_lon,f3_alt_ft,f4_lat,f4_lon,f4_alt_ft,f5_lat,f5_lon,f5_alt_ft,f6_lat,f6_lon,f6_alt_ft,f7_lat,f7_lon,f7_alt_ft,f8_lat,f8_lon,f8_alt_ft,f9_lat,f9_lon,f9_alt_ft,f10_lat,f10_lon,f10_alt_ft
0,39.47175240790911,-82.14025171480814,38615.59306899031,40.86920257296341,-80.6742174694934,36000.0,43.07999684681137,-86.2250655561133,37000.0,40.67817474259276,-80.77980736821634,34000.0,39.6369957589119,-81.82224888730305,34000.0,42.614828747520555,-80.38386582210703,36000.0,39.99806,-84.75528,27000.0,42.50731322223179,-86.33884182906013,35000.0,40.66556279062902,-85.91943392407536,37000.0,41.87180481222802,-86.33200477447754,35000.0
60,39.60916139107023,-82.25546896435094,33615.59306899031,40.86920257296341,-80.6742174694934,36000.0,43.07999684681137,-86.2250655561133,37000.0,40.67817474259276,-80.77980736821634,34000.0,39.6369957589119,-81.82224888730305,34000.0,42.614828747520555,-80.38386582210703,36000.0,39.99806,-84.75528,27000.0,42.50731322223179,-86.33884182906013,35000.0,40.66556279062902,-85.91943392407536,37000.0,41.87180481222802,-86.33200477447754,35000.0
120,40.423,-82.5805,28615.59306899031,40.86920257296341,-80.6742174694934,36000.0,43.07999684681137,-86.2250655561133,37000.0,40.67817474259276,-80.77980736821634,34000.0,39.6369957589119,-81.82224888730305,34000.0,42.614828747520555,-80.38386582210703,36000.0,39.99806,-84.75528,27000.0,42.50731322223179,-86.33884182906013,35000.0,40.66556279062902,-85.91943392407536,37000.0,41.87180481222802,-86.33200477447754,35000.0
180,41.673,-82.9405,23615.59306899031,40.86920257296341,-80.6742174694934,36000.0,43.07999684681137,-86.2250655561133,37000.0,40.67817474259276,-80.77980736821634,34000.0,39.6369957589119,-81.82224888730305,34000.0,42.614828747520555,-80.38386582210703,36000.0,39.99806,-84.75528,27000.0,42.50731322223179,-86.33884182906013,35000.0,40.66556279062902,-85.91943392407536,37000.0,41.87180481222802,-86.33200477447754,35000.0
240,41.673,-82.9405,23615.59306899031,41.05679543537278,-80.97798810212001,35000.0,43.07999684681137,-86.2250655561133,37000.0,40.67817474259276,-80.77980736821634,34000.0,39.6369957589119,-81.82224888730305,34000.0,42.614828747520555,-80.38386582210703,36000.0,39.99806,-84.75528,27000.0,42.50731322223179,-86.33884182906013,35000.0,40.66556279062902,-85.91943392407536,37000.0,41.87180481222802,-86.33200477447754,35000.0
300,41.673,-82.94049999999994,23615.59306899031,41.05679543537278,-81.30987341843331,30000.0,43.07999684681137,-86.2250655561133,37000.0,40.67817474259276,-80.77980736821634,34000.0,39.6369957589119,-81.82224888730305,34000.0,42.614828747520555,-80.38386582210703,36000.0,39.99806,-84.75528,27000.0,42.50731322223179,-86.33884182906013,35000.0,40.66556279062902,-85.91943392407536,37000.0,41.87180481222802,-86.33200477447754,35000.0
360,41.673,-82.9405,23615.59306899031,41.17912437754452,-81.64175873474665,25000.0,43.07999684681137,-86.2250655561133,37000.0,40.67817474259276,-80.77980736821634,34000.0,39.6369957589119,-81.82224888730305,34000.0,42.614828747520555,-80.38386582210703,36000.0,39.99806,-84.75528,27000.0,42.50731322223179,-86.33884182906013,35000.0,40.66556279062902,-85.91943392407536,37000.0,41.87180481222802,-86.33200477447754,35000.0
420,41.673,-82.94049999999993,23615.59306899031,41.38533226898171,-81.88929999999996,20000.0,43.07999684681137,-86.2250655561133,37000.0,40.67817474259276,-80.77980736821634,34000.0,39.6369957589119,-81.82224888730305,34000.0,42.614828747520555,-80.38386582210703,36000.0,39.99806,-84.75528,27000.0,42.50731322223179,-86.33884182906013,35000.0,40.66556279062902,-85.91943392407536,37000.0,41.87180481222802,-86.33200477447754,35000.0
480,41.673,-82.9405,23615.59306899031,41.795335768121404,-82.24929999999996,15000.0,43.07999684681137,-86.2250655561133,37000.0,40.67817474259276,-80.77980736821634,34000.0,39.6369957589119,-81.82224888730305,34000.0,42.614828747520555,-80.38386582210703,36000.0,39.99806,-84.75528,27000.0,42.50731322223179,-86.33884182906013,35000.0,40.66556279062902,-85.91943392407536,37000.0,41.87180481222802,-86.33200477447754,35000.0
540,41.673,-82.9404999999999,23615.59306899031,42.4165,-82.60929999999996,10000.0,43.07999684681137,-86.2250655561133,37000.0,40.67817474259276,-80.77980736821634,34000.0,39.6369957589119,-81.82224888730305,34000.0,42.614828747520555,-80.38386582210703,36000.0,39.99806,-84.75528,27000.0,42.50731322223179,-86.33884182906013,35000.0,40.66556279062902,-85.91943392407536,37000.0,41.87180481222802,-86.33200477447754,35000.0
