t,f1_lat,f1_lon,f1_alt_ft,f2_lat,f2_lon,f2_alt_ft
0.0,38.84306,-82.03972,37000.0,38.83194,-82.03778,39000.0
30.0,38.88456342857143,-82.05054114285714,36973.68421052631,38.87252657142857,-82.05067600000001,39000.0
60.0,38.926066857142864,-82.06136228571428,36947.368421052626,38.91311314285714,-82.06357200000002,39000.0
90.0,38.9675702857141,-82.07218342857166,36921.05263157904,38.95369971428584,-82.0764679999998,39000.0
120.0,39.009073714285535,-82.0830045714288,36894.736842105354,38.99428628571441,-82.08936399999982,39000.0
150.0,39.050577142856966,-82.09382571428594,36868.42105263167,39.03487285714298,-82.10225999999983,39000.0
180.0,39.0920805714284,-82.10464685714308,36842.10526315798,39.07545942857155,-82.11515599999984,39000.0
210.0,39.13358399999983,-82.11546800000022,36815.78947368429,39.11604600000012,-82.12805199999985,39000.0
240.0,39.17508742857126,-82.12628914285736,36789.47368421061,39.15663257142869,-82.14094799999987,39000.0
270.0,39.21659085714269,-82.1371102857145,36763.15789473692,39.19721914285726,-82.15384399999988,39000.0
300.0,39.25809428571412,-82.14793142857164,36736.84210526323,39.23780571428583,-82.16673999999989,39000.0
330.0,39.299597714285554,-82.15875257142878,36710.526315789546,39.278392285714396,-82.1796359999999,39000.0
360.0,39.341101142856985,-82.16957371428592,36684.21052631586,39.318978857142966,-82.19253199999991,39000.0
390.0,39.382604571428416,-82.18039485714306,36657.89473684217,39.359565428571536,-82.20542799999993,39000.0
420.0,39.42410799999985,-82.1912160000002,36631.578947368485,39.400152000000105,-82.21832399999994,39000.0
450.0,39.46561142857128,-82.20203714285734,36605.2631578948,39.440738571428675,-82.23121999999995,39000.0
480.0,39.50711485714271,-82.21285828571447,36578.94736842111,39.481325142857244,-82.24411599999996,39000.0
510.0,39.54861828571414,-82.22367942857161,36552.631578947425,39.521911714285814,-82.25701199999997,39000.0
540.0,39.59012171428557,-82.23450057142875,36526.31578947374,39.56249828571438,-82.26990799999999,39000.0
570.0,39.631625142857004,-82.2453217142859,36500.0,39.60308485714295,-82.282804,39000.0
600.0,39.673128571428435,-82.25614285714303,36473.684210526364,39.64367142857152,-82.29570000000001,39000.0
630.0,39.71463199999987,-82.26696400000017,36447.36842105268,39.68425800000009,-82.30859600000002,39000.0
660.0,39.7561354285713,-82.27778514285731,36421.05263157899,39.72484457142866,-82.32149200000003,39000.0
690.0,39.79763885714273,-82.28860628571445,36394.7368421053,39.76543114285723,-82.33438800000005,39000.0
720.0,39.83914228571416,-82.29942742857159,36368.42105263162,39.8060177142858,-82.34728400000006,39000.0
750.0,39.88064571428559,-82.31024857142873,36342.10526315793,39.84660428571437,-82.36018000000007,39000.0
780.0,39.92214914285702,-82.32106971428587,36315.78947368424,39.88719085714294,-82.37307600000008,39000.0
810.0,39.963652571428455,-82.33189085714301,36289.473684210556,39.92777742857151,-82.3859720000001,39000.0
840.0,40.005155999999886,-82.34271200000015,36263.15789473687,39.96836400000008,-82.3988680000001,39000.0
870.0,40.04665942857132,-82.35353314285729,36236.84210526318,40.00895057142865,-82.41176400000012,39000.0
900.0,40.08816285714275,-82.36435428571443,36210.526315789495,40.04953714285722,-82.42466000000013,39000.0
930.0,40.12966628571418,-82.37517542857157,36184.21052631581,40.09012371428579,-82.43755600000014,39000.0
960.0,40.17116971428561,-82.3859965714287,36157.89473684212,40.13071028571436,-82.45045200000015,39000.0
990.0,40.21267314285704,-82.39681771428585,36131.578947368434,40.17129685714293,-82.46334800000017,39000.0
1020.0,40.254176571428474,-82.40763885714298,36105.26315789475,40.2118834285715,-82.47624400000018,39000.0
1050.0,40.295679999999905,-82.41846000000012,36078.94736842106,40.252470000000066,-82.48914000000019,39000.0
1080.0,40.337183428571336,-82.42928114285726,36052.631578947374,40.293056571428636,-82.5020360000002,39000.0
1110.0,40.37868685714277,-82.4401022857144,36026.31578947369,40.333643142857206,-82.51493200000021,39000.0
1140.0,40.4201902857142,-82.45092342857154,36000.0,40.374229714285775,-82.52782800000023,39000.0
1170.0,40.46169371428563,-82.46174457142868,36000.0,40.414816285714345,-82.54072400000024,39000.0
1200.0,40.50319714285706,-82.47256571428582,36000.0,40.455402857142914,-82.55362000000025,39000.0
1230.0,40.54470057142849,-82.48338685714296,36000.0,40.495989428571484,-82.56651600000026,38000.0
1260.0,40.586203999999924,-82.4942080000001,36000.0,40.53657600000005,-82.57941200000027,38000.0
1290.0,40.627707428571355,-82.50502914285724,36000.0,40.57716257142862,-82.59230800000029,37000.0
1320.0,40.66921085714279,-82.51585028571438,36000.0,40.61774914285719,-82.6052040000003,36000.0
1350.0,40.71071428571422,-82.52667142857152,35000.0,40.65833571428576,-82.61810000000031,35000.0
1380.0,40.75221771428565,-82.53749257142866,34000.0,40.69892228571433,-82.63099600000032,34000.0
1410.0,40.79372114285708,-82.5483137142858,33000.0,40.7395088571429,-82.64389200000033,33000.0
1440.0,40.83522457142851,-82.55913485714294,32000.0,40.78009542857147,-82.65678800000035,32000.0
1470.0,40.87672799999994,-82.56995600000008,31000.0,40.82068200000004,-82.66968400000036,31000.0
1500.0,40.918231428571374,-82.58077714285722,30000.0,40.86126857142861,-82.68258000000037,30000.0
1530.0,40.959734857142806,-82.59159828571435,29000.0,40.90185514285718,-82.69547600000038,29000.0
1560.0,41.00123828571424,-82.6024194285715,28000.0,40.94244171428575,-82.7083720000004,28000.0
1590.0,41.04274171428567,-82.61324057142863,27000.0,40.98302828571432,-82.7212680000004,27000.0
1620.0,41.0842451428571,-82.62406171428577,26000.0,41.02361485714289,-82.73416400000042,26000.0
1650.0,41.12574857142853,-82.63488285714291,25000.0,41.06420142857146,-82.74706000000043,25000.0
1680.0,41.16725199999996,-82.64570400000005,24000.0,41.10478800000003,-82.75995600000044,24000.0
1710.0,41.20875542857139,-82.65652514285719,23000.0,41.1453745714286,-82.77285200000046,23000.0
1740.0,41.250258857142825,-82.66734628571433,22000.0,41.18596114285717,-82.78574800000047,22000.0
1770.0,41.291762285714256,-82.67816742857147,21000.0,41.226547714285736,-82.79864400000048,21000.0
1800.0,41.33326571428569,-82.68898857142861,20000.0,41.267134285714306,-82.81154000000049,20000.0
1830.0,41.37476914285712,-82.69980971428575,19000.0,41.307720857142876,-82.8244360000005,19000.0
1860.0,41.41627257142855,-82.71063085714289,18000.0,41.348307428571445,-82.83733200000052,18000.0
1890.0,41.45777599999998,-82.72145200000003,17000.0,41.388894000000015,-82.85022800000053,17000.0
1920.0,41.49927942857141,-82.73227314285717,16000.0,41.429480571428584,-82.86312400000054,16000.0
1950.0,41.540782857142844,-82.7430942857143,15000.0,41.470067142857154,-82.87602000000055,15000.0
1980.0,41.582286285714275,-82.75391542857145,14000.0,41.51065371428572,-82.88891600000056,14000.0
2010.0,41.62378971428571,-82.76473657142859,13000.0,41.55124028571429,-82.90181200000058,13000.0
2040.0,41.66529314285714,-82.77555771428572,12000.0,41.59182685714286,-82.91470800000059,12000.0
2070.0,41.70679657142857,-82.78637885714286,11000.0,41.63241342857143,-82.9276040000006,11000.0
2100.0,41.7483,-82.7972,10000.0,41.673,-82.94050000000061,10000.0
