t,f1_lat,f1_lon,f1_alt_ft,f2_lat,f2_lon,f2_alt_ft
0.0,39.471957,-82.139821,34843.470164,39.471965,-82.139803,34406.851392
30.0,39.54532510000001,-82.1665103,34015.35449186667,39.547842833333334,-82.16171623333334,33593.28967893333
60.0,39.61869320000001,-82.1931996,33187.238819733335,39.62372066666667,-82.18362946666667,32779.72796586667
90.0,39.692061299999914,-82.21988890000006,32359.123147599974,39.69959850000002,-82.20554269999997,31966.166252799972
120.0,39.76542939999992,-82.24657820000006,31531.007475466642,39.77547633333336,-82.2274559333333,31152.604539733307
150.0,39.83879749999992,-82.27326750000006,30702.89180333331,39.851354166666695,-82.24936916666664,30339.042826666642
180.0,39.91216559999992,-82.29995680000006,29874.77613119998,39.92723200000003,-82.27128239999998,29525.481113599977
210.0,39.98553369999993,-82.32664610000006,29046.660459066647,40.00310983333337,-82.29319563333331,28711.919400533312
240.0,40.05890179999993,-82.35333540000006,28218.544786933315,40.078987666666706,-82.31510886666665,27898.357687466647
270.0,40.13226989999993,-82.38002470000006,27390.429114799983,40.15486550000004,-82.33702209999998,27084.79597439998
300.0,40.20563799999994,-82.40671400000006,26562.31344266665,40.23074333333338,-82.35893533333332,26271.234261333317
330.0,40.27900609999994,-82.43340330000007,25734.19777053332,40.306621166666716,-82.38084856666666,25457.67254826665
360.0,40.35237419999994,-82.46009260000007,24906.082098399987,40.38249900000005,-82.4027618,24644.110835199986
390.0,40.425742299999946,-82.48678190000007,24077.966426266656,40.45837683333339,-82.42467503333333,23830.54912213332
420.0,40.49911039999995,-82.51347120000007,23249.850754133324,40.534254666666726,-82.44658826666667,23016.987409066656
450.0,40.57247849999995,-82.54016050000007,22421.735081999992,40.61013250000006,-82.4685015,22203.42569599999
480.0,40.645846599999956,-82.56684980000007,21593.61940986666,40.6860103333334,-82.49041473333334,21389.863982933326
510.0,40.71921469999996,-82.59353910000007,20765.50373773333,40.761888166666736,-82.51232796666667,20576.30226986666
540.0,40.79258279999996,-82.62022840000007,19937.388065599996,40.83776600000007,-82.53424120000001,19762.740556799996
570.0,40.865950899999966,-82.64691770000007,19109.272393466665,40.91364383333341,-82.55615443333335,18949.17884373333
600.0,40.93931899999997,-82.67360700000008,18281.156721333333,40.98952166666675,-82.57806766666668,18135.617130666666
630.0,41.01268709999997,-82.70029630000008,17453.0410492,41.06539950000008,-82.59998090000002,17322.0554176
660.0,41.086055199999976,-82.72698560000008,16624.92537706667,41.14127733333342,-82.62189413333336,16508.493704533335
690.0,41.15942329999998,-82.75367490000008,15796.809704933336,41.21715516666676,-82.64380736666669,15694.931991466668
720.0,41.23279139999998,-82.78036420000008,14968.694032800002,41.293033000000094,-82.66572060000003,14881.370278400002
750.0,41.306159499999985,-82.80705350000008,14140.578360666668,41.36891083333343,-82.68763383333336,14067.808565333335
780.0,41.37952759999999,-82.83374280000008,13312.462688533335,41.44478866666677,-82.7095470666667,13254.246852266668
810.0,41.45289569999999,-82.86043210000008,12484.347016400001,41.520666500000104,-82.73146030000004,12440.6851392
840.0,41.526263799999995,-82.88712140000008,11656.231344266667,41.59654433333344,-82.75337353333337,11627.123426133334
870.0,41.5996319,-82.91381070000008,10828.115672133334,41.67242216666678,-82.77528676666671,10813.561713066667
900.0,41.673,-82.94050000000009,10000.0,41.748300000000114,-82.79720000000005,10000.0
