region_id,n_pixels,min_lat,max_lat,min_lon,max_lon,centroid_lat,centroid_lon,t_minutes,shift_meters
1077,2469,41.62999067508164,42.0399905407385,-84.78630241679336,-84.31659886879991,41.869492596812236,-84.54066083909109,5,3858.333333333333
