recTime,acId,coord1,coord2,alt,groundSpeed,rateOfClimb,d_ts,x,y,z,fuel_flow,fuel_used,CO2_flow,H2O_flow,Soot_flow,SOx_flow,NOx_flow,CO_flow,HC_flow,CO2_emitted,H2O_emitted,Soot_emitted,SOx_emitted,NOx_emitted,CO_emitted,HC_emitted
2023-12-22 00:32:22,SWA3201_KBWItoKDTW,40.78222,-81.05278,34000.0,391.0,0.0,12.0,193701.82939939768,-156450.25881385332,10363.2,0.3517579403029601,51.88890332069475,1111.5550913573538,432.66226657264093,0.010552738209088803,0.4221095283635521,2.7158689755560497,3.944896448539704,0.370745726889611,163968.9344933954,63823.351084454545,1.5566670996208423,62.266683984833705,409.9323038041708,525.7249293998046,48.79952047653839
2023-12-22 00:32:32,SWA3201_KBWItoKDTW,40.79083,-81.07556,34000.0,421.0,0.0,10.0,191759.19762149092,-155544.08750789054,10363.2,0.3756721687813715,55.64562500850847,1187.1240533491339,462.07676760108694,0.011270165063441145,0.45080660253764576,3.0822765943008035,3.1146265279067156,0.2808186497291909,175840.17502688675,68444.11876046541,1.6693687502552537,66.77475001021017,440.7550697471788,556.8711946788718,51.6077069738303
2023-12-22 00:32:44,SWA3201_KBWItoKDTW,40.80056,-81.10111,34000.0,394.0,0.0,12.0,189580.71359770643,-154518.9942830172,10363.2,0.3537464901905777,59.8905828907954,1117.8389090022256,435.10818293441054,0.01061239470571733,0.4244957882286932,2.7455906478883203,3.880624479784728,0.36376557627158485,189254.24193491344,73665.41695567835,1.7967174867238616,71.86869946895449,473.70215752183867,603.4386884362885,55.97289388908931
2023-12-22 00:32:56,SWA3201_KBWItoKDTW,40.81056,-81.1275,34000.0,406.0,0.0,12.0,187331.3976433667,-153465.0654263097,10363.2,0.3626662893811377,64.24257836336905,1146.025474444395,446.0795359387994,0.010879988681434132,0.43519954725736526,2.88043572515639,3.5826074401624184,0.33144279519976794,203006.5476282462,79018.37138694394,1.9272773509010712,77.09109403604288,508.26738622371533,646.4299777182375,59.950207431486525
2023-12-22 00:33:08,SWA3201_KBWItoKDTW,40.82028,-81.15333,34000.0,397.0,0.0,12.0,185130.63759612292,-152440.36916335145,10363.2,0.3558166402173057,68.51237804597672,1124.3805830866859,437.654467467286,0.01067449920651917,0.42697996826076684,2.776669195721004,3.8128344608819122,0.35640717550587936,216499.11462528643,84270.22499655138,2.0553713413793013,82.21485365517208,541.5874165723674,692.1839912488205,64.22709353755708
2023-12-22 00:33:20,SWA3201_KBWItoKDTW,40.83,-81.17917,34000.0,397.0,0.0,12.0,182929.65947451646,-151415.03219683692,10363.2,0.3557958643327681,72.78192841796994,1124.3149312915473,437.62891312930475,0.010673875929983043,0.4269550371993217,2.7763737013456598,3.8134013778507754,0.35646899201639026,229990.893800785,89521.77195410304,2.1834578525390977,87.33831410156394,574.9039009885153,737.9448077830298,68.50472144175376
2023-12-22 00:33:32,SWA3201_KBWItoKDTW,40.84,-81.20611,34000.0,413.0,0.0,12.0,180636.01852441917,-150360.21446412476,10363.2,0.3684174027130126,77.20293725052609,1164.1989925731198,453.1534053370055,0.011052522081390377,0.4421008832556151,2.9689470781109284,3.3803847575119974,0.30954963108374667,243961.28171166245,94959.6128181471,2.316088117515782,92.64352470063132,610.5312659258464,778.5094248731738,72.21931701475872
2023-12-22 00:33:44,SWA3201_KBWItoKDTW,40.85,-81.23222,34000.0,403.0,0.0,12.0,178412.84396697697,-149302.95583015378,10363.2,0.3602270176813649,81.52566146270247,1138.317375873113,443.0792317480788,0.010806810530440946,0.43227242121763787,2.843348387823425,3.665423805964992,0.34041895582833753,257621.0902221398,100276.56359912404,2.4457698438810733,97.83079375524298,644.6514465797275,822.4945105447537,76.30434448469876
2023-12-22 00:33:56,SWA3201_KBWItoKDTW,40.86,-81.25861,34000.0,406.0,0.0,12.0,176166.77597606153,-148245.5946994132,10363.2,0.3625650368087124,85.87644190440702,1145.7055163155312,445.9549952747162,0.010876951104261371,0.43507804417045487,2.8789675863646504,3.5855447544173105,0.3317623280517618,271369.5564179262,105628.02354242063,2.57629325713221,103.05173028528844,679.1990576161032,865.5210475977614,80.2854924213199
2023-12-22 00:34:08,SWA3201_KBWItoKDTW,40.87028,-81.28556,34000.0,415.0,0.0,12.0,173873.5438140625,-147157.54611891133,10363.2,0.3700973957180726,90.31761065302389,1169.5077704691093,455.2197967332293,0.011102921871542177,0.4441168748616871,2.99507004126652,3.319577201667162,0.3029725961154524,285403.64966355555,111090.66110321939,2.7095283195907163,108.38113278362869,715.1398981113015,905.3559740177673,83.92116357470533
