t,f1_lat,f1_lon,f1_alt_ft
0.0,43.09239653435184,-86.22098350157782,23000.0
480.0,42.6869,-85.64498350157783,23000.0
960.0,42.6869,-85.06898350157783,23000.0
1440.0,42.6869,-84.53630000000001,21000.0
1920.0,42.6869,-83.9603,13000.0
