region_id,n_pixels,min_lat,max_lat,min_lon,max_lon,centroid_lat,centroid_lon,t_minutes,shift_meters
221,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
225,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
230,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
233,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
242,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
255,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
256,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
261,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
276,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
277,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
282,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
284,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
286,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
287,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
289,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
303,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
307,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
309,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
312,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
318,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
321,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
324,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
325,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
326,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
340,0,-1.0468065001700904,-1.0468065001700904,0.0,0.0,-1.0468065001700904,0.0,25,115750.0
