t,f1_lat,f1_lon,f1_alt_ft,f2_lat,f2_lon,f2_alt_ft,f3_lat,f3_lon,f3_alt_ft,f4_lat,f4_lon,f4_alt_ft,f5_lat,f5_lon,f5_alt_ft,f6_lat,f6_lon,f6_alt_ft,f7_lat,f7_lon,f7_alt_ft,f8_lat,f8_lon,f8_alt_ft,f9_lat,f9_lon,f9_alt_ft,f10_lat,f10_lon,f10_alt_ft,f11_lat,f11_lon,f11_alt_ft,f12_lat,f12_lon,f12_alt_ft,f13_lat,f13_lon,f13_alt_ft,f14_lat,f14_lon,f14_alt_ft,f15_lat,f15_lon,f15_alt_ft
0,43.0803207356399,-80.48181461424942,28423.553857505813,41.994108928704314,-86.34265335310893,27543.622354059535,43.294074706420055,-86.14890431129369,33000.0,41.77142718555955,-86.31708958885297,21000.0,42.044216032458486,-86.3451097215448,27409.124876052483,39.35379799148298,-82.44882117350564,38739.13182022658,40.50556,-85.62667,31900.0,42.500316893113045,-80.3675389087731,30000.0,43.39059666150893,-86.1108835941761,33000.0,39.47299397976529,-82.13763238466804,31000.0,39.44368474347494,-82.19940587271505,36984.0825456992,39.36551787946668,-82.41616891199598,37000.0,40.49139,-85.68306,31000.0,39.39689375178773,-82.32856757995995,34042.42499284907,43.08041453187901,-80.48183794799729,28497.07388501836
600,43.0803207356399,-80.48181461424942,28423.553857505813,41.994108928704314,-86.34265335310893,27543.622354059535,43.294074706420055,-86.14890431129369,33000.0,41.77142718555955,-86.31708958885297,21000.0,42.044216032458486,-86.3451097215448,27409.124876052483,39.35379799148298,-82.44882117350564,38739.13182022658,40.50556,-85.62667,31900.0,42.500316893113045,-80.3675389087731,30000.0,43.39059666150893,-86.1108835941761,33000.0,39.47299397976529,-82.13763238466804,31000.0,39.44368474347494,-82.2205,26984.082545699202,39.36551787946668,-82.41616891199598,37000.0,40.49139,-85.68306,31000.0,39.39689375178773,-82.32856757995995,34042.42499284907,43.08041453187901,-80.48183794799729,28497.07388501836
1200,43.0803207356399,-80.48181461424942,28423.553857505813,41.994108928704314,-86.34265335310893,27543.622354059535,43.294074706420055,-86.14890431129369,33000.0,41.77142718555955,-86.31708958885297,21000.0,42.044216032458486,-86.3451097215448,27409.124876052483,39.35379799148298,-82.44882117350564,38739.13182022658,40.50556,-85.62667,31900.0,42.500316893113045,-80.3675389087731,30000.0,43.39059666150893,-86.1108835941761,33000.0,39.47299397976529,-82.13763238466804,31000.0,41.673,-82.9405,16984.082545699202,39.36559927827688,-82.41663198265874,27000.0,40.49139,-85.68306,31000.0,39.39689375178773,-82.32856757995995,34042.42499284907,43.08041453187901,-80.48183794799729,28497.07388501836
1800,43.0803207356399,-80.48181461424942,28423.553857505813,41.994108928704314,-86.34265335310893,27543.622354059535,43.294074706420055,-86.14890431129369,33000.0,41.77142718555955,-86.31708958885297,21000.0,42.044216032458486,-86.3451097215448,27409.124876052483,39.35379799148298,-82.44882117350564,38739.13182022658,40.50556,-85.62667,31900.0,42.500316893113045,-80.3675389087731,30000.0,43.39059666150893,-86.1108835941761,33000.0,39.47299397976529,-82.13763238466804,31000.0,41.673,-82.94050000000007,16984.082545699202,41.673,-82.9405,17000.0,40.49139,-85.68306,31000.0,39.39689375178773,-82.32856757995995,34042.42499284907,43.08041453187901,-80.48183794799729,28497.07388501836
2400,43.0803207356399,-80.48181461424942,28423.553857505813,41.994108928704314,-86.34265335310893,27543.622354059535,43.294074706420055,-86.14890431129369,33000.0,41.77142718555955,-86.31708958885297,21000.0,42.044216032458486,-86.3451097215448,27409.124876052483,39.35379799148298,-82.44882117350564,38739.13182022658,40.50556,-85.62667,31900.0,42.500316893113045,-80.3675389087731,30000.0,43.39059666150893,-86.1108835941761,33000.0,39.47299397976529,-82.13763238466804,31000.0,41.673,-82.9405,16984.082545699202,41.673,-82.94050000000007,17000.0,40.49139,-85.68306,31000.0,39.39689375178773,-82.32856757995995,34042.42499284907,43.08041453187901,-80.48183794799729,28497.07388501836
3000,43.0803207356399,-80.48181461424942,28423.553857505813,41.994108928704314,-86.34265335310893,27543.622354059535,43.294074706420055,-86.14890431129369,33000.0,41.77142718555955,-86.31708958885297,21000.0,42.044216032458486,-86.3451097215448,27409.124876052483,39.35379799148298,-82.44882117350564,38739.13182022658,40.50556,-85.62667,31900.0,42.500316893113045,-80.3675389087731,30000.0,43.39059666150893,-86.1108835941761,33000.0,39.47299397976529,-82.13763238466804,31000.0,41.673,-82.9405000000001,16984.082545699202,41.673,-82.9405,17000.0,40.49139,-85.68306,31000.0,39.39689375178773,-82.32856757995995,34042.42499284907,43.08041453187901,-80.48183794799729,28497.07388501836
3600,43.0803207356399,-80.48181461424942,28423.553857505813,41.994108928704314,-86.34265335310893,27543.622354059535,43.294074706420055,-86.14890431129369,33000.0,41.77142718555955,-86.31708958885297,21000.0,42.044216032458486,-86.3451097215448,27409.124876052483,39.35379799148298,-82.44882117350564,38739.13182022658,40.50556,-85.62667,31900.0,42.500316893113045,-80.3675389087731,30000.0,43.39059666150893,-86.1108835941761,33000.0,39.47299397976529,-82.13763238466804,31000.0,41.673,-82.9405,16984.082545699202,41.673,-82.9405000000001,17000.0,40.49139,-85.68306,31000.0,39.39689375178773,-82.32856757995995,34042.42499284907,43.08041453187901,-80.48183794799729,28497.07388501836
4200,43.0803207356399,-80.48181461424942,28423.553857505813,41.994108928704314,-86.34265335310893,27543.622354059535,43.294074706420055,-86.14890431129369,33000.0,41.77142718555955,-86.31708958885297,21000.0,42.044216032458486,-86.3451097215448,27409.124876052483,39.35379799148298,-82.44882117350564,38739.13182022658,40.50556,-85.62667,31900.0,42.500316893113045,-80.3675389087731,30000.0,43.39059666150893,-86.1108835941761,33000.0,39.47299397976529,-82.13763238466804,31000.0,41.673,-82.94050000000011,16984.082545699202,41.673,-82.9405,17000.0,40.49139,-85.68306,31000.0,39.39689375178773,-82.32856757995995,34042.42499284907,43.08041453187901,-80.48183794799729,28497.07388501836
4800,43.0803207356399,-80.48181461424942,28423.553857505813,41.994108928704314,-86.34265335310893,27543.622354059535,43.294074706420055,-86.14890431129369,33000.0,41.77142718555955,-86.31708958885297,21000.0,42.044216032458486,-86.3451097215448,27409.124876052483,39.35379799148298,-82.44882117350564,38739.13182022658,40.50556,-85.62667,31900.0,42.500316893113045,-80.3675389087731,30000.0,43.39059666150893,-86.1108835941761,33000.0,39.47299397976529,-82.13763238466804,31000.0,41.673,-82.9405,16984.082545699202,41.673,-82.9405000000001,17000.0,40.49139,-85.68306,31000.0,39.39689375178773,-82.32856757995995,34042.42499284907,42.570392457150305,-81.20183794799729,20000.0
5400,43.0803207356399,-80.48181461424942,28423.553857505813,41.994108928704314,-86.34265335310893,27543.622354059535,43.294074706420055,-86.14890431129369,33000.0,41.77142718555955,-86.31708958885297,21000.0,42.044216032458486,-86.3451097215448,27409.124876052483,39.35379799148298,-82.44882117350564,38739.13182022658,40.50556,-85.62667,31900.0,42.500316893113045,-80.3675389087731,30000.0,43.39059666150893,-86.1108835941761,33000.0,39.47299397976529,-82.13763238466804,31000.0,41.673,-82.94050000000013,16984.082545699202,41.673,-82.9405,17000.0,40.491822683049044,-85.0175,21000.0,39.39689375178773,-82.32856757995995,34042.42499284907,42.57039245715029,-81.88929999999996,10000.0
6000,43.0803207356399,-80.48181461424942,28423.553857505813,41.994108928704314,-86.34265335310893,27543.622354059535,43.294074706420055,-86.14890431129369,33000.0,41.77142718555955,-86.31708958885297,21000.0,42.044216032458486,-86.3451097215448,27409.124876052483,39.35379799148298,-82.44882117350564,38739.13182022658,40.50556,-85.62667,31900.0,42.500316893113045,-80.3675389087731,30000.0,43.39059666150893,-86.1108835941761,33000.0,39.47299397976529,-82.13763238466804,31000.0,41.673,-82.9405,16984.082545699202,41.673,-82.94050000000013,17000.0,41.9662,-84.2975,11000.0,39.39689375178773,-82.32856757995995,34042.42499284907,42.4165,-82.60929999999996,8000.0
6600,43.0803207356399,-80.48181461424942,28423.553857505813,41.994108928704314,-86.34265335310893,27543.622354059535,43.294074706420055,-86.14890431129369,33000.0,41.77142718555955,-86.31708958885297,21000.0,42.044216032458486,-86.3451097215448,27409.124876052483,39.35379799148298,-82.44882117350564,38739.13182022658,40.50556,-85.62667,31900.0,42.500316893113045,-80.3675389087731,30000.0,43.39059666150893,-86.1108835941761,33000.0,39.47299397976529,-82.13763238466804,31000.0,41.673,-82.94050000000016,16984.082545699202,41.673,-82.9405,17000.0,41.96619999999995,-84.2975,11000.0,39.39689375178773,-82.32856757995995,34042.42499284907,42.4165,-82.60929999999996,8000.0
