t,f1_lat,f1_lon,f1_alt_ft,f2_lat,f2_lon,f2_alt_ft,f3_lat,f3_lon,f3_alt_ft,f4_lat,f4_lon,f4_alt_ft,f5_lat,f5_lon,f5_alt_ft,f6_lat,f6_lon,f6_alt_ft,f7_lat,f7_lon,f7_alt_ft,f8_lat,f8_lon,f8_alt_ft,f9_lat,f9_lon,f9_alt_ft,f10_lat,f10_lon,f10_alt_ft,f11_lat,f11_lon,f11_alt_ft,f12_lat,f12_lon,f12_alt_ft,f13_lat,f13_lon,f13_alt_ft,f14_lat,f14_lon,f14_alt_ft,f15_lat,f15_lon,f15_alt_ft,f16_lat,f16_lon,f16_alt_ft,f17_lat,f17_lon,f17_alt_ft,f18_lat,f18_lon,f18_alt_ft,f19_lat,f19_lon,f19_alt_ft,f20_lat,f20_lon,f20_alt_ft
0,43.0803207356399,-80.48181461424942,28423.553857505813,42.99898987624492,-86.24541713780957,23000.0,40.48,-85.75583,21000.0,42.72839048632175,-80.40072036968238,28000.0,40.50167,-85.78167,29200.0,39.36551787946668,-82.41616891199598,37000.0,40.694704547525234,-80.76989494206009,30000.0,40.6947496150193,-80.76986752805503,30000.0,40.005,-82.92861,1900.0,43.23347835088876,-86.17061474174,25000.0,43.267220235519794,-86.15853088074897,27000.0,42.72780071772563,-80.4006330173043,30000.0,43.233901700687525,-86.17046327956935,33000.0,39.61536903041827,-81.85829838495057,35678.52387832691,43.45778,-84.01639,3900.0,39.45813553631476,-82.1689642014037,35000.0,41.25726093444073,-80.5128711526116,26000.0,42.98361,-80.58861,29200.0,42.044236279041314,-86.34511080485642,35000.0,42.51437072174892,-80.36900118630447,31225.192091303543
600,43.0803207356399,-80.48181461424942,28423.553857505813,42.99898987624492,-86.24541713780957,23000.0,40.48,-85.75583,21000.0,42.72839048632175,-80.40072036968238,28000.0,40.50167,-85.78167,29200.0,39.36551787946668,-82.41616891199598,37000.0,40.694704547525234,-80.76989494206009,30000.0,40.6947496150193,-80.76986752805503,30000.0,40.005,-82.92861,1900.0,43.23347835088876,-86.17061474174,25000.0,43.267220235519794,-86.15853088074897,27000.0,42.72780071772563,-80.4006330173043,30000.0,43.233901700687525,-86.17046327956935,33000.0,39.61536903041827,-81.85829838495057,35678.52387832691,43.45778,-84.01639,3900.0,39.45813553631476,-82.1689642014037,35000.0,41.257260310373034,-81.20109667387769,20000.0,42.98361,-80.58861,29200.0,42.044236279041314,-86.34511080485642,35000.0,42.51437072174892,-80.36900118630447,31225.192091303543
1200,43.0803207356399,-80.48181461424942,28423.553857505813,42.99898987624492,-86.24541713780957,23000.0,40.48,-85.75583,21000.0,42.72839048632175,-80.40072036968238,28000.0,40.50167,-85.78167,29200.0,39.36551787946668,-82.41616891199598,37000.0,40.694704547525234,-80.76989494206009,30000.0,40.6947496150193,-80.76986752805503,30000.0,40.005,-82.92861,1900.0,43.23347835088876,-86.17061474174,25000.0,43.267220235519794,-86.15853088074897,27000.0,42.72780071772563,-80.4006330173043,30000.0,43.233901700687525,-86.17046327956935,33000.0,39.61536903041827,-81.85829838495057,35678.52387832691,43.45778,-84.01639,3900.0,39.45813553631476,-82.1689642014037,35000.0,41.25725968630534,-81.88932219514376,10000.0,42.98361,-80.58861,29200.0,42.044236279041314,-86.34511080485642,35000.0,42.51437072174892,-80.36900118630447,31225.192091303543
1800,43.0803207356399,-80.48181461424942,28423.553857505813,42.99898987624492,-86.24541713780957,23000.0,40.48,-85.75583,21000.0,42.72839048632175,-80.40072036968238,28000.0,40.50167,-85.78167,29200.0,39.36551787946668,-82.41616891199598,37000.0,40.694704547525234,-80.76989494206009,30000.0,40.6947496150193,-80.76986752805503,30000.0,40.005,-82.92861,1900.0,43.23347835088876,-86.17061474174,25000.0,43.267220235519794,-86.15853088074897,27000.0,42.72780071772563,-80.4006330173043,30000.0,43.233901700687525,-86.17046327956935,33000.0,39.61536903041827,-81.85829838495057,35678.52387832691,43.45778,-84.01639,3900.0,39.45813553631476,-82.1689642014037,35000.0,42.4165,-82.60929999999996,8000.0,42.98361,-80.58861,29200.0,42.044236279041314,-86.34511080485642,35000.0,42.51437072174892,-80.36900118630447,31225.192091303543
2400,43.0803207356399,-80.48181461424942,28423.553857505813,42.99898987624492,-86.24541713780957,23000.0,40.48,-85.75583,21000.0,42.72839048632175,-80.40072036968238,28000.0,40.50167,-85.78167,29200.0,39.36551787946668,-82.41616891199598,37000.0,40.694704547525234,-80.76989494206009,30000.0,40.6947496150193,-80.76986752805503,30000.0,40.005,-82.92861,1900.0,43.23347835088876,-86.17061474174,25000.0,43.267220235519794,-86.15853088074897,27000.0,42.72780071772563,-80.4006330173043,30000.0,43.233901700687525,-86.17046327956935,33000.0,39.61536903041827,-81.85829838495057,35678.52387832691,43.45778,-84.01639,3900.0,39.45813553631476,-82.1689642014037,35000.0,42.4165,-82.60929999999996,8000.0,42.98361,-80.58861,29200.0,42.044236279041314,-86.34511080485642,35000.0,42.51437072174892,-80.36900118630447,31225.192091303543
3000,43.0803207356399,-80.48181461424942,28423.553857505813,42.99898987624492,-86.24541713780957,23000.0,40.48,-85.75583,21000.0,42.72839048632175,-80.40072036968238,28000.0,40.50167,-85.78167,29200.0,39.36551787946668,-82.41616891199598,37000.0,40.694704547525234,-80.76989494206009,30000.0,40.6947496150193,-80.76986752805503,30000.0,40.005,-82.92861,1900.0,43.23347835088876,-86.17061474174,25000.0,43.267220235519794,-86.15853088074897,27000.0,42.72780071772563,-80.4006330173043,30000.0,43.233901700687525,-86.17046327956935,33000.0,39.61536903041827,-81.85829838495057,35678.52387832691,43.45778,-84.01639,3900.0,39.45813553631476,-82.1689642014037,35000.0,42.41649999999992,-82.60929999999996,8000.0,42.98361,-80.58861,29200.0,42.044236279041314,-86.34511080485642,35000.0,42.51437072174892,-80.36900118630447,31225.192091303543
3600,43.0803207356399,-80.48181461424942,28423.553857505813,42.99898987624492,-86.24541713780957,23000.0,40.48,-85.75583,21000.0,42.72839048632175,-80.40072036968238,28000.0,40.50167,-85.78167,29200.0,39.36551787946668,-82.41616891199598,37000.0,40.694704547525234,-80.76989494206009,30000.0,40.6947496150193,-80.76986752805503,30000.0,40.005,-82.92861,1900.0,43.23347835088876,-86.17061474174,25000.0,43.267220235519794,-86.15853088074897,27000.0,42.72780071772563,-80.4006330173043,30000.0,43.233901700687525,-86.17046327956935,33000.0,39.61536903041827,-81.85829838495057,35678.52387832691,43.45778,-84.01639,3900.0,39.45813553631476,-82.1689642014037,35000.0,42.4165,-82.60929999999996,8000.0,42.98361,-80.58861,29200.0,42.044248762255286,-85.68129430735485,25000.0,42.51437072174892,-80.36900118630447,31225.192091303543
4200,43.0803207356399,-80.48181461424942,28423.553857505813,42.99898987624492,-86.24541713780957,23000.0,40.48,-85.75583,21000.0,42.72839048632175,-80.40072036968238,28000.0,40.50167,-85.78167,29200.0,39.36551787946668,-82.41616891199598,37000.0,40.694704547525234,-80.76989494206009,30000.0,40.6947496150193,-80.76986752805503,30000.0,40.005,-82.92861,1900.0,43.23347835088876,-86.17061474174,25000.0,43.267220235519794,-86.15853088074897,27000.0,42.72780071772563,-80.4006330173043,30000.0,43.233901700687525,-86.17046327956935,33000.0,39.61536903041827,-81.85829838495057,35678.52387832691,43.45778,-84.01639,3900.0,39.45813553631476,-82.1689642014037,35000.0,42.41649999999989,-82.60929999999996,8000.0,42.98361,-80.58861,29200.0,42.04426124546926,-85.01747780985328,15000.0,42.51437072174892,-80.36900118630447,31225.192091303543
4800,43.0803207356399,-80.48181461424942,28423.553857505813,42.99898987624492,-86.24541713780957,23000.0,40.48,-85.75583,21000.0,42.72839048632175,-80.40072036968238,28000.0,40.50167,-85.78167,29200.0,39.36551787946668,-82.41616891199598,37000.0,40.694704547525234,-80.76989494206009,30000.0,40.6947496150193,-80.76986752805503,30000.0,40.005,-82.92861,1900.0,43.23347835088876,-86.17061474174,25000.0,43.267220235519794,-86.15853088074897,27000.0,42.72780071772563,-80.4006330173043,30000.0,43.233901700687525,-86.17046327956935,33000.0,39.61536903041827,-81.85829838495057,35678.52387832691,43.45778,-84.01639,3900.0,39.45813553631476,-82.1689642014037,35000.0,42.4165,-82.60929999999996,8000.0,42.98361,-80.58861,29200.0,41.9662,-84.2975,11000.0,42.51437072174892,-80.36900118630447,31225.192091303543
5400,43.0803207356399,-80.48181461424942,28423.553857505813,42.99898987624492,-86.24541713780957,23000.0,40.48,-85.75583,21000.0,42.72839048632175,-80.40072036968238,28000.0,40.50167,-85.78167,29200.0,39.36551787946668,-82.41616891199598,37000.0,40.694704547525234,-80.76989494206009,30000.0,40.6947496150193,-80.76986752805503,30000.0,40.005,-82.92861,1900.0,43.23347835088876,-86.17061474174,25000.0,43.267220235519794,-86.15853088074897,27000.0,42.72780071772563,-80.4006330173043,30000.0,43.233901700687525,-86.17046327956935,33000.0,39.61536903041827,-81.85829838495057,35678.52387832691,43.45778,-84.01639,3900.0,39.45813553631476,-82.1689642014037,35000.0,42.41649999999987,-82.60929999999996,8000.0,42.98361,-80.58861,29200.0,41.9662,-84.2975,11000.0,42.51437072174892,-80.36900118630447,31225.192091303543
