t,f1_lat,f1_lon,f1_alt_ft,f2_lat,f2_lon,f2_alt_ft,f3_lat,f3_lon,f3_alt_ft,f4_lat,f4_lon,f4_alt_ft,f5_lat,f5_lon,f5_alt_ft,f6_lat,f6_lon,f6_alt_ft,f7_lat,f7_lon,f7_alt_ft,f8_lat,f8_lon,f8_alt_ft,f9_lat,f9_lon,f9_alt_ft,f10_lat,f10_lon,f10_alt_ft,f11_lat,f11_lon,f11_alt_ft,f12_lat,f12_lon,f12_alt_ft,f13_lat,f13_lon,f13_alt_ft,f14_lat,f14_lon,f14_alt_ft,f15_lat,f15_lon,f15_alt_ft
0,43.08041453187901,-80.48183794799729,28497.07388501836,40.505,-85.65944,29000.0,39.35379799148298,-82.44882117350564,38739.13182022658,42.044236279041314,-86.34511080485642,35000.0,42.72839048632175,-80.40072036968238,28000.0,39.47186692549864,-82.14000999771017,31000.0,42.20306,-85.53722,2700.0,39.471928932690965,-82.13987919833268,36370.00531283437,40.51551103948745,-85.82526922855376,29000.0,40.53083,-85.64083,29300.0,39.72775887326741,-81.6737038473906,32000.0,40.49639,-85.71833,29200.0,43.07999684681137,-86.2250655561133,37000.0,42.0127783381649,-86.34356447526095,27672.523975584987,42.99898987624492,-86.24541713780957,23000.0
600,43.08041453187901,-80.48183794799729,28497.07388501836,40.505,-85.65944,29000.0,39.35379799148298,-82.44882117350564,38739.13182022658,42.044236279041314,-86.34511080485642,35000.0,42.72839048632175,-80.40072036968238,28000.0,39.47186692549864,-82.14000999771017,31000.0,42.20306,-85.53722,2700.0,39.471928932690965,-82.13987919833268,36370.00531283437,40.51551103948745,-85.82526922855376,29000.0,40.53083,-85.64083,29300.0,39.72775887326741,-81.6737038473906,32000.0,40.49639,-85.71833,29200.0,42.82056886259043,-85.62128277805668,27000.0,42.0127783381649,-86.34356447526095,27672.523975584987,42.99898987624492,-86.24541713780957,23000.0
1200,43.08041453187901,-80.48183794799729,28497.07388501836,40.505,-85.65944,29000.0,39.35379799148298,-82.44882117350564,38739.13182022658,42.044236279041314,-86.34511080485642,35000.0,42.72839048632175,-80.40072036968238,28000.0,39.47186692549864,-82.14000999771017,31000.0,42.20306,-85.53722,2700.0,39.471928932690965,-82.13987919833268,36370.00531283437,40.51551103948745,-85.82526922855376,29000.0,40.53083,-85.64083,29300.0,39.72775887326741,-81.6737038473906,32000.0,40.49639,-85.71833,29200.0,42.53812798422093,-84.99305102823857,17000.0,42.0127783381649,-86.34356447526095,27672.523975584987,42.99898987624492,-86.24541713780957,23000.0
1800,43.08041453187901,-80.48183794799729,28497.07388501836,40.505,-85.65944,29000.0,39.35379799148298,-82.44882117350564,38739.13182022658,42.044236279041314,-86.34511080485642,35000.0,42.72839048632175,-80.40072036968238,28000.0,39.47186692549864,-82.14000999771017,31000.0,42.20306,-85.53722,2700.0,39.471928932690965,-82.13987919833268,36370.00531283437,40.51551103948745,-85.82526922855376,29000.0,40.53083,-85.64083,29300.0,39.72775887326741,-81.6737038473906,32000.0,40.49639,-85.71833,29200.0,41.9662,-84.2975,11000.0,42.0127783381649,-86.34356447526095,27672.523975584987,42.99898987624492,-86.24541713780957,23000.0
2400,43.08041453187901,-80.48183794799729,28497.07388501836,40.505,-85.65944,29000.0,39.35379799148298,-82.44882117350564,38739.13182022658,42.044236279041314,-86.34511080485642,35000.0,42.72839048632175,-80.40072036968238,28000.0,39.47186692549864,-82.14000999771017,31000.0,42.20306,-85.53722,2700.0,39.471928932690965,-82.13987919833268,36370.00531283437,40.51551103948745,-85.82526922855376,29000.0,40.53083,-85.64083,29300.0,39.72775887326741,-81.6737038473906,32000.0,40.49639,-85.71833,29200.0,41.9662,-84.2975,11000.0,42.0127783381649,-86.34356447526095,27672.523975584987,42.99898987624492,-86.24541713780957,23000.0
3000,43.08041453187901,-80.48183794799729,28497.07388501836,40.505,-85.65944,29000.0,39.35379799148298,-82.44882117350564,38739.13182022658,42.044236279041314,-86.34511080485642,35000.0,42.72839048632175,-80.40072036968238,28000.0,39.47186692549864,-82.14000999771017,31000.0,42.20306,-85.53722,2700.0,39.471928932690965,-82.13987919833268,36370.00531283437,40.51551103948745,-85.82526922855376,29000.0,40.53083,-85.64083,29300.0,39.72775887326741,-81.6737038473906,32000.0,40.49639,-85.71833,29200.0,41.96619999999993,-84.2975,11000.0,42.0127783381649,-86.34356447526095,27672.523975584987,42.99898987624492,-86.24541713780957,23000.0
3600,43.08041453187901,-80.48183794799729,28497.07388501836,40.505,-85.65944,29000.0,39.35379799148298,-82.44882117350564,38739.13182022658,42.044236279041314,-86.34511080485642,35000.0,42.72839048632175,-80.40072036968238,28000.0,39.47186692549864,-82.14000999771017,31000.0,42.20306,-85.53722,2700.0,39.471928932690965,-82.13987919833268,36370.00531283437,40.51551103948745,-85.82526922855376,29000.0,40.53083,-85.64083,29300.0,39.72775887326741,-81.6737038473906,32000.0,40.49639,-85.71833,29200.0,41.9662,-84.2975,11000.0,42.0127783381649,-86.34356447526095,27672.523975584987,42.99898987624492,-86.24541713780957,23000.0
4200,43.08041453187901,-80.48183794799729,28497.07388501836,40.505,-85.65944,29000.0,39.35379799148298,-82.44882117350564,38739.13182022658,42.044236279041314,-86.34511080485642,35000.0,42.72839048632175,-80.40072036968238,28000.0,39.47186692549864,-82.14000999771017,31000.0,42.20306,-85.53722,2700.0,39.471928932690965,-82.13987919833268,36370.00531283437,40.51551103948745,-85.82526922855376,29000.0,40.53083,-85.64083,29300.0,39.72775887326741,-81.6737038473906,32000.0,40.49639,-85.71833,29200.0,41.9661999999999,-84.2975,11000.0,42.0127783381649,-86.34356447526095,27672.523975584987,42.99898987624492,-86.24541713780957,23000.0
4800,43.08041453187901,-80.48183794799729,28497.07388501836,40.505,-85.65944,29000.0,39.35379799148298,-82.44882117350564,38739.13182022658,42.044236279041314,-86.34511080485642,35000.0,42.72839048632175,-80.40072036968238,28000.0,39.47186692549864,-82.14000999771017,31000.0,42.20306,-85.53722,2700.0,39.471928932690965,-82.13987919833268,36370.00531283437,40.51551103948745,-85.82526922855376,29000.0,40.53083,-85.64083,29300.0,39.72775887326741,-81.6737038473906,32000.0,40.49639,-85.71833,29200.0,41.9662,-84.2975,11000.0,42.0127783381649,-86.34356447526095,27672.523975584987,42.99898987624492,-86.24541713780957,23000.0
5400,43.08041453187901,-80.48183794799729,28497.07388501836,40.505,-85.65944,29000.0,39.35379799148298,-82.44882117350564,38739.13182022658,42.044236279041314,-86.34511080485642,35000.0,42.72839048632175,-80.40072036968238,28000.0,39.47186692549864,-82.14000999771017,31000.0,42.20306,-85.53722,2700.0,39.471928932690965,-82.13987919833268,36370.00531283437,40.51551103948745,-85.82526922855376,29000.0,40.53083,-85.64083,29300.0,39.72775887326741,-81.6737038473906,32000.0,40.49639,-85.71833,29200.0,41.966199999999894,-84.2975,11000.0,42.0127783381649,-86.34356447526095,27672.523975584987,42.99898987624492,-86.24541713780957,23000.0
