t,f1_lat,f1_lon,f1_alt_ft,f2_lat,f2_lon,f2_alt_ft,f3_lat,f3_lon,f3_alt_ft,f4_lat,f4_lon,f4_alt_ft,f5_lat,f5_lon,f5_alt_ft,f6_lat,f6_lon,f6_alt_ft,f7_lat,f7_lon,f7_alt_ft,f8_lat,f8_lon,f8_alt_ft,f9_lat,f9_lon,f9_alt_ft,f10_lat,f10_lon,f10_alt_ft,f11_lat,f11_lon,f11_alt_ft,f12_lat,f12_lon,f12_alt_ft,f13_lat,f13_lon,f13_alt_ft,f14_lat,f14_lon,f14_alt_ft,f15_lat,f15_lon,f15_alt_ft,f16_lat,f16_lon,f16_alt_ft,f17_lat,f17_lon,f17_alt_ft,f18_lat,f18_lon,f18_alt_ft,f19_lat,f19_lon,f19_alt_ft,f20_lat,f20_lon,f20_alt_ft
0,42.500316893113045,-80.3675389087731,30000.0,39.47195669419985,-82.13982072706742,34843.47016433779,44.47194,-85.16778,14600.0,43.09239653435184,-86.22098350157782,23000.0,42.7282196987536,-80.40069500358332,30052.975753445065,43.39059666150893,-86.1108835941761,33000.0,42.50205246442259,-80.36762424009582,31982.697781139683,44.47611,-85.20944,12800.0,40.51551103948745,-85.82526922855376,29000.0,42.514524242286974,-80.36902387826856,30369.913468937037,43.23259262464273,-86.17093165012358,33000.0,43.294074706420055,-86.14890431129369,33000.0,39.47200808832612,-82.1397123279792,31650.977276669342,40.6947496150193,-80.76986752805503,30000.0,43.57889,-84.0075,3000.0,39.47196501722472,-82.13980316618306,34406.85139245936,42.04520638849397,-86.3451582551995,24881.40644198433,42.9280038324637,-86.26321046360388,23000.0,43.335463038667235,-86.13405145303786,31000.0,39.47175240790911,-82.14025171480814,38615.59306899031
600,42.500316893113045,-80.3675389087731,30000.0,39.47195669419985,-82.13982072706742,34843.47016433779,44.47194,-85.16778,14600.0,43.09239653435184,-86.22098350157782,23000.0,42.7282196987536,-80.40069500358332,30052.975753445065,43.39059666150893,-86.1108835941761,33000.0,42.50205246442259,-80.36762424009582,31982.697781139683,44.47611,-85.20944,12800.0,40.51551103948745,-85.82526922855376,29000.0,42.514524242286974,-80.36902387826856,30369.913468937037,43.23259262464273,-86.17093165012358,33000.0,43.294074706420055,-86.14890431129369,33000.0,39.47200808832612,-82.1397123279792,31650.977276669342,40.6947496150193,-80.76986752805503,30000.0,43.57889,-84.0075,3000.0,39.47196501722472,-82.13980316618306,34406.85139245936,42.04520638849397,-86.3451582551995,24881.40644198433,42.9280038324637,-86.26321046360388,23000.0,43.335463038667235,-86.13405145303786,31000.0,39.47265944968697,-82.38025171480814,28615.59306899031
1200,42.500316893113045,-80.3675389087731,30000.0,39.47195669419985,-82.13982072706742,34843.47016433779,44.47194,-85.16778,14600.0,43.09239653435184,-86.22098350157782,23000.0,42.7282196987536,-80.40069500358332,30052.975753445065,43.39059666150893,-86.1108835941761,33000.0,42.50205246442259,-80.36762424009582,31982.697781139683,44.47611,-85.20944,12800.0,40.51551103948745,-85.82526922855376,29000.0,42.514524242286974,-80.36902387826856,30369.913468937037,43.23259262464273,-86.17093165012358,33000.0,43.294074706420055,-86.14890431129369,33000.0,39.47200808832612,-82.1397123279792,31650.977276669342,40.6947496150193,-80.76986752805503,30000.0,43.57889,-84.0075,3000.0,39.47196501722472,-82.13980316618306,34406.85139245936,42.04520638849397,-86.3451582551995,24881.40644198433,42.9280038324637,-86.26321046360388,23000.0,43.335463038667235,-86.13405145303786,31000.0,41.7483,-82.79719999999995,18615.59306899031
1800,42.500316893113045,-80.3675389087731,30000.0,39.47195669419985,-82.13982072706742,34843.47016433779,44.47194,-85.16778,14600.0,43.09239653435184,-86.22098350157782,23000.0,42.7282196987536,-80.40069500358332,30052.975753445065,43.39059666150893,-86.1108835941761,33000.0,42.50205246442259,-80.36762424009582,31982.697781139683,44.47611,-85.20944,12800.0,40.51551103948745,-85.82526922855376,29000.0,42.514524242286974,-80.36902387826856,30369.913468937037,43.23259262464273,-86.17093165012358,33000.0,43.294074706420055,-86.14890431129369,33000.0,39.47200808832612,-82.1397123279792,31650.977276669342,40.6947496150193,-80.76986752805503,30000.0,43.57889,-84.0075,3000.0,39.47196501722472,-82.13980316618306,34406.85139245936,42.04520638849397,-86.3451582551995,24881.40644198433,42.9280038324637,-86.26321046360388,23000.0,43.335463038667235,-86.13405145303786,31000.0,41.74829999999987,-82.79720000000005,18615.59306899031
2400,42.500316893113045,-80.3675389087731,30000.0,39.47195669419985,-82.13982072706742,34843.47016433779,44.47194,-85.16778,14600.0,43.09239653435184,-86.22098350157782,23000.0,42.7282196987536,-80.40069500358332,30052.975753445065,43.39059666150893,-86.1108835941761,33000.0,42.50205246442259,-80.36762424009582,31982.697781139683,44.47611,-85.20944,12800.0,40.51551103948745,-85.82526922855376,29000.0,42.514524242286974,-80.36902387826856,30369.913468937037,43.23259262464273,-86.17093165012358,33000.0,43.294074706420055,-86.14890431129369,33000.0,39.47200808832612,-82.1397123279792,31650.977276669342,40.6947496150193,-80.76986752805503,30000.0,43.57889,-84.0075,3000.0,39.47196501722472,-82.13980316618306,34406.85139245936,42.04520638849397,-86.3451582551995,24881.40644198433,42.9280038324637,-86.26321046360388,23000.0,43.335463038667235,-86.13405145303786,31000.0,41.7483,-82.79720000000012,18615.59306899031
3000,42.500316893113045,-80.3675389087731,30000.0,39.47195669419985,-82.13982072706742,34843.47016433779,44.47194,-85.16778,14600.0,43.09239653435184,-86.22098350157782,23000.0,42.7282196987536,-80.40069500358332,30052.975753445065,43.39059666150893,-86.1108835941761,33000.0,42.50205246442259,-80.36762424009582,31982.697781139683,44.47611,-85.20944,12800.0,40.51551103948745,-85.82526922855376,29000.0,42.514524242286974,-80.36902387826856,30369.913468937037,43.23259262464273,-86.17093165012358,33000.0,43.294074706420055,-86.14890431129369,33000.0,39.47200808832612,-82.1397123279792,31650.977276669342,40.6947496150193,-80.76986752805503,30000.0,43.57889,-84.0075,3000.0,39.47196501722472,-82.13980316618306,34406.85139245936,42.04520638849397,-86.3451582551995,24881.40644198433,42.9280038324637,-86.26321046360388,23000.0,43.335463038667235,-86.13405145303786,31000.0,41.748299999999816,-82.79719999999989,18615.59306899031
3600,42.500316893113045,-80.3675389087731,30000.0,39.47195669419985,-82.13982072706742,34843.47016433779,44.47194,-85.16778,14600.0,43.09239653435184,-86.22098350157782,23000.0,42.7282196987536,-80.40069500358332,30052.975753445065,43.39059666150893,-86.1108835941761,33000.0,42.50205246442259,-80.36762424009582,31982.697781139683,44.47611,-85.20944,12800.0,40.51551103948745,-85.82526922855376,29000.0,42.514524242286974,-80.36902387826856,30369.913468937037,43.23259262464273,-86.17093165012358,33000.0,43.294074706420055,-86.14890431129369,33000.0,39.47200808832612,-82.1397123279792,31650.977276669342,40.6947496150193,-80.76986752805503,30000.0,43.57889,-84.0075,3000.0,39.47196501722472,-82.13980316618306,34406.85139245936,42.04520638849397,-86.3451582551995,24881.40644198433,42.9280038324637,-86.26321046360388,23000.0,43.335463038667235,-86.13405145303786,31000.0,41.7483,-82.79719999999995,18615.59306899031
4200,42.500316893113045,-80.3675389087731,30000.0,39.47195669419985,-82.13982072706742,34843.47016433779,44.47194,-85.16778,14600.0,43.09239653435184,-86.22098350157782,23000.0,42.7282196987536,-80.40069500358332,30052.975753445065,43.39059666150893,-86.1108835941761,33000.0,42.50205246442259,-80.36762424009582,31982.697781139683,44.47611,-85.20944,12800.0,40.51551103948745,-85.82526922855376,29000.0,42.514524242286974,-80.36902387826856,30369.913468937037,43.23259262464273,-86.17093165012358,33000.0,43.294074706420055,-86.14890431129369,33000.0,39.47200808832612,-82.1397123279792,31650.977276669342,40.6947496150193,-80.76986752805503,30000.0,43.57889,-84.0075,3000.0,39.47196501722472,-82.13980316618306,34406.85139245936,42.04520638849397,-86.3451582551995,24881.40644198433,42.9280038324637,-86.26321046360388,23000.0,43.335463038667235,-86.13405145303786,31000.0,41.748299999999766,-82.79719999999989,18615.59306899031
4800,42.500316893113045,-80.3675389087731,30000.0,39.47195669419985,-82.13982072706742,34843.47016433779,44.47194,-85.16778,14600.0,43.09239653435184,-86.22098350157782,23000.0,42.7282196987536,-80.40069500358332,30052.975753445065,43.39059666150893,-86.1108835941761,33000.0,42.50205246442259,-80.36762424009582,31982.697781139683,44.47611,-85.20944,12800.0,40.51551103948745,-85.82526922855376,29000.0,42.514524242286974,-80.36902387826856,30369.913468937037,43.23259262464273,-86.17093165012358,33000.0,43.294074706420055,-86.14890431129369,33000.0,39.47200808832612,-82.1397123279792,31650.977276669342,40.6947496150193,-80.76986752805503,30000.0,43.57889,-84.0075,3000.0,39.47196501722472,-82.13980316618306,34406.85139245936,42.04520638849397,-86.3451582551995,24881.40644198433,42.9280038324637,-86.26321046360388,23000.0,43.335463038667235,-86.13405145303786,31000.0,41.7483,-82.79719999999995,18615.59306899031
5400,42.500316893113045,-80.3675389087731,30000.0,39.47195669419985,-82.13982072706742,34843.47016433779,44.47194,-85.16778,14600.0,43.09239653435184,-86.22098350157782,23000.0,42.7282196987536,-80.40069500358332,30052.975753445065,43.39059666150893,-86.1108835941761,33000.0,42.50205246442259,-80.36762424009582,31982.697781139683,44.47611,-85.20944,12800.0,40.51551103948745,-85.82526922855376,29000.0,42.514524242286974,-80.36902387826856,30369.913468937037,43.23259262464273,-86.17093165012358,33000.0,43.294074706420055,-86.14890431129369,33000.0,39.47200808832612,-82.1397123279792,31650.977276669342,40.6947496150193,-80.76986752805503,30000.0,43.57889,-84.0075,3000.0,39.47196501722472,-82.13980316618306,34406.85139245936,42.04520638849397,-86.3451582551995,24881.40644198433,42.9280038324637,-86.26321046360388,23000.0,43.335463038667235,-86.13405145303786,31000.0,41.74829999999972,-82.7971999999998,18615.59306899031
