t,f1_lat,f1_lon,f1_alt_ft,f2_lat,f2_lon,f2_alt_ft,f3_lat,f3_lon,f3_alt_ft,f4_lat,f4_lon,f4_alt_ft,f5_lat,f5_lon,f5_alt_ft
13200,41.673,-82.9405,18615.59306899031,42.41649999999968,-82.60929999999996,8000.0,41.96619999999967,-84.2975,11000.0,42.41649999999979,-82.60929999999996,8000.0,41.673,-82.94049999999987,14000.0
13800,41.673,-82.94049999999976,18615.59306899031,42.4165,-82.60929999999996,8000.0,41.9662,-84.2975,11000.0,42.4165,-82.60929999999996,8000.0,41.673,-82.9405,14000.0
14400,41.673,-82.9405,18615.59306899031,42.41649999999961,-82.60929999999996,8000.0,41.96619999999961,-84.2975,11000.0,42.41649999999977,-82.60929999999996,8000.0,41.673,-82.94049999999984,14000.0
15000,41.673,-82.94049999999973,18615.59306899031,42.4165,-82.60929999999996,8000.0,41.9662,-84.2975,11000.0,42.4165,-82.60929999999996,8000.0,41.673,-82.9405,14000.0
15600,41.673,-82.9405,18615.59306899031,42.41649999999955,-82.60929999999996,8000.0,41.96619999999954,-84.2975,11000.0,42.41649999999969,-82.60929999999996,8000.0,41.673,-82.94049999999979,14000.0
16200,41.673,-82.94049999999973,18615.59306899031,42.4165,-82.60929999999996,8000.0,41.9662,-84.2975,11000.0,42.4165,-82.60929999999996,8000.0,41.673,-82.9405,14000.0
16800,41.673,-82.9405,18615.59306899031,42.41649999999941,-82.60929999999996,8000.0,41.96619999999936,-84.2975,11000.0,42.41649999999964,-82.60929999999996,8000.0,41.673,-82.94049999999974,14000.0
17400,41.673,-82.94049999999973,18615.59306899031,42.4165,-82.60929999999996,8000.0,41.9662,-84.2975,11000.0,42.4165,-82.60929999999996,8000.0,41.673,-82.9405,14000.0
18000,41.673,-82.9405,18615.59306899031,42.41649999999934,-82.60929999999996,8000.0,41.96619999999921,-84.2975,11000.0,42.41649999999956,-82.60929999999996,8000.0,41.673,-82.94049999999972,14000.0
18600,41.673,-82.94049999999969,18615.59306899031,42.4165,-82.60929999999996,8000.0,41.9662,-84.2975,11000.0,42.4165,-82.60929999999996,8000.0,41.673,-82.9405,14000.0
19200,41.673,-82.9405,18615.59306899031,42.4164999999993,-82.60929999999996,8000.0,41.966199999999,-84.2975,11000.0,42.41649999999939,-82.60929999999996,8000.0,41.673,-82.94049999999972,14000.0
19800,41.673,-82.94049999999969,18615.59306899031,42.4165,-82.60929999999996,8000.0,41.9662,-84.2975,11000.0,42.4165,-82.60929999999996,8000.0,41.673,-82.9405,14000.0
20400,41.673,-82.9405,18615.59306899031,42.41649999999923,-82.60929999999996,8000.0,41.9661999999989,-84.2975,11000.0,42.41649999999938,-82.60929999999996,8000.0,41.673,-82.94049999999972,14000.0
21000,41.673,-82.94049999999963,18615.59306899031,42.4165,-82.60929999999996,8000.0,41.9662,-84.2975,11000.0,42.4165,-82.60929999999996,8000.0,41.673,-82.9405,14000.0
21600,41.673,-82.9405,18615.59306899031,42.41649999999915,-82.60929999999996,8000.0,41.966199999998736,-84.2975,11000.0,42.41649999999931,-82.60929999999996,8000.0,41.673,-82.94049999999967,14000.0
22200,41.673,-82.9404999999996,18615.59306899031,42.4165,-82.60929999999996,8000.0,41.9662,-84.2975,11000.0,42.4165,-82.60929999999996,8000.0,41.673,-82.9405,14000.0
22800,41.673,-82.9405,18615.59306899031,42.41649999999872,-82.60929999999996,8000.0,41.96619999999871,-84.2975,11000.0,42.41649999999929,-82.60929999999996,8000.0,41.673,-82.94049999999973,14000.0
23400,41.673,-82.94049999999956,18615.59306899031,42.4165,-82.60929999999996,8000.0,41.9662,-84.2975,11000.0,42.4165,-82.60929999999996,8000.0,41.673,-82.9405,14000.0
24000,41.673,-82.9405,18615.59306899031,42.416499999998564,-82.60929999999996,8000.0,41.96619999999866,-84.2975,11000.0,42.41649999999892,-82.60929999999996,8000.0,41.673,-82.94049999999973,14000.0
24600,41.673,-82.94049999999956,18615.59306899031,42.4165,-82.60929999999996,8000.0,41.9662,-84.2975,11000.0,42.4165,-82.60929999999996,8000.0,41.673,-82.9405,14000.0
25200,41.673,-82.9405,18615.59306899031,42.416499999998535,-82.60929999999996,8000.0,41.96619999999798,-84.2975,11000.0,42.41649999999885,-82.60929999999996,8000.0,41.673,-82.94049999999974,14000.0
25800,41.673,-82.94049999999953,18615.59306899031,42.4165,-82.60929999999996,8000.0,41.9662,-84.2975,11000.0,42.4165,-82.60929999999996,8000.0,41.673,-82.9405,14000.0
26400,41.673,-82.9405,18615.59306899031,42.41649999999845,-82.60929999999996,8000.0,41.966199999997926,-84.2975,11000.0,42.41649999999862,-82.60929999999996,8000.0,41.673,-82.94049999999973,14000.0
27000,41.673,-82.94049999999949,18615.59306899031,42.4165,-82.60929999999996,8000.0,41.9662,-84.2975,11000.0,42.4165,-82.60929999999996,8000.0,41.673,-82.9405,14000.0
27600,41.673,-82.9405,18615.59306899031,42.41649999999835,-82.60929999999996,8000.0,41.966199999997784,-84.2975,11000.0,42.416499999998614,-82.60929999999996,8000.0,41.673,-82.94049999999979,14000.0
28200,41.673,-82.94049999999956,18615.59306899031,42.4165,-82.60929999999996,8000.0,41.9662,-84.2975,11000.0,42.4165,-82.60929999999996,8000.0,41.673,-82.9405,14000.0
28800,41.673,-82.9405,18615.59306899031,42.416499999998265,-82.60929999999996,8000.0,41.9661999999979,-84.2975,11000.0,42.416499999998564,-82.60929999999996,8000.0,41.673,-82.94049999999973,14000.0
29400,41.673,-82.94049999999952,18615.59306899031,42.4165,-82.60929999999996,8000.0,41.9662,-84.2975,11000.0,42.4165,-82.60929999999996,8000.0,41.673,-82.9405,14000.0
30000,41.673,-82.9405,18615.59306899031,42.416499999998116,-82.60929999999996,8000.0,41.9661999999977,-84.2975,11000.0,42.4164999999985,-82.60929999999996,8000.0,41.673,-82.94049999999972,14000.0
30600,41.67299999999997,-82.9404999999995,18615.59306899031,42.4165,-82.60929999999996,8000.0,41.9662,-84.2975,11000.0,42.4165,-82.60929999999996,8000.0,41.673,-82.9405,14000.0
31200,41.673,-82.9405,18615.59306899031,42.41649999999793,-82.60929999999996,8000.0,41.966200000003155,-84.2975,11000.0,42.416499999998386,-82.60929999999996,8000.0,41.673,-82.94049999999969,14000.0
31800,41.673,-82.94049999999946,18615.59306899031,42.4165,-82.60929999999996,8000.0,41.9662,-84.2975,11000.0,42.4165,-82.60929999999996,8000.0,41.673,-82.9405,14000.0
32400,41.673,-82.9405,18615.59306899031,42.41649999999798,-82.60929999999996,8000.0,41.96619999999763,-84.2975,11000.0,42.416499999998194,-82.60929999999996,8000.0,41.673,-82.94049999999973,14000.0
33000,41.673,-82.94049999999947,18615.59306899031,42.4165,-82.60929999999996,8000.0,41.9662,-84.2975,11000.0,42.4165,-82.60929999999996,8000.0,41.673,-82.9405,14000.0
33600,41.673,-82.9405,18615.59306899031,42.416499999997114,-82.60929999999996,8000.0,41.9661999999974,-84.2975,11000.0,42.416499999998024,-82.60929999999996,8000.0,41.673,-82.94049999999967,14000.0
34200,41.673,-82.94049999999942,18615.59306899031,42.4165,-82.60929999999996,8000.0,41.9662,-84.2975,11000.0,42.4165,-82.60929999999996,8000.0,41.673,-82.9405,14000.0
34800,41.673,-82.9405,18615.59306899031,42.41649999999683,-82.60929999999996,8000.0,41.966200000003475,-84.2975,11000.0,42.41649999999807,-82.60929999999996,8000.0,41.673,-82.94049999999964,14000.0
35400,41.673,-82.9404999999994,18615.59306899031,42.4165,-82.60929999999996,8000.0,41.9662,-84.2975,11000.0,42.4165,-82.60929999999996,8000.0,41.673,-82.9405,14000.0
36000,41.673,-82.9405,18615.59306899031,42.41649999999666,-82.60929999999996,8000.0,41.96619999999729,-84.2975,11000.0,42.41649999999723,-82.60929999999996,8000.0,41.673,-82.94049999999969,14000.0
36600,41.673,-82.94049999999937,18615.59306899031,42.4165,-82.60929999999996,8000.0,41.9662,-84.2975,11000.0,42.4165,-82.60929999999996,8000.0,41.673,-82.9405,14000.0
37200,41.673,-82.9405,18615.59306899031,42.4164999999964,-82.60929999999996,8000.0,41.96620000000365,-84.2975,11000.0,42.416499999997086,-82.60929999999996,8000.0,41.673,-82.94049999999967,14000.0
37800,41.673,-82.94049999999933,18615.59306899031,42.4165,-82.60929999999996,8000.0,41.9662,-84.2975,11000.0,42.4165,-82.60929999999996,8000.0,41.673,-82.9405,14000.0
38400,41.673,-82.9405,18615.59306899031,42.416499999996276,-82.60929999999996,8000.0,41.96619999999628,-84.2975,11000.0,42.41649999999681,-82.60929999999996,8000.0,41.673,-82.9404999999997,14000.0
39000,41.673,-82.94049999999936,18615.59306899031,42.4165,-82.60929999999996,8000.0,41.9662,-84.2975,11000.0,42.4165,-82.60929999999996,8000.0,41.673,-82.9405,14000.0
39600,41.673,-82.9405,18615.59306899031,42.4164999999962,-82.60929999999996,8000.0,41.96619999999603,-84.2975,11000.0,42.41649999999683,-82.60929999999996,8000.0,41.673,-82.9404999999997,14000.0
40200,41.673,-82.94049999999937,18615.59306899031,42.4165,-82.60929999999996,8000.0,41.9662,-84.2975,11000.0,42.4165,-82.60929999999996,8000.0,41.673,-82.9405,14000.0
40800,41.673,-82.9405,18615.59306899031,42.416499999996134,-82.60929999999996,8000.0,41.96620000000569,-84.2975,11000.0,42.416499999996645,-82.60929999999996,8000.0,41.673,-82.94049999999967,14000.0
