t,f1_lat,f1_lon,f1_alt_ft
0.0,43.09239653435184,-86.22098350157782,23000.0
300.0,42.83170565126201,-85.86098350157782,18000.0
600.0,42.63849965431647,-85.53811827121336,13000.0
900.0,42.39089364611906,-85.19668565603114,8000.0
1200.0,41.914586950233826,-84.8552530408488,8000.000001
1500.0,41.73896393002363,-84.6575,8000.000001
1800.0,41.96619999999999,-84.2975,11000.0
2100.0,41.9662,-84.2975,11000.0
