region_id,n_pixels,min_lat,max_lat,min_lon,max_lon,centroid_lat,centroid_lon,t_minutes,shift_meters
1077,2469,41.629403209051226,42.03939461122448,-84.36958290757131,-83.89721137168486,41.868900199887136,-84.12238957566325,20,30866.666666666664
