t,f1_lat,f1_lon,f1_alt_ft
0.0,43.09239653435184,-86.22098350157782,23000.0
300.0,42.91739653435184,-85.86439387891659,18000.0
600.0,42.74239653435184,-85.52138998960446,13000.0
900.0,42.62393196920047,-85.242245640101,8000.0
1200.0,42.44893196920047,-84.8992417507889,8000.0
1500.0,42.273931969200675,-84.6575,6000.0
1800.0,41.9662,-84.2975,11000.0
